Field,Description,Type,Coverage,Users,Alphas
anl16_1scermun,the number of recommendations with a value of 1,VECTOR,57%,87,154
anl16_2scermun,the number of recommendations with a value of 2,VECTOR,59%,56,129
anl16_3scermun,the number of recommendations with a value of 3,VECTOR,63%,69,103
anl16_actchgnorm_estcomsplitadj,Split adjusted change of actual value in fiscal report.,VECTOR,77%,59,195
anl16_actchgnorm_estnormcuradj,currency adjusted change of actual value in fiscal report,VECTOR,77%,29,37
anl16_actgrowth,The growth of actual value in the fiscal report during the past several years.,VECTOR,60%,14,17
anl16_actnorm_estcomsplitadj,split adjusted normalized actual value in fiscal report,VECTOR,78%,117,267
anl16_actnorm_estnormcuradj,Currency-adjusted normalized actual value in the fiscal report.,VECTOR,78%,75,111
anl16_actstability,the stability of actual value in fiscal report,VECTOR,60%,14,22
anl16_actsuescore,Sentiment score of actual value surprise,VECTOR,73%,49,88
anl16_actsurprise,actual value surprise in fiscal report,VECTOR,77%,54,102
anl16_actunit_scale,Unit scale.,VECTOR,78%,56,95
anl16_actunit_scale_ascontrib,unit scale contributed by the broker,VECTOR,78%,65,162
anl16_actunit_scale_normal,normalized unit scale,VECTOR,78%,78,153
anl16_actvalue,actual value in fiscal report,VECTOR,78%,43,80
anl16_actvalue_ascontrib,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.",VECTOR,78%,32,69
anl16_actvalue_normal,Normalized actual value in the fiscal report.,VECTOR,78%,38,85
anl16_aftercons_difference,Difference between consensus values after and before the event (after change value minus before change value),VECTOR,95%,27,51
anl16_aftercons_high,Highest value in the consensus after the change,VECTOR,96%,22,29
anl16_aftercons_low,Lowest value in the consensus after the event,VECTOR,96%,20,31
anl16_aftercons_mean,Mean value in the consensus after the change,VECTOR,96%,17,25
anl16_aftercons_median,Median value in the consensus after the change,VECTOR,96%,16,31
anl16_aftercons_numitems,Number of estimated values in the consensus after the event,VECTOR,96%,22,29
anl16_aftercons_percentage,Relative change in consensus value: (after change value minus before change value) divided by before change value,VECTOR,95%,29,64
anl16_aftercons_stddev,Standard deviation of the estimated values in the consensus after the change,VECTOR,93%,10,10
anl16_afterest_difference,Difference between estimate values after and before the event (after change value minus before change value),VECTOR,95%,24,32
anl16_afterest_percentage,Relative change in the earnings estimate: (after change value minus before change value) divided by before change value,VECTOR,95%,18,39
anl16_afterest_stdvalue,Standard deviation of the earning estimates’ values after the event,VECTOR,64%,6,11
