Field,Description,Type,Coverage,Users,Alphas
explicit_company_mention_count,Number of companies specifically listed or scored in the subjects field of the news item,VECTOR,99%,1,1
first_appearance_sentence_number,Index of the first sentence (starting with headline as 1) in which the scored asset is mentioned in the news item,VECTOR,99%,0,0
negative_sentiment_probability_2,Probability (0-1) that the sentiment expressed in the news item is negative towards the asset,VECTOR,99%,2,2
neutral_sentiment_probability_2,Probability (0-1) that the sentiment expressed is neutral towards the asset,VECTOR,99%,0,0
news_relevance_score,A value between 0 and 1 quantifying how relevant the news item is to the asset,VECTOR,99%,0,0
news_urgency_level,"Integer indicating news urgency (1 = alert/breaking, 3 = full article)",VECTOR,99%,1,1
nws31_amertimestamp_date,The date when the news arrived (American time),VECTOR,89%,104,423
nws31_amertimestamp_time,Time the news arrived in the Refinitiv system (American time zone),VECTOR,100%,150,815
nws31_apactimestamp_date,The date when the news arrived (Asian time),VECTOR,89%,93,288
nws31_apactimestamp_time,Time the news arrived in the Refinitiv system (Asian time zone),VECTOR,100%,97,466
nws31_audiences,"Code(s) representing groups targeted by the news item, such as investors or analysts",VECTOR,100%,29,41
nws31_bodysize,Number of characters in the current version of the story body,VECTOR,100%,1,1
nws31_companycount,The number of companies explicitly listed in the news item in the subjects field,VECTOR,100%,0,0
nws31_d1_bodysize,The size of the current version of the story body in characters,VECTOR,89%,20,27
nws31_d1_companycount,The number of companies explicitly listed in the news item in the subjects field,VECTOR,89%,16,24
nws31_d1_feedtimestamp_date,The date when the data was available on the feed,VECTOR,89%,13,25
nws31_d1_feedtimestamp_time,The time when the data was available on the feed,VECTOR,89%,21,53
nws31_d1_firstcreated_date,UTC timestamp for the first version of the story (date),VECTOR,89%,22,33
nws31_d1_firstcreated_time,UTC timestamp for the first version of the story (time),VECTOR,89%,22,61
nws31_d1_firstmentionsentence,"The first sentence, starting with the headline, in which the scored asset is mentioned. Thus, a value of 1 denotes the headline, 2 the first sentence of the story body, 3 the second sentence, etc.",VECTOR,88%,28,38
nws31_d1_noveltycounts,"The number of similar items on a particular asset within 5 time windows. The periods are 12 hours, 24 hours, 3 days, 5 days and 7 days prior to the news item's timestamp.",VECTOR,89%,19,33
nws31_d1_relevance,The number indicating the relevance of the news item to the asset. It ranges from 0 to 1.,VECTOR,89%,21,29
nws31_d1_sentencecount,The total number of sentences in the news item,VECTOR,89%,15,24
