Field,Description,Type,Coverage,Users,Alphas
fnd65_allcap_sedol_60dsigma,Sigma is defined as the standard deviation of monthly price returns.,MATRIX,82%,291,1189
fnd65_allcap_sedol_6351_rp,It is defined as the moving average of a stock's prices in the last 15 weeks divided by the moving average of its prices in the last 36 weeks.,MATRIX,79%,75,158
fnd65_allcap_sedol_actrtn12m,It is defined as the percent change in price for a stock from month t-13 to month t-1.,MATRIX,78%,61,155
fnd65_allcap_sedol_actrtn18m,It is defined as the percent change in price for a stock from month t-19 to month t-1.,MATRIX,77%,47,142
fnd65_allcap_sedol_actrtn1m,It is defined as the percent change in price for a stock from month t-1 to month t.,MATRIX,83%,26,82
fnd65_allcap_sedol_actrtn24m,It is defined as the percent change in price for a stock from month t-25 to month t-1.,MATRIX,75%,49,100
fnd65_allcap_sedol_actrtn2m,It is defined as the percent change in price for a stock from month t-2 to month t.,MATRIX,83%,37,71
fnd65_allcap_sedol_actrtn36m,It is defined as the percent change in price for a stock from month t-37 to month t-1.,MATRIX,71%,59,232
fnd65_allcap_sedol_actrtn3m,It is defined as the percent change in price for a stock from month t-3 to month t.,MATRIX,82%,36,66
fnd65_allcap_sedol_actrtn60m,It is defined as the percent change in price for a stock from month t-61 to month t-1.,MATRIX,65%,48,221
fnd65_allcap_sedol_actrtn60m12lag,It is defined as the percent change in price for a stock from month t-72 to month t-12.,MATRIX,63%,30,49
fnd65_allcap_sedol_actrtn6m,It is defined as the percent change in price for a stock from month t-7 to month t-1.,MATRIX,80%,51,100
fnd65_allcap_sedol_actrtn9m,It is defined as a stock's price percent change from month t-10 to month t-1.,MATRIX,78%,46,316
fnd65_allcap_sedol_ad,It is defined as the most recently reported total debt divided by total assets.,MATRIX,71%,57,123
fnd65_allcap_sedol_adpmoc,"It is defined as the most recently reported sum of long-term debt, short-term debt, underfunded pension liabilities, operating lease expense, and preferred stock, divided by the total assets.",MATRIX,81%,37,62
fnd65_allcap_sedol_ags,"It is defined as the trailing 12-month selling, general management, and administration expenses divided by the trailing 12-month sales.",MATRIX,74%,36,60
fnd65_allcap_sedol_alpha60m,It is defined as the intercept of the regression line which best fits a stock's monthly price return against the S&P 500 index monthly return over last 60-month period.,MATRIX,65%,42,62
fnd65_allcap_sedol_altmanz,Altman Z = 1.2* (Current Assets - Current Liabilities)/TA + 1.4*Retained Earnings/TA + 3.3*Earnings before Interest and Taxes/TA + 0.6*Market Value of Preferred and Common Equity/Book Value of Total Liabilities + 1.0*Sales/TA where TA denotes total assets.,MATRIX,69%,63,285
fnd65_allcap_sedol_aoer,It is defined as the reported cumulative retained earnings from the most recent quarter divided by reported total assets from the most recent quarter.,MATRIX,82%,24,36
fnd65_allcap_sedol_aor,It is defined as the trailing 12-month income before extra items divided by the average of total assets in the same period.,MATRIX,82%,33,157
fnd65_allcap_sedol_apemtt,"It is defined as the most recently reported trailing 12-month earnings per share after extraordinary items for a stock, divided by its trading price.",MATRIX,82%,49,518
fnd65_allcap_sedol_apg,It is defined as the TTM (Sales-COGS)/ Total Assets.,MATRIX,72%,29,79
fnd65_allcap_sedol_apgghcy1_,It is defined as the difference between the most recent quarterly reported gross profit to assets and that of the same quarter one year ago. Gross profit to assets = TTM (Sales-COGS)/ Total Assets. COGS is cost of goods sold.,MATRIX,72%,24,60
fnd65_allcap_sedol_apgghcy3_,It is defined as the difference between the most recent quarterly reported gross profit to assets and that of the same quarter three year ago. Gross profit to assets = TTM (Sales-COGS)/ Total Assets,MATRIX,69%,20,27
fnd65_allcap_sedol_aspanratio,It is defined as a stock's quarterly operating assets minus its operating liabilities deflated by the lagged total assets.,MATRIX,76%,31,45
fnd65_allcap_sedol_aspemtty3gc,It is defined as the 3-year geometric growth rate of the most recently reported TTM EPS after extraordinary items for a stock.,MATRIX,78%,14,18
fnd65_allcap_sedol_astcomp,It is defined as the total current assets from the most recent quarter divided by the total assets from the most recent quarter.,MATRIX,69%,28,59
fnd65_allcap_sedol_astto,It is defined as the trailing 12-month sales divided by the most recently reported quarterly assets.,MATRIX,79%,28,37
fnd65_allcap_sedol_avg10yep,"It is defined as the average earnings of the stock over the past 10 years, divided by its current price.",MATRIX,72%,19,28
fnd65_allcap_sedol_beta,It is defined as 0.67 times the 60-month beta plus 0.33. Beta is the covariance between a stock's monthly return and the monthly S&P 500 index return in the prior 60-month period divided by the variance of the monthly S&P 500 index return in the same period.,MATRIX,74%,29,110
fnd65_allcap_sedol_betasigma,It is defined as the product of the adjusted 60-month Beta and 60-month Sigma (standard deviation of monthly price returns).,MATRIX,65%,29,58
fnd65_allcap_sedol_bmpo,It is defined as the most recently reported quarterly operating income divided by the corresponding quarterly sales.,MATRIX,78%,15,21
fnd65_allcap_sedol_booklev,It is defined as the most recently reported quarterly total assets divided by the book equity.,MATRIX,82%,30,40
fnd65_allcap_sedol_bpemtt,It is defined as the most recently reported trailing 12-month earnings per share before extraordinary items for a stock divided by its trading price.,MATRIX,82%,25,31
fnd65_allcap_sedol_capacq,It is defined as the trailing 12-month operating cash flow less than the trailing 12-month cash dividends and then divided by the total expenditures in the same period.,MATRIX,79%,20,39
fnd65_allcap_sedol_capexast,It is defined as trailing 12-month capital expenditures divided by the total assets from the most recent quarter.,MATRIX,79%,27,37
fnd65_allcap_sedol_capexdeplink,It is defined as the absolute value of the difference between ranked (1-1000) quarterly capital expenditures to assets and ranked (1-1000) quarterly depreciation to assets.,MATRIX,79%,23,34
fnd65_allcap_sedol_capexsale,It is defined as trailing 12-month capital expenditures divided by trailing 12-month sales.,MATRIX,77%,15,20
fnd65_allcap_sedol_cashburnrate,It is defined as: -(Cash From Operations + Cash from Investments)/(Cash + Short-term Investments).,MATRIX,76%,17,21
fnd65_allcap_sedol_cashc,It is defined as the average inventory days plus the average collection days minus the average payable days.,MATRIX,61%,16,21
fnd65_allcap_sedol_cashp,It is defined as the most recently reported cash and equivalents per share of a company divided by trading price.,MATRIX,76%,19,31
fnd65_allcap_sedol_cashratio,It is defined as the most recently reported quarterly cash and equivalents divided by current liabilities.,MATRIX,69%,29,52
fnd65_allcap_sedol_cashsale,It is defined as the average cash and equivalents in the trailing 12 months divided by the trailing 12-month sales.,MATRIX,73%,21,30
fnd65_allcap_sedol_cashsev,It is defined as the total cash & equivalents divided by the sum of the market value of common equity and book value of long-term debt.,MATRIX,76%,17,18
fnd65_allcap_sedol_ccacw,It equals to: Increase in Accounts Receivables + Increase in Inventory + Decrease in Accounts Payable and Accrued Liabilities + Decrease in Accrued Income Taxes + Increase (Decrease) in Assets (Liabilities).,MATRIX,67%,29,36
fnd65_allcap_sedol_ceroe,It is defined as the trailing 12-month funds from operations divided by the average of current and previous year equity value.,MATRIX,74%,28,34
fnd65_allcap_sedol_cfita,It is defined as the trailing 12-month cash flow from the investing portion of the cash flow statement divided by the average total assets of the last 4 quarters.,MATRIX,82%,18,37
fnd65_allcap_sedol_cfleverage,It is defined as the total liabilities divided by the trailing 12-month operating cash flow.,MATRIX,63%,12,13
fnd65_allcap_sedol_cfroi,"It is defined as the trailing 12-month cash flow divided by the average invested capital in the same period. Invested capital equals the sum of common equity, long-term debt, minority interest, and preferred stock.",MATRIX,80%,14,15
fnd65_allcap_sedol_cg3yroic,"It is defined as the 3-year geometric growth rate of return on invested capital. Where return on invested capital equals the trailing 12-month net income and interest expenses divided by the average reported invested capital. Invested capital is equal to the sum of common equity, long-term debt, minority interest, and preferred stock.",MATRIX,71%,13,24
fnd65_allcap_sedol_cg3ysales,It is defined as the geometric growth rate of the trailing 12-month sales per share in the last 12 quarters.,MATRIX,75%,12,18
fnd65_allcap_sedol_chg12mtotdebt,"It is defined as the 12-month relative change in total debt, where total debt is the sum of long-term and short-term debt.",MATRIX,71%,30,217
fnd65_allcap_sedol_chg3ycfast,It is defined as the most recently reported trailing 12-month operating cash flow minus 12-quarter ago comparable trailing 12-month cash flow scaled by the average total assets in the same period.,MATRIX,76%,11,14
fnd65_allcap_sedol_chg3yepsast,"It is defined as the trailing 12-month earnings per share before extra items (EPS) minus the EPS 12-quarters ago, deflated by the average total assets per share.",MATRIX,78%,7,12
fnd65_allcap_sedol_chg3yepsp,It is defined as the difference between the the trailing 12-month earnings per share and that of 12-quarters ago for a stock divided by its rading price.,MATRIX,79%,14,15
fnd65_allcap_sedol_chg3yfcfast,It is defined as the trailing 12-month free cash flow minus 12 quarters ago trailing 12-month free cash flow divided by the average total assets.,MATRIX,77%,12,15
fnd65_allcap_sedol_chg3yocfast,It is defined as the most recently reported trailing 12-month operating cash flow (OCF) minus the OCF 12 quarters ago deflated by the average total assets.,MATRIX,78%,10,10
fnd65_allcap_sedol_chg6malpha18m,"It is defined as the 6-month change in a stock's 18-month alpha, which equals the intercept from the regression of a stock price's monthly return against the S&P 500 index monthly return over last 18-month period.",MATRIX,75%,16,22
fnd65_allcap_sedol_chgalpha12m,"It is defined as the 6-month change in a stock's 12-month alpha, which equals the intercept from the regression of a stock price's monthly return against the S&P 500 index monthly return over last 12-month period.",MATRIX,77%,16,25
fnd65_allcap_sedol_chgalpha36m,"It is defined as the 6-month change in a stock's 36-month alpha, which equals the intercept from the regression of a stock price's monthly return against the S&P 500 index monthly return over last 36-month period.",MATRIX,69%,9,10
fnd65_allcap_sedol_chgars,It is defined as the change between the last reported accounts receivable as a percentage of trailing 12-month sales and that percentage 4 quarters ago.,MATRIX,71%,19,26
fnd65_allcap_sedol_chginvavgast,It is defined as the 12 month change is the quarterly total inventories scaled by the average of assets at the most recent quarter end and 4 quarters prior.,MATRIX,48%,9,9
fnd65_allcap_sedol_chgnoa,"It is defined as the year-over-year change of net operating assets to total assets, where net operating assets equal the most recent quarterly short-term debt plus long-term debt + preferred equity plus common equity minus cash.",MATRIX,76%,19,26
fnd65_allcap_sedol_chgollev,"It is defined as the current quarter operating liability leverage less the operating liability leverage 4 quarters ago, where operating liability leverage equals 1 minus the ratio of (short-term debt + long-term debt + common equity + preferred equity - cash) to (total assets - cash)",MATRIX,82%,12,15
fnd65_allcap_sedol_chgqtrepssurp,"It is defined as the change in quarterly earnings surprise (Actual EPS - Consensus Estimate EPS), scaled by the most recent closing price.",MATRIX,73%,7,12
fnd65_allcap_sedol_chgreccast,It is defined as the percent change in the most recent quarterly reported accounts receivable to current assets ratio from the ratio for the same quarter one year ago.,MATRIX,65%,8,9
fnd65_allcap_sedol_chgsgasale,"It is defined as the difference between the yearly change in quarterly Selling, General and Administrative expenses and yearly change in quarterly sales.",MATRIX,72%,7,7
fnd65_allcap_sedol_chgshare,It is defined as the percent change in a company's current number of outstanding shares as compared to the number of shares outstanding one year ago.,MATRIX,79%,19,22
fnd65_allcap_sedol_chgvolpre4y,It is defined as the change in the most recent 6-month moving average of monthly turnover ratio (average monthly trading volume/total shares outstanding) as compared to the 12-month moving average of monthly turnover ratio 4 years ago.,MATRIX,67%,13,16
fnd65_allcap_sedol_cogsinvt,It is defined as the absolute value of the difference between the yearly percent change in trailing 12-month cost of goods sold and the yearly percent change in inventory level.,MATRIX,46%,7,8
fnd65_allcap_sedol_coreepsp,"It is defined as the trailing 12-month earnings per share from operations for a stock deflated by its trading price. This item excludes the cumulative effect of accounting change, discounted operations, extraordinary items, and special items.",MATRIX,82%,6,16
fnd65_allcap_sedol_covol,It is defined as the slope of the least squares regression line of the last 60 months of monthly trading volume against time,MATRIX,74%,17,18
fnd65_allcap_sedol_cpgspea2y,"It is defined as a stock's most recent consensus analysts earnings forecast for fiscal year 2 minus the consensus forecast for year 1, divided by the consensus forecast for year 1.",MATRIX,81%,8,15
fnd65_allcap_sedol_curindbp_,It is defined as a stock's current book-to-price ratio (BP) less the average of the BPs of all stocks in the same industry deflated by the standard deviation of the BPs of all stocks in the same relative universe.,MATRIX,82%,12,15
fnd65_allcap_sedol_curindcfp_,"It is defined as a stock's trailing 12-month cash flow-to-price ratio (CFP) minus the average of the CFPs of all stocks in the same industry, deflated by the standard deviation of the CFPs of all stocks in the same relative universe.",MATRIX,81%,12,17
fnd65_allcap_sedol_curinddivp_,It is defined as a stock's trailing 12-month dividend yield (DivYield) less the average of the DivYields of all stocks in the same industry deflated by the standard deviation of the DivYields of all stocks in the same relative universe.,MATRIX,79%,10,16
fnd65_allcap_sedol_curindebitdap_,It is defined as a stock's trailing 12-month EBITDA-to-price ratio (EBITDAP) less the average of the EBITDAPs of all stocks in the same industry deflated by the standard deviation of the EBITDAPs of all stocks in the same relative universe.,MATRIX,81%,16,21
fnd65_allcap_sedol_curindep_,It is defined as a stock's trailing 12-month earnings per share before extra items-to-price ratio (EP) less the average of the EPs of all stocks in the same industry deflated by the standard deviation of these EPs.,MATRIX,82%,13,18
fnd65_allcap_sedol_curindfcfp_,"It is defined as a stock's trailing 12-month free cash flow-to-price ratio (FCFP) less the average of the FCFPs of all stocks in the same industry, deflated by the standard deviation of the FCFPs of all stocks in the same relative universe.",MATRIX,82%,12,13
fnd65_allcap_sedol_curindocfp_,It is defined as a stock's trailing 12-month operating cash flow-to-price ratio (OCFP) minus the average of the OCFPs of all stocks in the same industry deflated by the standard deviation of the OCFPs of all stocks in the same relative universe.,MATRIX,82%,17,25
fnd65_allcap_sedol_curindocfta_,It is defined as a stock's trailing 12-month operating cash flow-to-total assets ratio (OCFTA) less the average of the OCFTA of all stocks in the same industry deflated by the standard deviation of the OCFTAs of all stocks in the same relative universe.,MATRIX,82%,14,22
fnd65_allcap_sedol_curindsp_,It is defined as a stock's trailing 12-month sales-to-price ratio (SP) less the average of the SPs of all stocks in the same industry deflated by the standard deviation of the SPs of all stocks in the same relative universe.,MATRIX,82%,18,32
fnd65_allcap_sedol_curratio,It is defined as the reported current assets from the most recent quarter divided by the current liabilities from the most recent quarter.,MATRIX,69%,23,36
fnd65_allcap_sedol_cvvolp20d,It is defined as the coefficient of variation of the last 20 days of daily trading volume divided by the coefficient of variation of closing prices for the same time period.,MATRIX,83%,10,11
fnd65_allcap_sedol_cws,It is defined as the average of working capital for the trailing 12 months divided by the total sales in the same period. Working capital equals the inventory plus accounts receivable minus accounts payable on the balance sheet.,MATRIX,66%,10,12
fnd65_allcap_sedol_d41isr,Relative Strength Index measures the average up/down price moves over prior 14 days. This momentum indicator is used to identify overbought/oversold names.,MATRIX,83%,11,12
fnd65_allcap_sedol_dcc,It is defined as the most recently reported quarterly cash flow from operations less the cash dividends divided by the current interest-bearing debt.,MATRIX,64%,21,33
fnd65_allcap_sedol_debtcf,It is defined as the sum of the most recent reported long term debt and short-term interesting bearing debt divided by the trailing 12-month cash flow.,MATRIX,72%,25,29
fnd65_allcap_sedol_debtmktcap,It is defined as the long-term debt plus short-term debt divided by market capitalization.,MATRIX,71%,14,16
fnd65_allcap_sedol_div5yg,It is defined as the 5-year growth in dividends,MATRIX,37%,7,8
fnd65_allcap_sedol_divcf,It is defined as the trailing 12-month cash dividends divided by the trailing 12-month cash flow. Cash dividends represent the total amount of cash dividends paid for both common and preferred stock.,MATRIX,38%,7,9
fnd65_allcap_sedol_divcov,It is defined as a company's trailing 12-month earnings from operations divided by the amount of its indicated annual dividends.,MATRIX,40%,14,26
fnd65_allcap_sedol_divgp,It is defined as total dividends paid divided by (revenue - cost of goods sold).,MATRIX,32%,13,13
fnd65_allcap_sedol_divyield,It is defined as the trailing 12-month dividends per share for a stock divided by its trading price.,MATRIX,40%,10,10
fnd65_allcap_sedol_dpcapex,It is defined as the absolute value of the difference between the yearly percent change in trailing 12-month depreciation expense and the yearly percent change in trailing 12-month capital expenditure.,MATRIX,77%,19,50
fnd65_allcap_sedol_dsu,"It is defined as the beta coefficient to change in US Dollar Value, which is estimated by a 60-month multiple regression of returns on several macroeconomic factors.",MATRIX,78%,10,12
fnd65_allcap_sedol_dtsm1_rd,It is defined as the standard deviation of a stock's daily total return over the trailing one month.,MATRIX,83%,15,19
fnd65_allcap_sedol_earningstorpedo,"It is defined as Next 4 Quarter EPS Estimate + TTM Real Earnings Surprise/ TTM EPS where, TTM Earnings Surprise = Actual EPS - Est EPS, summed over the last 4 quarters.",MATRIX,76%,27,49
fnd65_allcap_sedol_earnshortfall,"It is defined as the difference between reported accounting earnings and free cash flow, scaled by average assets.",MATRIX,82%,8,8
fnd65_allcap_sedol_ebitdadebt,"It is defined as trailing-twelve-month earnings before interest, taxes, depreciation, and amortization divided by current total debt.",MATRIX,70%,23,32
fnd65_allcap_sedol_ebitdadebtchg,"It is defined as the annual change in the ratio of trailing-twelve-month earnings before interest, taxes, depreciation, and amortization divided by current total debt",MATRIX,68%,15,16
fnd65_allcap_sedol_ebitdaev,"It is defined as the trailing 12-month earnings before interest,taxes,depreciation and amortization for a stock deflated by its enterprise value (EV). EV= Equity Market Value + Long-term Debt + Short-term Debt + Preferred Stock + Minority Interest -Cash.",MATRIX,81%,9,11
fnd65_allcap_sedol_ebitdap,"It is defined as the trailing 12-month earnings before interest, taxes, depreciation and amortization for a company divided by its trading price.",MATRIX,81%,16,33
fnd65_allcap_sedol_ed,It is defined as the most recently reported total long-term debt divided by total book equity.,MATRIX,69%,20,31
fnd65_allcap_sedol_epschgetr,It is defined as the trailing 12-month pre-tax income per share times the difference between most recent trailing 12-month effective tax rate and that of 4 quarters ago.The effective tax rate is defined as total tax expense divided by pre-tax income.,MATRIX,56%,17,17
fnd65_allcap_sedol_equityto,It is defined as the trailing 12-month sales divided by the average of trailing 12-month reported book equity.,MATRIX,79%,13,16
fnd65_allcap_sedol_fc_curindfwdep_,It is defined as a stock's next 4-quarter's analysts consensus earnings estimates-to-price ratio (FwdEP) less the average of the FwdEPs of all stocks in the same industry deflated by the standard deviation of the these FwdEPs.,MATRIX,81%,15,24
fnd65_allcap_sedol_fc_dypeg,It is defined as the reciprocal of a stock's forward 12-month P/E ratio divided by the total growth rate. The total growth rate is defined as the sum of the forecasted long-term growth rate and the indicated dividend yield.,MATRIX,56%,15,16
fnd65_allcap_sedol_fc_ebop,It is defined as a stock's valuation based on Edwards-Bell-Ohlson (EBO) model deflated by its trading price. EBO is a modified dividend discount model that measures a firm's intrinsic value by comparing generated earnings to the cost of capital.,MATRIX,72%,12,18
fnd65_allcap_sedol_fc_estep,It is defined as the next fiscal year median consensus earnings estimate divided by trading price.,MATRIX,81%,20,30
fnd65_allcap_sedol_fc_fcfroey1p,It is defined as the trailing 12-month free cash flow per share multiplied by the next 4-quarter consensus earnings forecasts divided by the most recently reported book value per share scaled by its trading price.,MATRIX,76%,17,29
fnd65_allcap_sedol_fc_fqsurstd,It is defined as the most recent quarterly earnings surprise (actual fiscal quarter EPS less the consensus earnings estimate) adjusted by the standard deviation of analyst forecasts.,MATRIX,66%,11,24
fnd65_allcap_sedol_fc_fwdroe,It is defined as a stock's analysts earnings estimates for next four quarters divided by its most recent reported common equity per share.,MATRIX,76%,22,27
fnd65_allcap_sedol_fc_numest,It is defined as the number of analysts earnings estimates for fiscal year 1 for a stock.,MATRIX,81%,9,10
fnd65_allcap_sedol_fc_numrevy1,"It is defined as the weighted average of the number of FY1 analyst earnings forecasts raised minus the number lowered within a month, divided by the total number of analyst forecasts.",MATRIX,76%,20,26
fnd65_allcap_sedol_fc_rel5yfwdep,It is defined as a stock's current next 4-quarter's consensus analyst earnings forecasts-to-price ratio (FwdEP) minus the average of the FwdEPs ratio in the last 60-month scaled by the standard deviation of the FwdEPs over the same period.,MATRIX,80%,12,13
fnd65_allcap_sedol_fc_rev3y1,"It is defined as the change in the current mean consensus earnings estimate for fiscal year 1 less that of three months ago, deflated by its trading price.",MATRIX,79%,8,10
fnd65_allcap_sedol_fc_rev3y2,"It is defined as the change in the current mean consensus earnings estimate for fiscal year 2 less than that of three months ago, deflated by its trading price.",MATRIX,78%,9,9
fnd65_allcap_sedol_fc_rev6,"It is defined as the average of prior 6-month monthly changes in a stock's consensus analysts' earnings forecasts for fiscal year 1, scaled by the previous month-end trading price.",MATRIX,76%,11,11
fnd65_allcap_sedol_fc_stdevfy1epsp,It is defined as the standard deviation of analyst forecasts for fiscal year 1 earnings scaled by closing price.,MATRIX,80%,11,13
fnd65_allcap_sedol_fc_stdevfy2epsp,It is defined as the standard deviation of analyst forecasts for fiscal year 2 earnings scaled by closing price.,MATRIX,80%,18,20
fnd65_allcap_sedol_fc_y2repsg,"It is defined as the most recent consensus earnings forecast for fiscal year 2 minus the most recently reported fiscal year earnings, deflated by trading price.",MATRIX,79%,23,30
fnd65_allcap_sedol_fcfequity,It is defined as the trailing 12-month free cash flow divided by the average book equity value in the same period.,MATRIX,79%,11,12
fnd65_allcap_sedol_fcfghc,It is defined as the trailing 12-month free cash flow minus 4 quarters ago trailing 12-month free cash flow divided by the average total assets.,MATRIX,82%,7,7
fnd65_allcap_sedol_fcfroi,"It is defined as the trailing 12-month free cash flow divided by the average invested capital in the same period. Invested capital equals the sum of common equity,long-term debt,minority interest and preferred stock.",MATRIX,81%,15,18
fnd65_allcap_sedol_fcfsale,It is defined as the trailing 12-month free cash flow divided by the trailing 12-month sales.,MATRIX,79%,8,10
fnd65_allcap_sedol_fcfy3gc,It is defined as the 3 year geometric growth rate of free cash flow,MATRIX,78%,8,10
fnd65_allcap_sedol_fcghc,It is defined as the trailing 12-month cash flow minus comparable trailing 12-month cash flow from 4 quarters ago scaled by the average total assets.,MATRIX,81%,11,12
fnd65_allcap_sedol_fcoghc,It is defined as the most recently reported trailing 12-month operating cash flow minus 4 quarter ago trailing 12-month operating cash flow divided by the average total assets.,MATRIX,82%,13,23
fnd65_allcap_sedol_fixastto,It is defined as the trailing 12-month sales divided by the average of the total fixed assets in the same period.,MATRIX,78%,14,27
