Field,Description,Type,Coverage,Users,Alphas
mdl211_delta_ebtq_q1_mada,Mean of absolute deviation of scaled actual values for Q1 EBITDA,MATRIX,56%,61,128
mdl211_delta_ebtq_q1_madp,Mean of absolute deviation of predicted values for Q1 EBITDA,MATRIX,100%,72,149
mdl211_delta_ebtq_q1_mae,Mean of absolute error of the model of a particular stock for Q1 EBITDA,MATRIX,58%,16,31
mdl211_delta_ebtq_q1_predict,Predicted value of Q1 EBITDA,MATRIX,100%,131,541
mdl211_delta_ebtq_q2_mada,Mean of absolute deviation of scaled actual values for Q2 EBITDA,MATRIX,56%,17,54
mdl211_delta_ebtq_q2_madp,Mean of absolute deviation of predicted values for Q2 EBITDA,MATRIX,100%,32,58
mdl211_delta_ebtq_q2_mae,Mean of absolute error of the model of a particular stock for Q2 EBITDA,MATRIX,58%,17,28
mdl211_delta_ebtq_q2_predict,Predicted value of Q2 EBITDA,MATRIX,100%,40,115
mdl211_delta_ebtq_q3_mada,Mean of absolute deviation of scaled actual values for Q3 EBITDA,MATRIX,56%,16,55
mdl211_delta_ebtq_q3_madp,Mean of absolute deviation of predicted values for Q3 EBITDA,MATRIX,100%,41,89
mdl211_delta_ebtq_q3_mae,Mean of absolute error of the model of a particular stock for Q3 EBITDA,MATRIX,58%,17,29
mdl211_delta_ebtq_q3_predict,Predicted value of Q3 EBITDA,MATRIX,100%,43,102
mdl211_delta_ebtq_q4_mada,Mean of absolute deviation of scaled actual values for Q4 EBITDA,MATRIX,56%,23,55
mdl211_delta_ebtq_q4_madp,Mean of absolute deviation of predicted values for Q4 EBITDA,MATRIX,100%,21,33
mdl211_delta_ebtq_q4_mae,Mean of absolute error of the model of a particular stock for Q4 EBITDA,MATRIX,58%,12,15
mdl211_delta_ebtq_q4_predict,Predicted value of Q4 EBITDA,MATRIX,100%,34,69
mdl211_delta_ebty_y1_mada,Mean of absolute deviation of scaled actual values for annual EBITDA,MATRIX,49%,10,15
mdl211_delta_ebty_y1_madp,Mean of Absolute Deviation of Predicted Values for Annual EBITDA (Delay 0),MATRIX,100%,26,54
mdl211_delta_ebty_y1_mae,Mean of absolute error of the model of a particular stock for annual ebitda,MATRIX,51%,5,7
mdl211_delta_ebty_y1_predict,Predicted value of annual ebitda,MATRIX,100%,54,139
mdl211_delta_epsq_q1_mada,Mean of absolute deviation of scaled actual values for Q1 eps,MATRIX,72%,13,33
mdl211_delta_epsq_q1_madp,Mean of absolute deviation of predicted values for Q1 eps,MATRIX,100%,23,120
mdl211_delta_epsq_q1_mae,Mean of absolute error of the model of a particular stock for Q1 eps,MATRIX,74%,20,49
mdl211_delta_epsq_q1_predict,Predicted value of Q1 eps,MATRIX,100%,64,234
mdl211_delta_epsq_q2_mada,Mean of absolute deviation of scaled actual values for Q2 eps,MATRIX,72%,12,41
mdl211_delta_epsq_q2_madp,Mean of absolute deviation of predicted values for Q2 eps,MATRIX,100%,14,45
mdl211_delta_epsq_q2_mae,Mean of absolute error of the model of a particular stock for Q2 eps,MATRIX,74%,17,27
mdl211_delta_epsq_q2_predict,Predicted value of Q2 eps,MATRIX,100%,30,68
mdl211_delta_epsq_q3_mada,Mean of absolute deviation of scaled actual values for Q3 eps,MATRIX,72%,15,43
mdl211_delta_epsq_q3_madp,Mean of absolute deviation of predicted values for Q3 eps,MATRIX,100%,16,40
mdl211_delta_epsq_q3_mae,Mean of absolute error of the model of a particular stock for Q3 eps,MATRIX,74%,8,11
mdl211_delta_epsq_q3_predict,Predicted value of Q3 eps,MATRIX,100%,35,78
mdl211_delta_epsq_q4_mada,Mean of absolute deviation of scaled actual values for Q4 eps,MATRIX,72%,16,70
mdl211_delta_epsq_q4_madp,Mean of absolute deviation of predicted values for Q4 eps,MATRIX,100%,15,24
mdl211_delta_epsq_q4_mae,Mean of absolute error of the model of a particular stock for Q4 eps,MATRIX,74%,13,16
mdl211_delta_epsq_q4_predict,Predicted value of Q4 eps,MATRIX,100%,24,64
mdl211_delta_epsy_y1_mada,Mean of absolute deviation of scaled actual values for annual eps,MATRIX,52%,9,12
mdl211_delta_epsy_y1_madp,Mean of absolute deviation of predicted values for annual eps,MATRIX,100%,16,50
mdl211_delta_epsy_y1_mae,Mean of absolute error of the model of a particular stock for annual EPS,MATRIX,56%,13,14
mdl211_delta_epsy_y1_predict,Predicted value of annual EPS,MATRIX,100%,71,248
mdl211_delta_gpsq_q1_mada,Mean of absolute deviation of scaled actual values for Q1 EPS (GAAP),MATRIX,65%,11,30
mdl211_delta_gpsq_q1_madp,Mean of absolute deviation of predicted values for Q1 EPS (GAAP),MATRIX,100%,21,71
mdl211_delta_gpsq_q1_mae,Mean of absolute error of the model of a particular stock for Q1 EPS (GAAP),MATRIX,67%,15,19
mdl211_delta_gpsq_q1_predict,Predicted value of Q1 EPS (GAAP),MATRIX,100%,92,357
mdl211_delta_gpsq_q2_mada,Mean of absolute deviation of scaled actual values for Q2 EPS (GAAP),MATRIX,65%,12,36
mdl211_delta_gpsq_q2_madp,Mean of absolute deviation of predicted values for Q2 EPS (GAAP),MATRIX,100%,25,56
mdl211_delta_gpsq_q2_mae,Mean of absolute error of the model of a particular stock for Q2 EPS (GAAP),MATRIX,67%,21,27
mdl211_delta_gpsq_q2_predict,Predicted value of Q2 EPS (GAAP),MATRIX,100%,31,81
mdl211_delta_gpsq_q3_mada,Mean of absolute deviation of scaled actual values for Q3 EPS (GAAP),MATRIX,65%,23,67
mdl211_delta_gpsq_q3_madp,Mean of absolute deviation of predicted values for Q3 EPS (GAAP),MATRIX,100%,17,39
mdl211_delta_gpsq_q3_mae,Mean of absolute error of the model of a particular stock for Q3 EPS (GAAP),MATRIX,67%,5,5
mdl211_delta_gpsq_q3_predict,Predicted value of Q3 EPS (GAAP),MATRIX,100%,26,79
mdl211_delta_gpsq_q4_mada,Mean of absolute deviation of scaled actual values for Q4 EPS (GAAP),MATRIX,65%,8,51
mdl211_delta_gpsq_q4_madp,Mean of absolute deviation of predicted values for Q4 EPS (GAAP),MATRIX,100%,16,50
mdl211_delta_gpsq_q4_mae,Mean of absolute error of the model of a particular stock for Q4 EPS (GAAP),MATRIX,67%,17,23
mdl211_delta_gpsq_q4_predict,Predicted value of Q4 EPS (GAAP),MATRIX,100%,34,76
