Field,Description,Type,Coverage,Users,Alphas
analyst_ari_score_presentation,The ARI score of Sell Side Analysts in Presentation,VECTOR,25%,2,2
analyst_cli_score_presentation,The CLI score of Sell Side Analysts in Presentation,VECTOR,25%,0,0
analyst_dcs_score_presentation,The DCS score of Sell Side Analysts in Presentation,VECTOR,25%,0,0
analyst_fkgl_score_presentation,The FKGL score of Sell Side Analysts in Presentation,VECTOR,25%,0,0
analyst_forward_looking_sentiment_presentation,Forward-looking sentiment score for sell-side analysts during the presentation section,VECTOR,5%,0,0
analyst_fre_score_presentation,The FRE score of Sell Side Analysts in Presentation,VECTOR,25%,0,0
analyst_gfi_score_presentation,The GFI score of Sell Side Analysts in Presentation,VECTOR,25%,0,0
analyst_lix_score_presentation,LIX readability score of sell-side analysts’ remarks during the presentation section,VECTOR,25%,1,1
analyst_lix_score_qa,The LIX score of Sell Side analysts during the Q&A section,VECTOR,78%,0,0
analyst_negative_sentiment_logit_presentation,Logistic model output (logit) for negative sentiment of sell-side analysts during the presentation section,VECTOR,25%,2,2
analyst_neutral_sentiment_logit_presentation,Logistic model output (logit) for neutral sentiment of sell-side analysts during the presentation section,VECTOR,25%,0,0
analyst_positive_sentiment_logit_presentation,Logistic model output (logit) for positive sentiment of sell-side analysts during the presentation section,VECTOR,25%,0,0
analyst_sentence_count_presentation,Number of sentences spoken by sell-side analysts during the presentation section,VECTOR,76%,0,0
analyst_sentiment_score_presentation,Sentiment score for sell-side analysts during the presentation section,VECTOR,25%,1,1
analyst_smog_score_presentation,The SMOG score of Sell Side Analysts in Presentation,VECTOR,25%,0,0
analyst_word_count_presentation,Number of words spoken by sell-side analysts during the presentation section,VECTOR,76%,1,1
anl83_actinvoratioceopres,Ratio of words spoken by the CEO to total words spoken by executives during the presentation,VECTOR,63%,7,8
anl83_actinvoratioceoqa,Ratio of CEO words to total executive words during the Q&A,VECTOR,62%,2,2
anl83_actinvoratiocfopres,Ratio of CFO words to total executive words during the Presentation,VECTOR,58%,1,1
anl83_actinvoratiocfoqa,Ratio of CFO words to total executive words during the Q&A,VECTOR,57%,0,0
anl83_analyst_ari_qa,Automated Readability Index score for sell-side analysts during the Q&A section,VECTOR,79%,9,10
anl83_analyst_cli_qa,Coleman-Liau Index score for sell-side analysts during the Q&A section,VECTOR,79%,6,6
anl83_analyst_dcs_qa,The DCS score of Sell Side Analysts during the Q&A section,VECTOR,79%,6,7
anl83_analyst_fkgl_qa,The FKGL score of Sell Side Analysts during the Q&A section,VECTOR,79%,4,4
anl83_analyst_forw_sent_qa,Forward-looking sentiment score for sell-side analysts during the Q&A section,VECTOR,65%,27,37
anl83_analyst_fre_qa,The FRE score of Sell Side Analysts during the Q&A section,VECTOR,79%,6,9
anl83_analyst_gfi_qa,The GFI score of Sell Side Analysts during the Q&A section,VECTOR,78%,1,1
anl83_analyst_neg_logit_qa,Negative-sentiment logistic model score for sell-side analysts during the Q&A section,VECTOR,78%,6,6
anl83_analyst_neu_logit_qa,Neutral-sentiment logistic model score for sell-side analysts during the Q&A section,VECTOR,78%,4,11
anl83_analyst_pos_logit_qa,Logistic model output for positive sentiment of sell-side analysts during the Q&A section,VECTOR,78%,28,50
anl83_analyst_sent_score_qa,Sentiment score for sell-side analysts during the Q&A section,VECTOR,78%,18,30
anl83_analyst_smog_qa,The SMOG score of Sell Side Analysts during the Q&A section,VECTOR,78%,3,7
anl83_analystattendence,Number of sell-side analysts attending the conference,VECTOR,76%,5,6
anl83_aq_erf,The FRE score in the Q&A section,VECTOR,79%,3,5
anl83_aq_erf_oec,The FRE score of CEO in Q&A,VECTOR,79%,2,2
anl83_aq_erf_ofc,Flesch Reading Ease score for the CFO during the Q&A section of the conference call,VECTOR,79%,2,2
anl83_aq_ifg,The GFI score in the Q&A section,VECTOR,79%,3,3
anl83_aq_ifg_oec,The GFI score of CEO in Q&A,VECTOR,79%,0,0
anl83_aq_ifg_ofc,Gunning Fog Index score for the CFO during the Q&A section of the conference call,VECTOR,79%,3,3
anl83_aq_ilc,The CLI score in the Q&A section,VECTOR,79%,2,5
anl83_aq_ilc_oec,The CLI score of CEO in Q&A,VECTOR,79%,0,0
anl83_aq_ilc_ofc,The CLI score of CFO in Q&A,VECTOR,79%,3,3
anl83_aq_ira,The ARI score in the Q&A section,VECTOR,79%,2,2
anl83_aq_ira_oec,The ARI score of CEO in Q&A,VECTOR,79%,1,1
anl83_aq_ira_ofc,The ARI score of CFO in Q&A,VECTOR,79%,1,2
anl83_aq_lgkf,The FKGL score in the Q&A section,VECTOR,79%,0,0
