Field,Description,Type,Coverage,Users,Alphas
act_12m_bps_value,actual book value per share regarding the last 4 quarters,MATRIX,50%,25,28
act_12m_cps_value,actual cash flow per share regarding the last 4 quarters,MATRIX,50%,80,177
act_12m_cpx_value,actual capital expenditure regarding the last 4 quarters,MATRIX,50%,53,116
act_12m_dps_value,actual dividend per share regarding the last 4 quarters,MATRIX,50%,35,67
act_12m_ebi_value,actual EBIT regarding the last 4 quarters,MATRIX,50%,118,413
act_12m_ebt_value,actual EBITDA regarding the last 4 quarters,MATRIX,50%,63,202
act_12m_eps_value,actual earnings per share regarding the last 4 quarters,MATRIX,50%,118,521
act_12m_gps_value,actual GAAP earnings per share regarding the last 4 quarters,MATRIX,50%,79,234
act_12m_grm_value,actual gross margin in percent regarding the last 4 quarters,MATRIX,50%,12,20
act_12m_nav_value,actual net asset value regarding the last 4 quarters,MATRIX,50%,10,16
act_12m_ner_value,actual net profit as reported regarding the last 4 quarters,MATRIX,50%,64,216
act_12m_net_value,actual net income regarding the last 4 quarters,MATRIX,50%,90,553
act_12m_opr_value,actual operating profit regarding the last 4 quarters,MATRIX,50%,12,13
act_12m_pre_value,actual pre-tax profit regarding the last 4 quarters,MATRIX,50%,50,225
act_12m_prr_value,actual pretax profit as reported regarding the last 4 quarters,MATRIX,50%,51,109
act_12m_roa_value,actual return on assets in percent regarding the last 4 quarters,MATRIX,50%,5,7
act_12m_roe_value,actual return on equity in percent regarding the last 4 quarters,MATRIX,50%,9,12
act_12m_sal_value,actual sales/revenue regarding the last 4 quarters,MATRIX,50%,72,188
act_q_afo_surprisenum,Number of estimates used for surprise calculation of actual adjusted funds from operations per share regarding the last quarter,MATRIX,50%,23,26
act_q_bps_surprisemean,Mean surprise (actual - estimate) of actual book value per share regarding the last quarter,MATRIX,50%,47,95
act_q_bps_surprisenum,Number of estimates used for surprise calculation of actual book value per share regarding the last quarter,MATRIX,50%,39,97
act_q_bps_surprisestd,Standard deviation of surprise (actual - estimate) of actual book value per share regarding the last quarter,MATRIX,50%,31,84
act_q_bps_value,actual book value per share regarding the last quarter,MATRIX,50%,47,100
act_q_cps_surprisemean,Mean surprise (actual - estimate) of actual cash flow per share regarding the last quarter,MATRIX,50%,33,63
act_q_cps_surprisenum,Number of estimates used for surprise calculation of actual cash flow per share regarding the last quarter,MATRIX,50%,42,183
act_q_cps_surprisestd,Standard deviation of surprise (actual - estimate) of actual cash flow per share regarding the last quarter,MATRIX,50%,23,38
act_q_cps_value,actual cash flow per share regarding the last quarter,MATRIX,50%,28,64
act_q_cpx_surprisemean,Mean surprise (actual - estimate) of actual capital expenditure regarding the last quarter,MATRIX,50%,37,82
act_q_cpx_surprisenum,Number of estimates used for surprise calculation of actual capital expenditure regarding the last quarter,MATRIX,50%,53,115
act_q_cpx_surprisestd,Standard deviation of surprise (actual - estimate) of actual capital expenditure regarding the last quarter,MATRIX,50%,20,39
act_q_cpx_value,actual capital expenditure regarding the last quarter,MATRIX,50%,48,119
act_q_csh_surprisenum,Number of estimates used for surprise calculation of actual cash earnings per share regarding the last quarter,MATRIX,50%,7,7
act_q_dps_surprisemean,Mean surprise (actual - estimate) of actual dividend per share regarding the last quarter,MATRIX,50%,24,50
act_q_dps_surprisenum,Number of estimates used for surprise calculation of actual dividend per share regarding the last quarter,MATRIX,50%,30,84
act_q_dps_surprisestd,Standard deviation of surprise (actual - estimate) of actual dividend per share regarding the last quarter,MATRIX,50%,11,18
act_q_dps_value,actual dividend per share regarding the last quarter,MATRIX,50%,29,44
act_q_ebi_surprisemean,Mean surprise (actual - estimate) of actual EBIT regarding the last quarter,MATRIX,50%,71,458
act_q_ebi_surprisenum,Number of estimates used for surprise calculation of actual EBIT regarding the last quarter,MATRIX,50%,53,160
act_q_ebi_surprisestd,Standard deviation of surprise (actual - estimate) of actual EBIT regarding the last quarter,MATRIX,50%,34,86
act_q_ebi_value,actual EBIT regarding the last quarter,MATRIX,50%,95,636
act_q_ebs_surprisemean,Mean surprise (actual - estimate) of actual EBITDA per share regarding the last quarter,MATRIX,50%,17,25
act_q_ebs_surprisenum,Number of estimates used for surprise calculation of actual EBITDA per share regarding the last quarter,MATRIX,50%,31,90
act_q_ebs_value,actual EBITDA per share regarding the last quarter,MATRIX,50%,22,63
act_q_ebt_surprisemean,Mean surprise (actual - estimate) of actual EBITDA regarding the last quarter,MATRIX,50%,96,525
act_q_ebt_surprisestd,Standard deviation of surprise (actual - estimate) of actual EBITDA regarding the last quarter,MATRIX,50%,43,110
act_q_ebt_value,actual EBITDA regarding the last quarter,MATRIX,50%,61,368
act_q_ent_surprisenum,Number of estimates used for surprise calculation of actual enterprise value regarding the last quarter,MATRIX,50%,21,41
act_q_eps_surprisemean,Mean surprise (actual - estimate) of actual earnings per share regarding the last quarter,MATRIX,50%,117,462
act_q_eps_surprisestd,Standard deviation of surprise (actual - estimate) of actual earnings per share regarding the last quarter,MATRIX,50%,42,389
act_q_eps_value,actual earnings per share regarding the last quarter,MATRIX,50%,107,730
act_q_epx_surprisenum,Number of estimates used for surprise calculation of actual ? regarding the last quarter,MATRIX,50%,14,25
act_q_fcf_surprisemean,Mean surprise (actual - estimate) of actual free cash flow per share regarding the last quarter,MATRIX,50%,20,48
act_q_fcf_surprisenum,Number of estimates used for surprise calculation of actual free cash flow per share regarding the last quarter,MATRIX,50%,26,45
act_q_fcf_surprisestd,Standard deviation of surprise (actual - estimate) of actual free cash flow per share regarding the last quarter,MATRIX,50%,11,18
act_q_fcf_value,actual free cash flow per share regarding the last quarter,MATRIX,50%,16,28
act_q_gps_surprisemean,Mean surprise (actual - estimate) of actual GAAP earnings per share regarding the last quarter,MATRIX,50%,99,491
act_q_gps_surprisenum,Number of estimates used for surprise calculation of actual GAAP earnings per share regarding the last quarter,MATRIX,50%,64,237
act_q_gps_surprisestd,Standard deviation of surprise (actual - estimate) of actual GAAP earnings per share regarding the last quarter,MATRIX,50%,47,138
act_q_gps_value,actual GAAP earnings per share regarding the last quarter,MATRIX,50%,80,331
act_q_grm_surprisemean,Mean surprise (actual - estimate) of actual gross margin in percent regarding the last quarter,MATRIX,50%,49,147
act_q_grm_surprisenum,Number of estimates used for surprise calculation of actual gross margin in percent regarding the last quarter,MATRIX,50%,49,156
act_q_grm_surprisestd,Standard deviation of surprise (actual - estimate) of actual gross margin in percent regarding the last quarter,MATRIX,50%,19,25
act_q_grm_value,actual gross margin in percent regarding the last quarter,MATRIX,50%,40,127
act_q_nav_surprisemean,Mean surprise (actual - estimate) of actual net asset value regarding the last quarter,MATRIX,50%,38,80
act_q_nav_surprisenum,Number of estimates used for surprise calculation of actual net asset value regarding the last quarter,MATRIX,50%,29,64
act_q_nav_surprisestd,Standard deviation of surprise (actual - estimate) of actual net asset value regarding the last quarter,MATRIX,50%,18,23
act_q_nav_value,actual net asset value regarding the last quarter,MATRIX,50%,36,75
act_q_ndt_surprisemean,Mean surprise (actual - estimate) of actual net debt regarding the last quarter,MATRIX,50%,23,56
act_q_ndt_surprisenum,Number of estimates used for surprise calculation of actual net debt regarding the last quarter,MATRIX,50%,31,80
act_q_ndt_surprisestd,Standard deviation of surprise (actual - estimate) of actual net debt regarding the last quarter,MATRIX,50%,11,16
act_q_ndt_value,actual net debt regarding the last quarter,MATRIX,50%,33,68
act_q_ner_surprisemean,Mean surprise (actual - estimate) of actual net profit as reported regarding the last quarter,MATRIX,50%,47,177
act_q_ner_surprisenum,Number of estimates used for surprise calculation of actual net profit as reported regarding the last quarter,MATRIX,50%,42,85
act_q_ner_surprisestd,Standard deviation of surprise (actual - estimate) of actual net profit as reported regarding the last quarter,MATRIX,50%,44,118
act_q_ner_value,actual net profit as reported regarding the last quarter,MATRIX,50%,66,273
act_q_net_surprisemean,Mean surprise (actual - estimate) of actual net income regarding the last quarter,MATRIX,50%,64,300
act_q_net_surprisenum,Number of estimates used for surprise calculation of actual net income regarding the last quarter,MATRIX,50%,38,121
act_q_net_surprisestd,Standard deviation of surprise (actual - estimate) of actual net income regarding the last quarter,MATRIX,50%,48,138
act_q_net_value,actual net income regarding the last quarter,MATRIX,50%,66,368
act_q_opr_surprisemean,Mean surprise (actual - estimate) of actual operating profit regarding the last quarter,MATRIX,50%,32,80
act_q_opr_surprisenum,Number of estimates used for surprise calculation of actual operating profit regarding the last quarter,MATRIX,50%,22,53
