Field,Description,Type,Coverage,Users,Alphas
opt4_122_call_dis_delta20,Fit dispersion metric for the smoothed implied volatility of a theoretical call option expiring in 122 days at delta 0.20; higher values indicate lower reliability,MATRIX,84%,168,473
opt4_122_call_dis_delta25,Fit dispersion metric for the smoothed implied volatility of a theoretical call option expiring in 122 days at delta 0.25; higher values indicate lower reliability,MATRIX,84%,102,214
opt4_122_call_dis_delta30,Fit dispersion metric for the smoothed implied volatility of a theoretical call option expiring in 122 days at delta 0.30; higher values indicate lower reliability,MATRIX,84%,79,163
opt4_122_call_dis_delta35,Fit dispersion metric for the smoothed implied volatility of a theoretical call option expiring in 122 days at delta 0.35; higher values indicate lower reliability,MATRIX,84%,75,199
opt4_122_call_dis_delta40,Fit dispersion metric for the smoothed implied volatility of a theoretical call option expiring in 122 days at delta 0.40; higher values indicate lower reliability,MATRIX,84%,125,332
opt4_122_call_dis_delta45,Fit dispersion metric for the smoothed implied volatility of a theoretical call option expiring in 122 days at delta 0.45; higher values indicate lower reliability,MATRIX,84%,33,54
opt4_122_call_dis_delta50,Fit dispersion metric for the smoothed implied volatility of a theoretical call option expiring in 122 days at delta 0.50; higher values indicate lower reliability,MATRIX,84%,49,106
opt4_122_call_dis_delta55,Fit dispersion metric for the smoothed implied volatility of a theoretical call option expiring in 122 days at delta 0.55; higher values indicate lower reliability,MATRIX,84%,36,58
opt4_122_call_dis_delta60,Fit dispersion metric for the smoothed implied volatility of a theoretical call option expiring in 122 days at delta 0.60; higher values indicate lower reliability,MATRIX,84%,48,84
opt4_122_call_dis_delta65,Fit dispersion metric for the smoothed implied volatility of a theoretical call option expiring in 122 days at delta 0.65; higher values indicate lower reliability,MATRIX,84%,24,37
opt4_122_call_dis_delta70,Fit dispersion metric for the smoothed implied volatility of a theoretical call option expiring in 122 days at delta 0.70; higher values indicate lower reliability,MATRIX,84%,28,68
opt4_122_call_dis_delta75,Fit dispersion metric for the smoothed implied volatility of a theoretical call option expiring in 122 days at delta 0.75; higher values indicate lower reliability,MATRIX,84%,22,41
opt4_122_call_dis_delta80,Fit dispersion metric for the smoothed implied volatility of a theoretical call option expiring in 122 days at delta 0.80; higher values indicate lower reliability,MATRIX,84%,31,59
opt4_122_call_pre_delta20,Theoretical premium (model-implied price) of a call option expiring in 122 days at delta 0.20,MATRIX,84%,50,175
opt4_122_call_pre_delta25,Theoretical premium (model-implied price) of a call option expiring in 122 days at delta 0.25,MATRIX,84%,24,59
opt4_122_call_pre_delta30,Theoretical premium (model-implied price) of a call option expiring in 122 days at delta 0.30,MATRIX,84%,30,62
opt4_122_call_pre_delta35,Theoretical premium (model-implied price) of a call option expiring in 122 days at delta 0.35,MATRIX,84%,21,33
opt4_122_call_pre_delta40,Theoretical premium (model-implied price) of a call option expiring in 122 days at delta 0.40,MATRIX,84%,74,222
opt4_122_call_pre_delta45,Theoretical premium (model-implied price) of a call option expiring in 122 days at delta 0.45,MATRIX,84%,28,87
opt4_122_call_pre_delta50,Theoretical premium (model-implied price) of a call option expiring in 122 days at delta 0.50,MATRIX,84%,28,58
opt4_122_call_pre_delta55,Theoretical premium (model-implied price) of a call option expiring in 122 days at delta 0.55,MATRIX,84%,38,60
opt4_122_call_pre_delta60,Theoretical premium (model-implied price) of a call option expiring in 122 days at delta 0.60,MATRIX,84%,25,58
opt4_122_call_pre_delta65,Theoretical premium (model-implied price) of a call option expiring in 122 days at delta 0.65,MATRIX,84%,43,87
opt4_122_call_pre_delta70,Theoretical premium (model-implied price) of a call option expiring in 122 days at delta 0.70,MATRIX,84%,26,61
opt4_122_call_pre_delta75,Theoretical premium (model-implied price) of a call option expiring in 122 days at delta 0.75,MATRIX,84%,23,55
opt4_122_call_pre_delta80,Theoretical premium (model-implied price) of a call option expiring in 122 days at delta 0.80,MATRIX,84%,17,29
opt4_122_call_strike_delta20,Strike price corresponding to a theoretical call option expiring in 122 days at delta 0.20,MATRIX,84%,21,45
opt4_122_call_strike_delta25,Strike price corresponding to a theoretical call option expiring in 122 days at delta 0.25,MATRIX,84%,43,80
opt4_122_call_strike_delta30,Strike price corresponding to a theoretical call option expiring in 122 days at delta 0.30,MATRIX,84%,22,30
opt4_122_call_strike_delta35,Strike price corresponding to a theoretical call option expiring in 122 days at delta 0.35,MATRIX,84%,81,194
opt4_122_call_strike_delta40,The strike price of a theoretical call option with 122 days to expiration at a delta of 0.40,MATRIX,84%,43,91
opt4_122_call_strike_delta45,The strike price of a theoretical call option with 122 days to expiration at a delta of 0.45,MATRIX,84%,22,27
opt4_122_call_strike_delta50,The strike price of a theoretical call option with 122 days to expiration at a delta of 0.50,MATRIX,84%,36,59
opt4_122_call_strike_delta55,The strike price of a theoretical call option with 122 days to expiration at a delta of 0.55,MATRIX,84%,37,58
opt4_122_call_strike_delta60,The strike price of a theoretical call option with 122 days to expiration at a delta of 0.60,MATRIX,84%,72,186
opt4_122_call_strike_delta65,The strike price of a theoretical call option with 122 days to expiration at a delta of 0.65,MATRIX,84%,41,67
opt4_122_call_strike_delta70,The strike price of a theoretical call option with 122 days to expiration at a delta of 0.70,MATRIX,84%,46,61
opt4_122_call_strike_delta75,The strike price of a theoretical call option with 122 days to expiration at a delta of 0.75,MATRIX,84%,42,64
opt4_122_call_strike_delta80,The strike price of a theoretical call option with 122 days to expiration at a delta of 0.80,MATRIX,84%,26,98
opt4_122_call_vola_delta20,The implied volatility of a theoretical call option with 122 days to expiration at a delta of 0.20,MATRIX,84%,72,133
opt4_122_call_vola_delta25,"The implied volatility of a theoretical call option with expiration of 122 days, at delta of 0.25",MATRIX,84%,122,257
opt4_122_call_vola_delta30,"The implied volatility of a theoretical call option with expiration of 122 days, at delta of 0.3",MATRIX,84%,51,101
opt4_122_call_vola_delta35,The implied volatility of a theoretical call option with 122 days to expiration at a delta of 0.35,MATRIX,84%,86,223
opt4_122_call_vola_delta40,"The implied volatility of a theoretical call option with expiration of 122 days, at delta of 0.4",MATRIX,84%,84,182
opt4_122_call_vola_delta45,"The implied volatility of a theoretical call option with expiration of 122 days, at delta of 0.45",MATRIX,84%,85,184
opt4_122_call_vola_delta50,"The implied volatility of a theoretical call option with expiration of 122 days, at delta of 0.5",MATRIX,84%,80,201
opt4_122_call_vola_delta55,"The implied volatility of a theoretical call option with expiration of 122 days, at delta of 0.55",MATRIX,84%,50,97
opt4_122_call_vola_delta60,"The implied volatility of a theoretical call option with expiration of 122 days, at delta of 0.6",MATRIX,84%,75,191
opt4_122_call_vola_delta65,"The implied volatility of a theoretical call option with expiration of 122 days, at delta of 0.65",MATRIX,84%,46,90
opt4_122_call_vola_delta70,"The implied volatility of a theoretical call option with expiration of 122 days, at delta of 0.7",MATRIX,84%,62,201
opt4_122_call_vola_delta75,The implied volatility of a theoretical call option with 122 days to expiration at a delta of 0.75,MATRIX,84%,56,106
opt4_122_call_vola_delta80,The implied volatility of a theoretical call option with 122 days to expiration at a delta of 0.80,MATRIX,84%,92,225
opt4_122_put_dis_delta20,"The dispersion of a theoretical put option with 122 days to expiration at a delta of -0.20; dispersion measures the accuracy of the implied volatility calculation, where larger dispersion indicates less accurate smoothed implied volatility",MATRIX,84%,18,72
opt4_122_put_dis_delta25,"The dispersion of a theoretical put option with 122 days to expiration at a delta of -0.25; dispersion measures the accuracy of the implied volatility calculation, where larger dispersion indicates less accurate smoothed implied volatility",MATRIX,84%,30,48
opt4_122_put_dis_delta30,"The dispersion of a theoretical put option with 122 days to expiration at a delta of -0.30; dispersion measures the accuracy of the implied volatility calculation, where larger dispersion indicates less accurate smoothed implied volatility",MATRIX,84%,12,16
opt4_122_put_dis_delta35,"The dispersion of a theoretical put option with 122 days to expiration at a delta of -0.35; dispersion measures the accuracy of the implied volatility calculation, where larger dispersion indicates less accurate smoothed implied volatility",MATRIX,84%,12,22
opt4_122_put_dis_delta40,"The dispersion of a theoretical put option with 122 days to expiration at a delta of -0.40; dispersion measures the accuracy of the implied volatility calculation, where larger dispersion indicates less accurate smoothed implied volatility",MATRIX,84%,55,307
opt4_122_put_dis_delta45,"The dispersion of a theoretical put option with 122 days to expiration at a delta of -0.45; dispersion measures the accuracy of the implied volatility calculation, where larger dispersion indicates less accurate smoothed implied volatility",MATRIX,84%,19,26
opt4_122_put_dis_delta50,"The dispersion of a theoretical put option with 122 days to expiration at a delta of -0.50; dispersion measures the accuracy of the implied volatility calculation, where larger dispersion indicates less accurate smoothed implied volatility",MATRIX,84%,41,91
opt4_122_put_dis_delta55,"The dispersion of a theoretical put option with 122 days to expiration at a delta of -0.55; dispersion measures the accuracy of the implied volatility calculation, where larger dispersion indicates less accurate smoothed implied volatility",MATRIX,84%,40,82
opt4_122_put_dis_delta60,Dispersion (fit-quality) metric indicating the reliability of the put implied volatility estimate for the 122-days-to-expiry surface node at put delta -0.60,MATRIX,84%,17,32
opt4_122_put_dis_delta65,Dispersion (fit-quality) metric indicating the reliability of the put implied volatility estimate for the 122-days-to-expiry surface node at put delta -0.65,MATRIX,84%,12,20
opt4_122_put_dis_delta70,Dispersion (fit-quality) metric indicating the reliability of the put implied volatility estimate for the 122-days-to-expiry surface node at put delta -0.70,MATRIX,84%,22,56
opt4_122_put_dis_delta75,Dispersion (fit-quality) metric indicating the reliability of the put implied volatility estimate for the 122-days-to-expiry surface node at put delta -0.75,MATRIX,84%,15,31
