Field,Description,Type,Coverage,Users,Alphas
nws5_01l,Number of minutes that elapsed before price went up 10 percentage points,VECTOR,93%,15,32
nws5_01p,The minimum of L10 or S10,VECTOR,93%,25,33
nws5_01s,Number of minutes that elapsed before price went down 10 percentage points,VECTOR,93%,64,91
nws5_02l,Number of minutes that elapsed before price went up 20 percentage points,VECTOR,93%,6,10
nws5_02p,The minimum of L20 or S20,VECTOR,93%,14,24
nws5_02s,Number of minutes that elapsed before price went down 20 percentage points,VECTOR,93%,21,23
nws5_10_minutes,The percent change in price in the first 10 minutes following the news release,VECTOR,88%,22,36
nws5_120_minutes,The percent change in price in the first 120 minutes following the news release,VECTOR,91%,46,82
nws5_1l,Number of minutes that elapsed before price went up 1 percentage point,VECTOR,93%,11,15
nws5_1p,The minimum of L1 or S1,VECTOR,93%,9,32
nws5_1s,Number of minutes that elapsed before price went down 1 percentage point,VECTOR,93%,19,57
nws5_2l,Number of minutes that elapsed before price went up 2 percentage points,VECTOR,93%,16,27
nws5_2p,The minimum of L2 or S2,VECTOR,93%,26,34
nws5_2s,Number of minutes that elapsed before price went down 2 percentage points,VECTOR,93%,20,29
nws5_30_minutes,The percent change in price in the first 30 minutes following the news release,VECTOR,90%,37,63
nws5_30_seconds,The percent change in price in the 30 seconds following the news release,VECTOR,80%,20,32
nws5_3l,Number of minutes that elapsed before price went up 3 percentage points,VECTOR,93%,12,24
nws5_3p,The minimum of L3 or S3,VECTOR,93%,16,30
nws5_3s,Number of minutes that elapsed before price went down 3 percentage points,VECTOR,93%,20,41
nws5_41rta,Fourteen-day Average True Range,VECTOR,93%,21,40
nws5_4l,Number of minutes that elapsed before price went up 4 percentage points,VECTOR,93%,16,32
nws5_4p,The minimum of L4 or S4,VECTOR,93%,21,32
nws5_4s,Number of minutes that elapsed before price went down 4 percentage points,VECTOR,93%,31,53
nws5_57l,Number of minutes that elapsed before price went up 7.5 percentage points,VECTOR,93%,11,54
nws5_57p,The minimum of L75 or S75,VECTOR,93%,26,46
nws5_57s,Number of minutes that elapsed before price went down 7.5 percentage points,VECTOR,93%,46,72
nws5_5_minutes,The percent change in price in the first 5 minutes following the news release,VECTOR,87%,11,17
nws5_5l,Number of minutes that elapsed before price went up 5 percentage points,VECTOR,93%,16,20
nws5_5p,The minimum of L5 or S5,VECTOR,93%,39,50
nws5_5s,Number of minutes that elapsed before price went down 5 percentage points,VECTOR,93%,47,96
nws5_60_minutes,The percent change in price in the first 60 minutes following the news release,VECTOR,90%,19,32
nws5_90_minutes,The percent change in price in the first 90 minutes following the news release,VECTOR,90%,25,66
nws5_active,Kept for compatibility only,VECTOR,93%,7,8
nws5_allticks,Total number of ticks for the trading day,VECTOR,93%,74,269
