Field,Description,Type,Coverage,Users,Alphas
mdl138_3idpc,"Composite Performance Deviation Index over 3 quarters, aggregating all PDI3 factors using risk parity weighting to reflect overall abnormal absolute deviation across core fundamentals",VECTOR,87%,53,79
mdl138_3idpqc,"Composite quality-adjusted performance deviation index over 3 trailing quarters, aggregating standardized deviations of multiple financial ratios (QPDI3 factors) across clusters using risk parity weighting",VECTOR,87%,62,98
mdl138_4idpc,"Composite PDI score aggregated from raw four-quarter PDI factors using risk parity weighting, showing a holistic measure of absolute fundamental deviation",VECTOR,87%,19,26
mdl138_4idpqc,"Composite quality PDI score over 4 trailing quarters, aggregating all quality-adjusted PDI factors by clustering similar metrics, equal-weighting within clusters and risk parity weighting across clusters, to summarize deviations in quality ratios",VECTOR,87%,35,52
mdl138_5idpc,Composite PDI score aggregating all PDI factors over 5 trailing quarters using risk parity weighting; summarizes absolute magnitude of fundamental deviations in accounting variables,VECTOR,87%,24,38
mdl138_5idpqc,"Composite Quality-adjusted PDI score over 5 trailing quarters, aggregating QPDI5 factors across seven fundamental clusters with risk parity weighting, providing an overall measure of multi-ratio quality deviations from historical baselines",VECTOR,87%,35,54
mdl138_aor_3idpq,"Quality-adjusted Performance Deviation Index over 3 trailing quarters based on Return on Assets (ROA), measuring deviation of ROA ratio from historical average",VECTOR,87%,12,12
mdl138_aor_4idpq,"Quality-adjusted Performance Deviation Index over 4 trailing quarters based on Return on Assets (Net Income divided by total assets), showing deviation in asset profitability versus history",VECTOR,87%,9,11
mdl138_aor_5idpq,"Quality-adjusted Performance Deviation Index over 5 quarters for return on assets, capturing deviations in firm profitability (net income / average assets) compared to historical baseline",VECTOR,87%,8,9
mdl138_dtl_3idp,"Performance Deviation Index over 3 trailing quarters, measuring deviation of long-term debt from historical levels, providing insight into changes in firm leverage in absolute terms, scaled for firm size",VECTOR,87%,5,5
mdl138_dtl_4idp,"Performance Deviation Index over 4 trailing quarters measuring deviation of long-term debt from historical norm, likely scaled by firm size (e.g., total assets)",VECTOR,87%,5,7
mdl138_dtl_5idp,"Performance Deviation Index over 5 trailing quarters, measuring the absolute deviation of a firm's long-term debt from its historical norm, scaled by firm size",VECTOR,87%,1,1
mdl138_epp_3idp,"3-quarter absolute-level PDI factor measuring deviation in property, plant, and equipment over the last 3 quarters versus historical trend, scaled by firm size",VECTOR,87%,4,4
