Field,Description,Type,Coverage,Users,Alphas
balance_sheet_language_score,"Global 1–100 rank based on language related to how the company structures its debt, stock, and accounts; higher scores indicate lower credit risk",MATRIX,88%,3,3
balance_sheet_language_score_2,"The global 1-100 rank based on language related to how the company structures its debt, stock, and accounts; higher rank indicates safer credit",MATRIX,92%,2,2
credit_model_structural_letter_grade,"Agency-equivalent implied credit rating (e.g., AAA to CC) derived from the structural credit risk model’s forward 1-year default probability; higher rating means lower expected default risk over the next year",MATRIX,100%,2,3
credit_model_structural_letter_grade_float,"Credit rating grade inferred from the structural risk model, as a floating point value.",MATRIX,88%,1,1
credit_risk_broker_research_component_score,Global 1–100 rank of credit riskiness based on textual data in broker research documents; higher scores indicate lower risk,MATRIX,86%,5,6
credit_risk_broker_research_component_score_2,The global 1-100 rank of a company's credit riskiness based on textual data in broker research documents; higher rank indicates safer credit,MATRIX,89%,1,2
credit_risk_broker_research_component_score_float,0-100 scaled score from broker research text indicating credit safety (higher = safer),MATRIX,86%,3,4
credit_risk_broker_research_component_score_float_2,Float-scaled (0–100) broker research component score from the StarMine Text Mining Credit Risk Model; higher values indicate lower credit risk,MATRIX,86%,3,6
credit_risk_broker_research_component_score_float_3,Scaled 0-100 float version of the global rank of a company's credit riskiness based on broker research textual data; higher values indicate safer credit,MATRIX,89%,2,4
credit_risk_country_percentile_score,"Percentile rank from 1 to 100 by country of the company’s 1-year default probability, where higher values indicate safer credit",MATRIX,88%,2,2
credit_risk_country_percentile_score_2,The 1-100 percentile rank of the company’s 1-year default probability within its country; higher rank indicates safer credit,MATRIX,92%,0,0
credit_risk_country_percentile_score_float,Country peer percentile rank of 1-year default probability scaled 0-100 (higher = safer),MATRIX,88%,0,0
credit_risk_country_percentile_score_float_2,"The 0–100 float percentile rank, by country, of the company’s 1‑year default probability; higher values indicate lower risk",MATRIX,88%,2,2
credit_risk_country_percentile_score_float_3,Scaled 0-100 float percentile rank of the company’s 1-year default probability within its country; higher values indicate safer credit,MATRIX,92%,1,1
credit_risk_filings_component_score,"Global 1–100 rank of credit riskiness based on textual data in regulatory filings (e.g., 10-K, 10-Q, 8-K); higher scores indicate lower risk",MATRIX,74%,0,0
