Field,Description,Type,Coverage,Users,Alphas
actual_cashflow_per_share_value_quarterly,Cash Flow Per Share - actual value for the quarter,MATRIX,47%,176,229
actual_dividend_value_quarterly,Dividend - Actual value for the quarter,MATRIX,61%,43,49
actual_eps_value_quarterly,Earnings Per Share (Income Statement/Per Share) (Actual),MATRIX,100%,215,369
actual_sales_value_annual,Sales - Actual Value,MATRIX,99%,144,178
actual_sales_value_quarterly,Sales - Value in financial services income statement (in millions),MATRIX,100%,146,198
actuals_reporting_currency,Home currency of instrument,VECTOR,99%,89,174
actuals_value_currency_code,Pricing Currency where the security trades,MATRIX,100%,889,1186
anl4_adjusted_netincome_ft,Adjusted net income - forecast type (revision/new/...),MATRIX,87%,20030,39156
anl4_ads1detailafv110_bk,Broker name (int),VECTOR,69%,85,170
anl4_ads1detailafv110_estvalue,Estimation value,VECTOR,69%,77,139
anl4_ads1detailafv110_person,Broker Id,VECTOR,69%,307,766
anl4_ads1detailafv110_prevval,The Previous Estimation of Financial Item,VECTOR,69%,66,120
anl4_ads1detailqfv110_bk,Broker name (int),VECTOR,63%,221,349
anl4_ads1detailqfv110_estvalue,Estimation value,VECTOR,63%,55,111
anl4_ads1detailqfv110_person,Broker Id,VECTOR,63%,266,285
anl4_ads1detailqfv110_prevval,The previous estimation of financial item,VECTOR,63%,154,352
anl4_adxqfv110_down,Number of lower estimations,VECTOR,70%,823,953
anl4_adxqfv110_high,The highest estimation,VECTOR,70%,49,65
anl4_adxqfv110_low,The lowest estimation,VECTOR,70%,495,547
anl4_adxqfv110_mean,Mean of estimations,VECTOR,70%,64,79
anl4_adxqfv110_median,Median of estimations,VECTOR,70%,62,77
anl4_adxqfv110_numest,The number of forecasts counted in aggregation,VECTOR,70%,1014,1377
anl4_adxqfv110_pu,The number of upper estimations,VECTOR,70%,2359,4509
anl4_ady_down,Number of lower estimations,VECTOR,72%,92,116
anl4_ady_high,The highest estimation,VECTOR,72%,48,72
anl4_ady_low,The lowest estimation,VECTOR,72%,45,84
anl4_ady_mean,Mean of estimations,VECTOR,72%,30,40
anl4_ady_median,Median of estimations,VECTOR,72%,23,31
anl4_ady_numest,The number of forecasts counted in aggregation,VECTOR,72%,716,891
anl4_ady_pu,The number of upper estimations,VECTOR,72%,2125,5454
anl4_af_cfps_value,Cash Flow Per Share - Actual Value,MATRIX,62%,63,75
anl4_af_div_value,Dividend - Actual value,MATRIX,76%,61,81
anl4_af_eps_value,Earnings Per Share - Actual Value,MATRIX,100%,217,288
anl4_afv4_actual,Announced financial data,VECTOR,92%,47,72
anl4_afv4_cfps_high,Cash Flow Per Share - The highest estimation for the annual forecast,MATRIX,68%,40,48
anl4_afv4_cfps_low,Cash Flow Per Share - The lowest estimation for the upcoming fiscal year,MATRIX,68%,54,69
anl4_afv4_cfps_mean,Cash Flow Per Share - average of estimations for the annual frequency,MATRIX,68%,63,85
anl4_afv4_cfps_median,Cash Flow Per Share - Median value among forecasts for the annual frequency,MATRIX,68%,75,86
anl4_afv4_cfps_number,Cash Flow Per Share - number of estimations for annual frequency,MATRIX,68%,92,125
anl4_afv4_div_high,Dividend per share - The highest estimation for the annual forecast.,MATRIX,82%,36,38
