Field,Description,Type,Coverage,Users,Alphas
historical_volatility_10,Historical close-to-close volatility for approximately 10 calendar days,MATRIX,70%,1106,2563
historical_volatility_120,Historical close-to-close volatility for approximately 120 calendar days,MATRIX,70%,1862,3930
historical_volatility_150,Historical close-to-close volatility for approximately 150 calendar days,MATRIX,70%,966,2222
historical_volatility_180,Historical close-to-close volatility for approximately 180 calendar days,MATRIX,70%,1954,4396
historical_volatility_20,Historical close-to-close volatility for approximately 20 calendar days,MATRIX,70%,795,1653
historical_volatility_30,Historical close-to-close volatility for approximately 30 calendar days,MATRIX,70%,866,1733
historical_volatility_60,Historical close-to-close volatility for approximately 60 calendar days,MATRIX,70%,1060,2503
historical_volatility_90,Historical close-to-close volatility for approximately 90 calendar days,MATRIX,70%,831,1922
implied_volatility_call_10,Implied volatility of the at-the-money call for the stock with an expiration 10 calendar days from the measurement date,MATRIX,70%,2210,4448
implied_volatility_call_1080,Implied volatility of the at-the-money call for the stock with an expiration 1080 calendar days from the measurement date,MATRIX,70%,3467,8257
implied_volatility_call_120,Implied volatility of the at-the-money call for the stock with an expiration 120 calendar days from the measurement date,MATRIX,70%,5442,10757
implied_volatility_call_150,Implied volatility of the at-the-money call for the stock with an expiration 150 calendar days from the measurement date,MATRIX,70%,2362,4601
implied_volatility_call_180,Implied volatility of the at-the-money call for the stock with an expiration 180 calendar days from the measurement date,MATRIX,70%,3254,6096
implied_volatility_call_20,Implied volatility of the at-the-money call for the stock with an expiration 20 calendar days from the measurement date,MATRIX,70%,1061,2078
implied_volatility_call_270,Implied volatility of the at-the-money call for the stock with an expiration 270 calendar days from the measurement date,MATRIX,70%,8060,11988
implied_volatility_call_30,Implied volatility of the at-the-money call for the stock with an expiration 30 calendar days from the measurement date,MATRIX,70%,1805,3959
implied_volatility_call_360,Implied volatility of the at-the-money call for the stock with an expiration 360 calendar days from the measurement date,MATRIX,70%,1834,3668
implied_volatility_call_60,Implied volatility of the at-the-money call for the stock with an expiration 60 calendar days from the measurement date,MATRIX,70%,3050,6209
implied_volatility_call_720,Implied volatility of the at-the-money call for the stock with an expiration 720 calendar days from the measurement date,MATRIX,70%,1625,3126
implied_volatility_call_90,Implied volatility of the at-the-money call for the stock with an expiration 90 calendar days from the measurement date,MATRIX,70%,1624,3746
implied_volatility_mean_10,The average of IvCall10 and IvPut10,MATRIX,69%,2886,6945
implied_volatility_mean_1080,The average of IvCall1080 and IvPut1080,MATRIX,69%,584,1112
implied_volatility_mean_120,The average of IvCall120 and IvPut120,MATRIX,69%,2210,3594
implied_volatility_mean_150,The average of IvCall150 and IvPut150,MATRIX,69%,1048,1879
implied_volatility_mean_180,The average of IvCall180 and IvPut180,MATRIX,69%,1122,1967
implied_volatility_mean_20,The average of IvCall20 and IvPut20,MATRIX,69%,564,1123
implied_volatility_mean_270,The average of IvCall270 and IvPut270,MATRIX,69%,649,1020
implied_volatility_mean_30,The average of IvCall30 and IvPut30,MATRIX,69%,748,1309
implied_volatility_mean_360,The average of IvCall360 and IvPut360,MATRIX,69%,727,1169
implied_volatility_mean_60,The average of IvCall60 and IvPut60,MATRIX,69%,908,1520
implied_volatility_mean_720,The average of IvCall720 and IvPut720,MATRIX,69%,631,1017
implied_volatility_mean_90,The average of IvCall90 and IvPut90,MATRIX,69%,1024,1628
implied_volatility_mean_skew_10,Skew steepness for the implied volatility duration of 10 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,MATRIX,69%,363,707
implied_volatility_mean_skew_1080,Skew steepness for the implied volatility duration of 1080 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,MATRIX,69%,648,1153
implied_volatility_mean_skew_120,Skew steepness for the implied volatility duration of 120 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,MATRIX,69%,555,861
implied_volatility_mean_skew_150,Skew steepness for the implied volatility duration of 150 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,MATRIX,69%,534,821
implied_volatility_mean_skew_180,Skew steepness for the implied volatility duration of 180 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,MATRIX,69%,639,985
