Field,Description,Type,Coverage,Users,Alphas
mdl246_adj_sum_aret_prev_fund_sec_mv12_adj_avg_fundgp_turnover_w_stx,"average owner turnover in the industry group, weighted by Alpha-ROE",MATRIX,84%,5,7
mdl246_adj_sum_aret_prev_fund_sec_mv12_avg_fund_cap_w_stx,"average owner market cap, weighted by Alpha-ROE",MATRIX,84%,1,1
mdl246_adj_sum_aret_prev_fund_sec_mv12_avg_fund_turnover_w_stx,"average owner turnover in the industry group, weighted by Alpha-ROE",MATRIX,84%,1,1
mdl246_adj_sum_aret_prev_fund_sec_mv12_avg_fundsec_cap_w_stx,"average owner market cap in the sector, weighted by Alpha-ROE",MATRIX,84%,0,0
mdl246_adj_sum_aret_prev_fund_sec_mv12_avg_weight_delta_w_stx,"change of avg weight across owners, weighted by Alpha-ROE",MATRIX,84%,0,0
mdl246_adj_sum_aret_prev_fund_sec_mv12_avg_weight_in_fundsec_w_stx,"avg weight in sector across owners, weighted by Alpha-ROE",MATRIX,84%,0,0
mdl246_adj_sum_aret_prev_fund_sec_mv12_avg_weight_w_stx,"avg weight across owners, weighted by Alpha-ROE",MATRIX,84%,0,0
mdl246_adj_sum_aret_prev_fund_sec_mv12_cap_delta_4_w_over_adv_stx,"12m level change, conviction-weighted by ADV, weighted by Alpha-ROE",MATRIX,84%,0,0
mdl246_adj_sum_aret_prev_fund_sec_mv12_cap_delta_w_over_adv_stx,"level change, conviction-weighted by ADV, weighted by Alpha-ROE",MATRIX,84%,1,1
mdl246_adj_sum_aret_prev_fund_sec_mv12_intensity_w_delta_4_stx,"12m change of percentage of float-adjusted shares outstanding held by the owners, weighted by Alpha-ROE",MATRIX,84%,0,0
mdl246_adj_sum_aret_prev_fund_sec_mv12_intensity_w_delta_stx,"3m change of percentage of float-adjusted shares outstanding held by the owners, weighted by Alpha-ROE",MATRIX,84%,0,0
mdl246_adj_sum_aret_prev_fund_sec_mv12_intensity_w_stx,"percentage of float-adjusted shares outstanding held by the owners, weighted by Alpha-ROE",MATRIX,84%,3,4
mdl246_adj_sum_aret_prev_fund_sec_mv12_level_delta_4_w_stx,"12m change of market value held in aggregate by owners, weighted by Alpha-ROE",MATRIX,84%,1,1
mdl246_adj_sum_aret_prev_fund_sec_mv12_level_delta_w_stx,"3m change of market value held in aggregate by owners, weighted by Alpha-ROE",MATRIX,84%,0,0
