Field,Description,Type,Coverage,Users,Alphas
mdl219_1_actrtn1m,1-month active return representing the percent change in stock price.,MATRIX,100%,19,20
mdl219_1_altmanz,Altman Z Score used to assess bankruptcy risk based on financial ratios.,MATRIX,92%,14,15
mdl219_1_aspanratio,Attention span ratio measuring operating assets minus liabilities scaled by total assets.,MATRIX,100%,6,6
mdl219_1_astcomp,Asset composition ratio representing current assets divided by total assets.,MATRIX,93%,3,3
mdl219_1_astto,Asset turnover ratio calculated as sales divided by total assets.,MATRIX,100%,6,6
mdl219_1_atmcallvol,Implied volatility of at-the-money call options averaged over nearest expirations.,MATRIX,100%,11,42
mdl219_1_capacq,Capital acquisition ratio measuring operating cash flow less dividends divided by expenditures.,MATRIX,100%,5,6
mdl219_1_cashsev,Cash-to-enterprise value ratio representing total cash divided by enterprise value.,MATRIX,100%,11,11
mdl219_1_ccacw,Working capital accruals calculated as changes in current assets minus liabilities.,MATRIX,100%,1,1
mdl219_1_ccaghc_avq,Change in net operating working capital scaled by total assets.,MATRIX,92%,12,14
mdl219_1_chgnoa,Change in net operating assets scaled by total assets.,MATRIX,99%,2,2
mdl219_1_chgollev,Change in operating liability leverage over the last year.,MATRIX,100%,0,0
mdl219_1_chgsgasale,Change in SG&A expenses relative to sales over the last year.,MATRIX,99%,4,4
mdl219_1_curratio,Current ratio calculated as current assets divided by current liabilities.,MATRIX,93%,2,2
mdl219_1_divcov,Dividend coverage ratio calculated as operating earnings divided by dividends.,MATRIX,97%,2,2
mdl219_1_ebitdaev,EBITDA-to-enterprise value ratio used for valuation.,MATRIX,100%,16,21
mdl219_1_equityto,Equity turnover ratio calculated as sales divided by average book equity.,MATRIX,100%,0,0
mdl219_1_fc_y2repsg,2-year projected EPS growth relative to reported earnings.,MATRIX,100%,0,0
mdl219_1_fcfroi,Free cash flow return on invested capital calculated over trailing 12 months.,MATRIX,100%,0,0
mdl219_1_fixastto,Fixed asset turnover ratio calculated as sales divided by fixed assets.,MATRIX,100%,3,7
mdl219_1_flowratio,Flow ratio measuring liquidity as current assets minus cash divided by liabilities minus debt.,MATRIX,93%,1,1
mdl219_1_gspea2y_cf,2-year projected EPS growth based on analyst forecasts.,MATRIX,100%,4,4
mdl219_1_lumqca,Acquisition multiple calculated as invested capital divided by EBITDA.,MATRIX,100%,4,4
mdl219_1_monchgsip,Monthly change in short interest position scaled by shares outstanding.,MATRIX,100%,5,5
mdl219_1_mpnghc,Year-over-year change in net profit margin.,MATRIX,100%,4,4
mdl219_1_netcashp,Net cash-to-price ratio calculated as cash minus debt divided by market price.,MATRIX,100%,1,1
mdl219_1_nlvolcap,Logarithm of trading volume divided by market capitalization.,MATRIX,100%,2,2
mdl219_1_nnastp,Net net current assets-to-price ratio calculated as current assets minus liabilities divided by price.,MATRIX,93%,4,4
mdl219_1_ocfast,Operating cash flow-to-assets ratio calculated over trailing 12 months.,MATRIX,100%,3,4
mdl219_1_ocfratio,Operating cash flow ratio calculated as cash flow divided by current liabilities.,MATRIX,93%,1,1
mdl219_1_ollev,Operating liability leverage calculated as liabilities divided by operating assets.,MATRIX,100%,5,7
mdl219_1_past,Price-to-total assets ratio calculated as market price divided by total assets per share.,MATRIX,100%,6,7
mdl219_1_pb,Book-to-market ratio calculated as book value divided by market price.,MATRIX,100%,10,16
mdl219_1_pedwf_cf,Forward earnings yield based on consensus estimates divided by price.,MATRIX,100%,25,25
mdl219_1_pfcf_cf,Free cash flow-to-price ratio calculated over trailing 12 months.,MATRIX,100%,5,5
mdl219_1_pfcfmtt,Free cash flow-to-price ratio calculated over trailing 12 months.,MATRIX,100%,2,2
mdl219_1_pfcfy3ghc,3-year change in free cash flow per share scaled by price.,MATRIX,100%,1,1
mdl219_1_pfcoghc,1-year change in operating cash flow per share scaled by price.,MATRIX,100%,2,2
mdl219_1_pge_cf,Inverse PEG ratio adjusted for dividend yield.,MATRIX,100%,4,4
mdl219_1_ppa,Average payable period calculated as accounts payable times 365 divided by cost of goods sold.,MATRIX,92%,3,3
mdl219_1_qva_alertrank,Alert rank measuring company buybacks and short interest sentiment.,MATRIX,100%,7,30
mdl219_1_qva_capexdep,Capital expenditures-to-depreciation ratio used to assess investment efficiency.,MATRIX,100%,3,3
mdl219_1_qva_cashflow,Cash flow rank evaluating liquidity and operational efficiency.,MATRIX,100%,13,16
mdl219_1_qva_chgato,Year-over-year change in asset turnover ratio.,MATRIX,100%,2,2
mdl219_1_qva_chginv,Year-over-year change in inventory scaled by total assets.,MATRIX,98%,2,2
mdl219_1_qva_composite,"Composite rank aggregating valuation, earnings quality, and sentiment factors.",MATRIX,100%,34,63
mdl219_1_qva_earnquality,Earnings quality rank assessing reliability and sustainability of reported earnings.,MATRIX,100%,3,3
mdl219_1_qva_earnval,Earnings valuation rank based on cyclicality and PEGY metrics.,MATRIX,100%,4,4
mdl219_1_qva_epmodule,Earnings cyclicality rank aggregating multiple earnings-related factors.,MATRIX,100%,2,2
mdl219_1_qva_finstmt,"Financial statement rank evaluating income, balance sheet, and cash flow metrics.",MATRIX,100%,30,76
mdl219_1_qva_invsentiment,Investor sentiment rank based on short interest and ownership metrics.,MATRIX,100%,3,4
mdl219_1_qva_mgtsignaling,Management signaling rank evaluating changes in shares and debt issuance.,MATRIX,100%,0,0
mdl219_1_qva_pegy,"PEGY rank combining price, earnings, growth rate, and dividend yield metrics.",MATRIX,100%,1,1
mdl219_1_qva_shortfall,Earnings shortfall rank measuring the gap between operating income and earnings.,MATRIX,100%,8,9
mdl219_1_qva_valuation,Valuation rank aggregating financial statement and earnings valuation metrics.,MATRIX,100%,9,44
mdl219_1_qva_yoychgdebt,Year-over-year change in total debt issuance.,MATRIX,100%,2,2
mdl219_1_qva_yoychgshares,Year-over-year change in shares outstanding.,MATRIX,100%,2,2
mdl219_1_ratrev6m,6-month average of analyst rating revisions.,MATRIX,100%,0,0
mdl219_1_rel5ycfp,5-year relative cash flow-to-price ratio compared to historical averages.,MATRIX,99%,0,0
mdl219_1_rel5ycoreepsp,5-year relative core earnings-to-price ratio compared to historical averages.,MATRIX,99%,4,5
mdl219_1_rel5yebitdap,5-year relative EBITDA-to-price ratio compared to historical averages.,MATRIX,96%,1,1
mdl219_1_rel5yfcfp,5-year relative free cash flow-to-price ratio compared to historical averages.,MATRIX,96%,2,2
mdl219_1_rel5yocfp,5-year relative operating cash flow-to-price ratio compared to historical averages.,MATRIX,97%,2,2
mdl219_1_rerror60m,Regression error of 60-month CAPM used for trend analysis.,MATRIX,100%,2,2
