Field,Description,Type,Coverage,Users,Alphas
actual_investment_round_total,Total amount invested in a particular investment round,VECTOR,72%,1,1
aggregate_dollar_amount,"Total principal amount of the entire syndicated loan transaction, in millions of dollars",VECTOR,38%,0,0
aggregate_transaction_proceeds,"Total proceeds amount for the entire transaction, representing all tranches",VECTOR,28%,0,0
basis_point_spread_to_benchmark,"Basis point spread to benchmark; the yield difference, expressed in basis points, between the new issue and a specified benchmark instrument",VECTOR,28%,2,2
bond_to_equity_exchange_ratio,Ratio specifying how many shares of common stock are received for each exchangeable bond or preferred share upon conversion,VECTOR,5%,1,1
bookrunner_proceeds_amount,Proceeds amount of the issue in this market per book runner for this market,VECTOR,28%,0,0
company_employee_count,Number of employees at the company.,VECTOR,12%,0,0
company_employee_count_2,Number of employees at the company.,VECTOR,19%,1,2
company_inception_year,Year the company was founded or established,VECTOR,61%,0,0
company_industry_code,Industry classification code for the company.,VECTOR,72%,0,0
company_industry_sic_code,Standard Industrial Classification code for the company.,VECTOR,6%,1,1
company_offer_size_value,"Size of the offer made to the company, typically in monetary terms.",VECTOR,6%,0,0
company_offer_total_size,Total size of the offer for company shares or assets.,VECTOR,10%,0,0
company_offer_unit_price,Unit price offered for company shares or assets.,VECTOR,10%,0,0
company_offered_price,Price offered for the company's shares or assets.,VECTOR,6%,0,0
company_purchase_price,Price paid to purchase the company.,VECTOR,19%,0,0
company_purchase_price_2,Purchase price paid for the company.,VECTOR,25%,0,0
company_sales_amount,Reported sales amount for the company.,VECTOR,17%,0,0
company_sales_amount_2,Reported sales amount for the company.,VECTOR,23%,1,1
company_sic_code,Standard Industrial Classification code for the company.,VECTOR,10%,0,0
company_veic6_category,VEIC6 category classification for the company.,VECTOR,82%,0,0
deal_amount_in_issue_currency,Amount of the transaction/deal in the currency of issuance (host currency),VECTOR,13%,0,0
equity_bookrunner_proceeds_amount,Proceeds amount per book runner in the market for the issue,VECTOR,26%,1,1
equity_highest_filing_price,"Highest price, in the original filing price range, at which the issuer expects securities to be offered",VECTOR,26%,0,0
equity_lowest_filing_price,"Lowest price, in the original filing price range, at which the issuer expects securities to be offered",VECTOR,26%,0,0
equity_total_proceeds_with_overallotment,Total proceeds from the issue in this market including overallotment sold,VECTOR,28%,0,0
equity_total_proceeds_with_overallotment_all_markets,"Total proceeds from the transaction plus overallotment amount sold, in millions of dollars",VECTOR,28%,0,0
equity_years_to_final_maturity,Number of years from the offer date until the final maturity date of the security,VECTOR,5%,0,0
estimated_investment_round_total,Estimated total amount for the investment round.,VECTOR,72%,0,0
euro_total_proceeds_amount,"Total proceeds amount for the syndicated loan transaction, expressed in Euros",VECTOR,38%,0,0
euro_total_proceeds_with_overallotment,"Proceeds amount plus overallotment sold in all markets, expressed in million Euros",VECTOR,28%,0,0
firm_capital_under_management,Amount of capital managed by the private equity firm (AUM or similar metric),VECTOR,49%,0,0
firm_capital_under_management_2,Total capital managed by the firm.,VECTOR,45%,0,0
firm_establishment_year,Year when the private equity firm was founded,VECTOR,72%,1,1
firm_inception_year,Date when the private equity firm was founded,VECTOR,72%,0,0
floating_rate_spread_to_index,Basis point spread of issue relative to a specified floating-rate index,VECTOR,26%,0,0
fund_establishment_year,Year the fund was founded or established,VECTOR,72%,0,0
fund_inception_year,Year the fund was established/founded,VECTOR,72%,2,2
fund_raising_quarter_amount,Fundraising amount (capital raised or committed) during a specific quarter,VECTOR,30%,0,0
fund_raising_quarter_amount_2,Total capital raised by the fund in a specific quarter,VECTOR,32%,0,0
fund_raising_year,Calendar year in which fundraising activity or report occurred,VECTOR,30%,0,0
fund_total_size,"Size of the fund, typically measured in monetary terms such as total committed capital",VECTOR,61%,1,1
fund_total_size_2,Total committed or raised capital of a private equity/venture capital fund,VECTOR,67%,0,0
fund_total_target_amount,Target amount for the fund raising round.,VECTOR,21%,0,0
fund_total_target_amount_2,Total target amount for the fund's capital raise.,VECTOR,18%,0,0
fundraising_commitment_amount,Amount of committed capital in the fund’s fundraising round,VECTOR,30%,0,0
fundraising_commitment_amount_2,Total amount of committed capital raised for the venture capital fund in the fundraising round,VECTOR,32%,0,0
global_equity_overallotment_amount,"Total overallotment amount option for the equity new issue, expressed in millions of dollars",VECTOR,28%,0,0
global_shares_filed_initial,Total number of shares worldwide filed for the offering at the time of the original filing,VECTOR,25%,0,0
gross_spread_percent_of_principal,Total managers' fee as a percent of issue's domestic principal amount,VECTOR,26%,1,1
individual_job_title,"Job title of the individual (e.g., Managing Director, Partner, Analyst)",VECTOR,59%,0,0
individual_job_title_2,"Professional title/role of the individual (e.g., Partner, CEO, Analyst)",VECTOR,73%,0,0
investment_age_months,Age of the investment in months since inception.,VECTOR,60%,0,0
investment_deal_value,The total monetary value of the investment/deal disclosed for this buyout transaction,VECTOR,48%,1,1
investment_detail_age_months,Age of the investment detail in months.,VECTOR,73%,0,0
investment_detail_age_years,"Age (in years) of the company or asset involved, typically since founding or incorporation",VECTOR,60%,1,1
