Field,Description,Type,Coverage,Users,Alphas
mdl109_1yf_dlyspe,"Earnings yield (inverse of P/E) based on analyst consensus forecast EPS for the next fiscal year (FY1), using the median estimate",VECTOR,85%,279,1359
mdl109_1yf_ep,"Price-to-Earnings ratio calculated as current stock price divided by analyst consensus forecast EPS for the next fiscal year (FY1), using the median estimate",VECTOR,78%,191,978
mdl109_2yf_dlyspe,"Earnings yield (inverse of P/E) based on analyst consensus forecast EPS for the second next fiscal year (FY2), using the median estimate",VECTOR,83%,255,1220
mdl109_2yf_ep,"Price-to-Earnings ratio calculated as current stock price divided by analyst consensus forecast EPS for the second next fiscal year (FY2), using the median estimate",VECTOR,78%,229,1099
mdl109_57_03_am,Signal for moving average crossover: difference or indicator of when 30-week moving average crosses 75-week moving average of price; identifies longer-term trend shifts,VECTOR,84%,18,57
mdl109_63_51_am,Signal for moving average crossover: difference between 15-week and 36-week moving averages of price; often used to detect medium-term trend reversals,VECTOR,86%,16,25
mdl109_abn_volm,"Abnormal trading volume indicator, most likely measuring how the most recent trading volume deviates from typical levels (such as relative to a moving average), highlighting spikes in activity",VECTOR,87%,52,136
mdl109_ac_5y_sale,"Acceleration in revenue (sales) growth rate measured over the previous five years, quantifying the change in the growth trajectory of company revenues",VECTOR,84%,28,135
mdl109_accruals,"Sloan (1996) accruals metric: measures the portion of earnings due to accrual accounting versus cash flow, often used as a quality or earnings manipulation risk indicator",VECTOR,86%,32,90
mdl109_altman1968,Altman's z-score for bankruptcy prediction as defined in the original 1968 model (composite score using several financial ratios),VECTOR,69%,34,71
mdl109_altman1983,"Altman's Z-score using the 1983 revised formula, an updated bankruptcy risk and financial distress indicator",VECTOR,69%,13,38
mdl109_amihud,"Amihud illiquidity ratio, measuring price impact per unit of trading volume",VECTOR,87%,21,40
mdl109_aor,Return on assets based on trailing twelve months,VECTOR,86%,15,43
mdl109_asset_gr,"Asset growth anomaly factor as defined by Cooper, Gulen, and Schill (2008); generally the year-over-year growth rate of total assets, used as a predictive factor for stock returns",VECTOR,86%,24,50
mdl109_asset_ps_gr,Year-over-year growth rate in total assets on a per share basis (total assets divided by shares outstanding),VECTOR,86%,20,49
mdl109_b_mtl_dlyspe,"Earnings yield based on last twelve months (LTM) reported earnings per share, using the basic (not diluted) calculation; measured as EPS divided by price",VECTOR,87%,31,87
mdl109_b_mtl_ep,"Price-to-earnings ratio, based on trailing twelve months (LTM) basic EPS (not diluted), calculated as current price divided by basic EPS over the last year",VECTOR,72%,57,153
mdl109_bb,"Bollinger Bands, a technical analysis indicator constructed from a moving average and standard deviation bands to measure price volatility and possible trading ranges",VECTOR,87%,46,97
mdl109_berry,"Berry ratio, defined as gross profits divided by operating expenses",VECTOR,87%,16,38
mdl109_bookp,"Book-to-market ratio, calculated as book value divided by market price; a value factor commonly used for valuation comparisons",VECTOR,87%,59,126
mdl109_bookp_fy1,Book-to-market ratio (the inverse of price-to-book) using forecasted book value for the next fiscal year (FY1),VECTOR,72%,85,662
mdl109_cfo_curr_liab,Ratio of cash flow from operations to current liabilities (measures a firm's ability to cover its short-term obligations with operational cash generation),VECTOR,69%,13,25
mdl109_cfoyld,"Operating cash flow yield, calculated as operating cash flow divided by market capitalization (price), indicating the cash generation efficiency relative to stock price",VECTOR,85%,162,808
mdl109_cfoyld_fy1,Operating cash flow yield (i.e. operating cash flow divided by market capitalization or enterprise value) projected or estimated for the next fiscal year (FY1),VECTOR,64%,42,62
mdl109_cfps_sur,"Normalized cash flow per share (CFPS) surprise: standardized difference between actual reported CFPS and consensus analyst estimate, showing the degree to which actual results deviate from expectations",VECTOR,51%,29,59
mdl109_cfrnoa,Cash flow return on net operating assets: cash flow from operations divided by net operating assets,VECTOR,76%,29,66
mdl109_cfroa,"Cash flow return on assets, measuring operating cash flow generated as a percentage of total assets",VECTOR,76%,8,15
mdl109_cfroe,"Cash flow return on equity, measuring operating cash flow generated as a percentage of shareholders’ equity",VECTOR,85%,21,46
mdl109_cfroe_fy1,Forecasted Cash Flow Return on Equity for the next fiscal year (FY1),VECTOR,66%,8,17
mdl109_current_r,"Current ratio, a liquidity metric defined as current assets divided by current liabilities",VECTOR,69%,12,39
mdl109_d0252ntr,"Total return of the stock over the past 2520 days (approximately 120 months, or 10 years)",VECTOR,57%,24,61
mdl109_d0621ntr,"Total return over the past 1260 trading days (approximately 60 months or 5 years), including price appreciation and any dividends",VECTOR,71%,15,62
mdl109_d12ntr,Total return of the security over the past 21 trading days (approximately 1 month),VECTOR,87%,15,81
mdl109_d252_ntr,"Stock price momentum as total return over the past 252 trading days, commonly representing one full year (12 months) of trading days",VECTOR,84%,13,21
mdl109_d36ntr,"Cumulative total return over the past 63 trading days (approximately 3 months), including price appreciation and dividends if applicable",VECTOR,87%,27,67
mdl109_d621_ntr,"Stock return (momentum) over past 126 trading days, roughly 6 months",VECTOR,86%,14,27
mdl109_d981_ntr,"Stock price momentum as total return over the past 189 trading days, approximately equivalent to the last nine months",VECTOR,85%,8,8
mdl109_d_mtl_dlyspe,"Diluted earnings yield for the last twelve months—LTM net income per diluted share divided by price, the inverse of the diluted P/E ratio",VECTOR,87%,32,46
mdl109_d_mtl_ep,"Price-to-Earnings ratio calculated on trailing twelve months (LTM) earnings per share, using diluted earnings to account for potential share dilution",VECTOR,72%,33,95
mdl109_debt_capital,"Ratio of total debt to total capital (i.e., total debt divided by the sum of total debt and equity, gauges overall leverage)",VECTOR,86%,18,64
mdl109_debt_chg,Year-over-year change in total debt outstanding for the company,VECTOR,86%,7,20
mdl109_debt_equity,"Ratio of total debt to total equity, measuring financial leverage",VECTOR,86%,21,67
mdl109_debt_mktcapital,"Ratio of total debt to the market value of total capital (i.e., total debt divided by market capitalization plus debt, reflecting market-based leverage)",VECTOR,87%,19,57
mdl109_div_payout,"Dividend payout ratio, trailing; proportion of earnings paid out as dividends over the trailing period",VECTOR,87%,43,119
mdl109_divyld_bb,Total yield combining dividend yield and yield from share buybacks or share count reduction; represents shareholder return from both dividends and buyback activity,VECTOR,86%,22,116
mdl109_divyld_exp,Expected future dividend yield based on analyst or company forecasts,VECTOR,87%,69,142
mdl109_divyld_fy1,Forecasted dividend yield for the next fiscal year (FY1),VECTOR,73%,44,74
mdl109_divyld_sh,"Shareholder total yield: combines dividend yield with net share buybacks minus share issuances, representing the total cash return to shareholders as a percent of price",VECTOR,87%,15,58
mdl109_divyld_trl,"Trailing dividend yield, calculated as sum of dividends over past year divided by current price",VECTOR,87%,36,64
mdl109_dly_lf_org,Growth flow yield,VECTOR,53%,49,103
mdl109_dlyfcf,"Free cash flow yield, calculated as unlevered free cash flow divided by market capitalization (or enterprise value)",VECTOR,85%,54,164
mdl109_dlyspe_rh,"Historical relative earnings yield, i.e., company earnings yield relative to some benchmark or cross-sectional group",VECTOR,87%,30,44
mdl109_dps_sur,"Surprise metric for Dividends Per Share (DPS), typically measured as the deviation of reported DPS from consensus analyst estimates, possibly standardized as a z-score",VECTOR,36%,8,12
mdl109_ebit_ev,Ratio of earnings before interest and tax (EBIT) to enterprise value (EV),VECTOR,86%,34,68
mdl109_ebit_sur,"Actual reported EBIT minus consensus forecasted EBIT, typically normalized (EBIT surprise, measures recent performance versus expectations)",VECTOR,58%,19,23
mdl109_ebitda_ev,"Ratio of earnings before interest, taxes, depreciation, and amortization to enterprise value (EBITDA/EV), a valuation metric",VECTOR,81%,38,128
mdl109_ebitda_sur,"EBITDA surprise: normalized difference between reported EBITDA and the consensus estimate (e.g. z-score or percent deviation), quantifying how much the reported figure beat or missed expectations",VECTOR,59%,112,1017
mdl109_eps_disp,"The cross-sectional or analyst dispersion (standard deviation or spread) of FY1 (next fiscal year) EPS estimates, measuring analyst disagreement about earnings",VECTOR,86%,15,29
mdl109_eps_stab,"Historical stability of earnings per share (EPS), usually measured as the coefficient of determination (R-squared) of time-series EPS, reflecting consistency and forecasting reliability",VECTOR,77%,7,13
mdl109_eps_sur_decay,"Earnings Per Share (EPS) surprise, as measured (e.g., deviation from analyst consensus), incorporating time-decay so that more recent surprises are weighted more heavily",VECTOR,83%,71,699
mdl109_eps_varia,"Coefficient of variation (standard deviation divided by mean) of FY1 (next fiscal year) analyst EPS (Earnings Per Share) estimates, measuring the dispersion in EPS forecasts",VECTOR,86%,16,163
mdl109_epsyld_gro_divy,Product of current trailing 12-month earnings yield and the sum of expected 5-year EPS growth and expected dividend yield; composite value/growth metric,VECTOR,82%,32,117
mdl109_es_ebit_fy1_d1m,Ratio of upward to downward analyst revisions for FY1 EBIT estimates over the past 1 month (diffusion ratio),VECTOR,75%,15,58
mdl109_es_ebit_fy1_d3m,Ratio of upward to downward analyst revisions for FY1 EBIT estimates over the past 3 months (diffusion ratio),VECTOR,74%,15,91
mdl109_es_ebit_fy1_r1m,1-month rolling aggregated analyst revisions to next fiscal year's EBIT estimates,VECTOR,75%,22,66
mdl109_es_ebit_fy1_r3m,Rolling 3-month aggregated analyst estimate revisions for next fiscal year EBIT (Earnings Before Interest and Taxes),VECTOR,74%,13,18
mdl109_es_ebit_ntm_r1m,Aggregate 1-month rolling net change in consensus analyst estimates for next twelve months (NTM) EBIT for the stock,VECTOR,75%,23,133
mdl109_es_ebit_ntm_r3m,Aggregate 3-month rolling net change in consensus analyst estimates for next twelve months (NTM) EBIT for the stock,VECTOR,74%,15,26
mdl109_es_ebitda_fy1_d1m,Analyst FY1 EBITDA estimate diffusion (upward vs downward revisions ratio) over 1 month,VECTOR,76%,17,43
mdl109_es_ebitda_fy1_d3m,Ratio of upward to downward analyst revisions for next fiscal year (FY1) EBITDA estimates over the past three months (3M); quantifies directional momentum in expected EBITDA,VECTOR,75%,10,18
mdl109_es_ebitda_fy1_r1m,"Net analyst consensus revision in forecasted EBITDA for the next fiscal year (FY1) over the past 1 month, capturing how analyst estimates for next year EBITDA have changed in the last month",VECTOR,76%,16,51
mdl109_es_ebitda_fy1_r3m,"Aggregate 3-month analyst revision metric for EBITDA (Earnings Before Interest, Taxes, Depreciation, and Amortization) for the next fiscal year (FY1). Indicates the total upward or downward changes in consensus EBITDA estimates over the past 3 months",VECTOR,75%,12,38
mdl109_es_ebitda_ntm_r1m,Aggregate 1-month revision in analyst estimates for next twelve months EBITDA,VECTOR,76%,16,144
mdl109_es_ebitda_ntm_r3m,"Rolling 3-month aggregated analyst estimate revision for next twelve months’ (NTM) EBITDA, measuring changes in consensus forward EBITDA forecasts over the past three months",VECTOR,75%,15,100
mdl109_es_gap,Difference between the analyst consensus expected 5-year compound annual growth rate and FY2 (second year forward) earnings growth; measures the medium-long term optimism gap in analyst forecasts,VECTOR,59%,5,16
mdl109_es_neps_ntm_r3m,Net analyst revision in normalized next-twelve-month EPS estimate over the past 3 months,VECTOR,85%,15,71
mdl109_es_roe_fy1_d1m,Ratio of upward to downward FY1 analyst revisions for return on equity over the past 1 month (diffusion measure),VECTOR,76%,15,40
mdl109_es_roe_fy1_d3m,Ratio of upward to downward FY1 analyst revisions for return on equity over the past 3 months (diffusion measure),VECTOR,76%,9,17
mdl109_es_roe_fy1_me,"Consensus analyst estimate of return on equity (ROE) for the next fiscal year (FY1), likely measured as mean or median estimate",VECTOR,75%,14,127
mdl109_es_roe_fy1_r1m,"Change or net revision in analyst estimates for Return on Equity (ROE) for the next fiscal year (FY1), aggregated over the most recent 1 month",VECTOR,75%,7,27
mdl109_es_roe_fy1_r3m,"Change in fiscal year 1 (FY1, next fiscal year) consensus analyst estimate for ROE, aggregated over the past 3 months",VECTOR,75%,18,92
mdl109_es_roe_ntm_r1m,"Change in next twelve months (NTM) consensus analyst estimate for ROE, aggregated over the past 1 month",VECTOR,72%,10,39
mdl109_es_roe_ntm_r3m,"Change in next twelve months (NTM) consensus analyst estimate for ROE, aggregated over the past 3 months",VECTOR,72%,3,7
mdl109_es_sale_fy1_d1m,Ratio of the number of upward to downward analyst revisions for next fiscal year revenue estimates over the past month (1M); indicates directional momentum in analyst revenue forecasts for FY1,VECTOR,85%,13,25
