Field,Description,Type,Coverage,Users,Alphas
pv98_21_03ftni_rd,Interval factor data for the 30th interval in the 12th series,MATRIX,100%,3,5
pv98_21_13ftni_rd,Interval factor data for the 31st interval in the 12th series,MATRIX,100%,1,1
pv98_21_23ftni_rd,Interval factor data for the 32nd interval in the 12th series,MATRIX,100%,2,2
pv98_21_33ftni_rd,Interval factor data for the 33rd interval in the 12th series,MATRIX,100%,4,4
pv98_21_43ftni_rd,Interval factor data for the 34th interval in the 12th series,MATRIX,100%,1,1
pv98_21_53ftni_rd,Interval factor data for the 35th interval in the 12th series,MATRIX,100%,1,1
pv98_21_63ftni_rd,Interval factor data for the 36th interval in the 12th series,MATRIX,100%,10,13
pv98_21_73ftni_rd,Interval factor data for the 37th interval in the 12th series,MATRIX,100%,0,0
pv98_21_83ftni_rd,Interval factor data for the 38th interval in the 12th series,MATRIX,100%,1,1
pv98_afternoon_mean_allh_allh_mean,The average of the highest prices recorded across all intervals during the afternoon session for a given instrument on a given day,MATRIX,100%,2,2
pv98_afternoon_mean_alll_alll_mean,Mean value of all low prices recorded during intraday intervals in the afternoon trading session for USA equities,MATRIX,100%,1,1
pv98_afternoon_mean_cumv_cumv_mean,"Average cumulative trading volume for US equities during the afternoon session, computed across eligible instruments for the specified interval and as-of-date in the lc_ecntickstat dataset",MATRIX,100%,2,3
pv98_afternoon_mean_inth_inth_mean,"Mean of interval high prices during the afternoon trading session for U.S. equities, calculated across specified intervals",MATRIX,100%,1,1
pv98_afternoon_mean_intl_intl_mean,"Average of interval low prices (INTL) for US equities during the afternoon trading session, computed within the USA_afternoon_mean_INTL module",MATRIX,100%,0,0
pv98_afternoon_mean_intv_intv_mean,Average interval trading volume (sum of shares) during the afternoon session (post-midday) for US equities in this module,MATRIX,100%,1,3
pv98_afternoon_mean_ivwp_ivwp_mean,Average of the volume weighted average price for US equities during the afternoon session on a specific day,MATRIX,100%,0,0
pv98_afternoon_mean_taks_taks_mean,Mean of TAKS in the afternoon,MATRIX,100%,0,0
pv98_afternoon_mean_task_task_mean,Mean time-weighted ask price for US equities during the afternoon session,MATRIX,100%,0,0
pv98_afternoon_mean_tbid_tbid_mean,The mean value of the time-weighted bid price during the afternoon trading session in the USA regional module,MATRIX,100%,0,0
pv98_cap_10,Market capitalization snapshot at 10:00 AM on the trading day,MATRIX,100%,5,6
pv98_cap_10_backfill,Market capitalization at 10:00,MATRIX,100%,1,1
pv98_cap_11,Market capitalization of the instrument at 11:00 AM,MATRIX,100%,0,0
pv98_cap_11_backfill,"The market capitalization of the instrument at 11:00, calculated or backfilled using available price and share data",MATRIX,100%,1,1
pv98_cap_12_backfill,"Market capitalization of the security as of 12:00, using backfilled data to supplement missing values",MATRIX,100%,1,1
pv98_cap_13_backfill,"Market capitalization as of 13:00 calculated from shares outstanding and price at that snapshot, backfilled if necessary",MATRIX,100%,1,1
pv98_cap_1430,"Market capitalization calculated at 14:30, typically price times shares outstanding",MATRIX,100%,6,8
pv98_cap_1430_backfill,"Market capitalization as of 14:30, computed from latest price and shares outstanding, backfilled if needed",MATRIX,100%,0,0
pv98_cap_14_backfill,"The market capitalization of the instrument computed or backfilled at 14:00, likely using price and share data",MATRIX,100%,0,0
pv98_cap_150000,Market capitalization at 15:00,MATRIX,100%,3,4
pv98_cap_1530,"Daily total market capitalization of the equity instrument, measured in millions",MATRIX,100%,4,7
pv98_cap_1530_backfill,"Market capitalization of the instrument at 15:30, expressed in millions",MATRIX,100%,1,3
pv98_cap_1530to1530,"Market capitalization measured at 15:30, typically shares outstanding multiplied by the price at session close",MATRIX,100%,0,0
pv98_cap_15_backfill,"Market capitalization of the security at 15:00, calculated using backfilled price and relevant share count",MATRIX,100%,0,0
pv98_cap_16,Market capitalization of the instrument at 16:00,MATRIX,100%,6,13
pv98_cap_16_backfill,Market cap at 16:00 backfilled,MATRIX,100%,6,7
pv98_cap_945,Market capitalization snapshot at 9:45 AM,MATRIX,100%,4,8
pv98_close_10,Close price at 10:00,MATRIX,100%,2,3
pv98_close_10_backfill,"Close price for the intraday bar ending at 10:00 (local market time), with backfilling applied to handle missing ticks",MATRIX,100%,1,1
pv98_close_11,Last traded price (close price) recorded at 11:00 AM,MATRIX,100%,0,0
pv98_close_11_backfill,The closing price of the instrument as recorded or backfilled at 11:00 (typically based on a snapshot or an engineered estimate for that timestamp),MATRIX,100%,0,0
pv98_close_12_backfill,"Closing price of the security as of 12:00, with missing data backfilled from reliable sources or prior ticks",MATRIX,100%,1,1
pv98_close_13_backfill,"Last traded or quoted price as of the 13:00 snapshot, backfilled from intraday data if no exact 13:00 tick exists",MATRIX,100%,0,0
pv98_close_1430,"Closing or last traded price at the 14:30 snapshot, representing the last transaction price at that time",MATRIX,100%,2,2
pv98_close_1430_backfill,"Closing price at 14:30, reconstructed or imputed if not directly observed",MATRIX,100%,1,1
pv98_close_14_backfill,"The closing price of the instrument as of 14:00 in the trading session, recorded or backfilled as needed",MATRIX,100%,1,1
pv98_close_150000,Closing price at 15:00,MATRIX,100%,0,0
pv98_close_1530,Daily closing price of the equity instrument,MATRIX,100%,2,3
pv98_close_1530_backfill,Closing price of the instrument at 15:30 (using backfill data to address missing or delayed ticks),MATRIX,100%,1,1
pv98_close_1530to1530,"Final traded price at the session close defined at 15:30, i.e., the closing price for the 15:30-to-15:30 window",MATRIX,100%,1,1
pv98_close_15_backfill,"Backfilled closing price of the security at 15:00, often sourced from data feeds when the standard close is unavailable or for snapshot analytics",MATRIX,100%,0,0
pv98_close_16,Closing price of the instrument at 16:00,MATRIX,100%,4,4
pv98_close_16_backfill,"Close price of the instrument at 16:00, with missing values filled using backfill methodology",MATRIX,100%,3,3
pv98_close_945,Closing price snapshot at 9:45 AM,MATRIX,100%,2,6
pv98_cumv_last,"Most recent cumulative traded volume for a US equity on the evaluated date, summarizing total volume up to the last microstructure tick",MATRIX,100%,1,1
pv98_cvwp_mean,Average value of the composite volume-weighted price (CVWP) for US equities during the afternoon session,MATRIX,100%,2,2
pv98_daily_mean_allh_allh_mean,The average of the daily maximum high prices across all intraday intervals for a given instrument,MATRIX,100%,1,1
pv98_daily_mean_alll_alll_mean,Daily mean of the maximum of all interval low price.,MATRIX,100%,0,0
pv98_daily_mean_cumv_cumv_mean,The average cumulative trading volume for an instrument across the trading day in US markets,MATRIX,100%,0,0
pv98_daily_mean_inth_inth_mean,Average of the high prices recorded in each interval throughout the day for the instrument,MATRIX,100%,1,1
pv98_daily_mean_intl_intl_mean,International daily mean,MATRIX,100%,1,1
pv98_daily_mean_intv_intv_mean,"Average number of shares traded per intraday interval for a US equity on a given day, computed by averaging interval volumes across all intervals in the USA_daily_mean_INTV module",MATRIX,100%,2,2
pv98_daily_mean_ivwp_ivwp_mean,Average of interval-level volume-weighted price (VWAP) for a given US equity across a single trading day,MATRIX,100%,0,0
