Field,Description,Type,Coverage,Users,Alphas
abnormal_return_earnings_release,Abnormal stock return around quarterly earnings release event,MATRIX,100%,22,25
asia_pacific_sales_exposure,Proportion of company sales from the Asia-Pacific region,MATRIX,81%,12,13
asset_growth_rate,Aggregate Gamma,MATRIX,96%,6,8
book_leverage_ratio_3,Book leverage ratio; total assets divided by book equity,MATRIX,100%,18,18
capex_to_depreciation_linkage,Linkage or ratio between capital expenditures and depreciation expense; may indicate asset reinvestment,MATRIX,97%,8,8
capex_to_total_assets,TTM capital expenditure divided by total assets; measure of investment intensity,MATRIX,100%,7,7
cash_burn_rate,Cash Burn Rate,MATRIX,93%,20,25
cash_earnings_return_on_equity,Cash Earnings Return On Equity: a profitability metric measuring cash earnings as a proportion of shareholder equity,MATRIX,95%,8,10
cash_flow_return_on_invested_capital,Cash Flow Return on Invested Capital; trailing 12-month cash flow divided by average invested capital,MATRIX,45%,2,2
change_in_eps_surprise,Change in earnings per share (EPS) surprise compared to the previous earnings period,MATRIX,100%,7,9
coefficient_variation_fy1_eps,Coefficient of variation (dispersion) of EPS estimates for fiscal year 1; analyst disagreement,MATRIX,96%,9,9
coefficient_variation_fy2_eps,"Dispersion of FY2 EPS analyst forecasts, calculated as standard deviation divided by the mean of FY2 estimates",MATRIX,100%,3,3
consensus_analyst_rating,Street Consensus Rating,MATRIX,100%,5,5
credit_risk_premium_indicator,Sensitivity of the company’s stock to changes in the credit risk premium (spread between BAA and AAA bond yields),MATRIX,100%,5,5
current_liabilities_to_price,Current Liabilities-to-Price,MATRIX,85%,7,7
current_ratio_2,Current Ratio; current assets divided by current liabilities,MATRIX,36%,1,1
distress_risk_measure,Distress measure score (quantifies financial distress or bankruptcy risk),MATRIX,84%,1,1
dividends_to_gross_profit,Total dividends paid divided by gross profit.,MATRIX,100%,4,4
earnings_expectation_module_score,Earnings Expectations (submodule of Momentum Analyst II),MATRIX,100%,13,16
earnings_momentum_analyst_score,Reported Earnings Momentum (submodule of Momentum Analyst II),MATRIX,100%,7,9
earnings_momentum_composite_score,"Composite score reflecting overall earnings momentum, calculated from related earnings momentum signals",MATRIX,100%,3,6
earnings_momentum_composite_score_2,Composite score summarizing multiple earnings momentum signals into a single metric,MATRIX,100%,4,5
earnings_revision_magnitude,"Magnitude of analyst EPS forecast revisions; three-month change in median FY1 estimate, scaled",MATRIX,81%,5,7
earnings_shortfall_metric,Measure of earnings shortfall (actual earnings below consensus expectations),MATRIX,100%,4,4
earnings_torpedo_indicator,Next four quarter EPS estimate plus trailing twelve-month real earnings surprise divided by trailing EPS.,MATRIX,100%,0,0
emea_sales_exposure,"Proportion of company’s sales coming from the Europe, Middle East, and Africa (EMEA) region",MATRIX,84%,3,3
enterprise_value_weighted_value_score,Earnings Valuation (submodule of Value Analyst II),MATRIX,100%,5,7
equity_value_score,Earnings Quality (submodule of Value Analyst II),MATRIX,100%,8,10
