Field,Description,Type,Coverage,Users,Alphas
pv52_asdaq_atquote_avg_time_sec,"Average time to execute for at-the-quote executions (at the NBBO), in seconds",VECTOR,84%,13,39
pv52_asdaq_atquote_shares,Shares executed at the prevailing NBBO at execution,VECTOR,100%,8,36
pv52_asdaq_avg_eff_spread,Average Effective Spread (in USD),VECTOR,100%,3,4
pv52_asdaq_avg_rlzd_spread,Average Realized Spread (in USD),VECTOR,100%,5,6
pv52_asdaq_away_exec_shares,Shares executed at venues away from the reporting market center,VECTOR,100%,5,6
pv52_asdaq_bx_atquote_avg_time_sec,"Average time associated with at-the-quote executions, in seconds",VECTOR,32%,5,5
pv52_asdaq_bx_atquote_shares,Shares executed at the prevailing NBBO (at the quote),VECTOR,100%,1,3
pv52_asdaq_bx_avg_eff_spread,Average Effective Spread (in USD),VECTOR,100%,1,1
pv52_asdaq_bx_avg_rlzd_spread,Average Realized Spread (in USD),VECTOR,100%,5,9
pv52_asdaq_bx_away_exec_shares,Shares executed at a venue other than the reporting market center,VECTOR,100%,3,5
pv52_asdaq_bx_cncld_shares,Number of shares canceled or rejected within the covered orders,VECTOR,100%,2,3
pv52_asdaq_bx_mkt_cntr_exec_trades,Market Center Executed Shares,VECTOR,100%,4,4
pv52_asdaq_bx_order_size_code,"Encoded order size bucket for the orders (e.g., 100–499, 500–1,999, 2,000–4,999, 5,000+ shares)",VECTOR,100%,0,0
pv52_asdaq_bx_order_type_code,"Encoded order type bucket for the orders (e.g., market, marketable limit, inside/at/near-quote limit); decode via the file’s lookup",VECTOR,100%,7,8
pv52_asdaq_bx_outquote_avg_amt,Outside-the-Quote Average Amount (in USD),VECTOR,82%,0,0
pv52_asdaq_bx_outquote_shares,Shares executed outside the prevailing NBBO,VECTOR,100%,2,2
pv52_asdaq_bx_price_imprvd_avg_amt,"Average per-share price improvement amount, in USD",VECTOR,100%,0,0
pv52_asdaq_bx_price_imprvd_shares,Shares executed with price improvement,VECTOR,100%,4,4
pv52_asdaq_bx_shares_0_9_sec,Shares executed 0 to 9 seconds after order receipt,VECTOR,100%,0,0
pv52_asdaq_bx_shares_10_29_sec,Shares executed 10 to 29 seconds after order receipt,VECTOR,100%,3,3
pv52_asdaq_bx_shares_30_59_sec,Shares executed 30 to 59 seconds after order receipt,VECTOR,100%,4,10
pv52_asdaq_bx_shares_5_30_min,Shares executed 5 to 30 minutes after order receipt,VECTOR,100%,1,1
pv52_asdaq_bx_shares_60_299_sec,Shares executed 60 to 299 seconds after order receipt,VECTOR,100%,0,0
pv52_asdaq_bx_tot_cov_order,Total number of covered orders in the bucket,VECTOR,100%,2,2
pv52_asdaq_bx_tot_cov_shares,Total covered shares in the bucket,VECTOR,100%,1,2
pv52_asdaq_cncld_shares,Number of shares canceled or rejected (not executed),VECTOR,100%,5,11
pv52_asdaq_mkt_cntr_exec_trades,Market Center Executed Shares,VECTOR,100%,3,5
pv52_asdaq_order_size_code,"Code indicating the order size bucket (e.g., 21=100–499, 22=500–1,999, 23=2,000–4,999, 24=5,000+ shares)",VECTOR,100%,7,11
pv52_asdaq_order_type_code,"Code indicating the order type per Rule 605 buckets (e.g., 11=Market, 12=Marketable limit, 13=Inside-the-quote limit, 14=At-the-quote limit, 15=Near-the-quote limit)",VECTOR,100%,1,1
pv52_asdaq_outquote_avg_amt,"Average per-share amount by which execution price was outside the NBBO, in USD",VECTOR,100%,3,4
pv52_asdaq_outquote_avg_time_sec,"Average time to execute for outside-the-quote executions, in seconds",VECTOR,69%,1,1
pv52_asdaq_outquote_shares,Shares executed outside the prevailing NBBO,VECTOR,100%,1,1
pv52_asdaq_price_imprvd_avg_amt,"Average per-share price improvement versus the NBBO at execution, in USD",VECTOR,100%,2,2
pv52_asdaq_price_imprvd_shares,Shares executed with price improvement relative to the NBBO,VECTOR,100%,3,3
pv52_asdaq_psx_atquote_avg_time_sec,"Average time to execution for at-the-quote shares, in seconds",VECTOR,30%,0,0
pv52_asdaq_psx_atquote_shares,Number of shares executed at the prevailing NBBO at execution time,VECTOR,100%,1,1
pv52_asdaq_psx_avg_eff_spread,Average Effective Spread (in USD),VECTOR,100%,0,0
pv52_asdaq_psx_avg_rlzd_spread,Average Realized Spread (in USD),VECTOR,100%,2,2
pv52_asdaq_psx_away_exec_shares,Number of shares executed at venues other than the reporting market center,VECTOR,100%,1,1
pv52_asdaq_psx_cncld_shares,Number of shares canceled or rejected (not executed),VECTOR,100%,4,5
pv52_asdaq_psx_mkt_cntr_exec_trades,Market Center Executed Shares,VECTOR,100%,3,3
pv52_asdaq_psx_order_size_code,"Coded order size bucket (e.g., 21=100–499, 22=500–1,999, 23=2,000–4,999, 24=5,000+ shares)",VECTOR,100%,0,0
