Field,Description,Type,Coverage,Users,Alphas
mws87_actinvoratioceopres,Number of words of CEO/number of words of executives in presentation,VECTOR,63%,14,17
mws87_actinvoratioceoqa,Number of words spoken by CEO divided by number of words spoken by executives in Q&A.,VECTOR,63%,7,7
mws87_actinvoratiocfopres,Number of words of CFO/number of words of executives in presentation,VECTOR,60%,4,8
mws87_actinvoratiocfoqa,Number of words of CFO/number of words of executives in Q&A,VECTOR,59%,2,2
mws87_analyst_ari_qa,The ARI score of Sell Side Analysts in Q_A,VECTOR,71%,5,8
mws87_analyst_cli_qa,The CLI score of Sell Side Analysts in Q_A,VECTOR,71%,14,18
mws87_analyst_dcs_qa,The DCS score of Sell Side Analysts in Q_A,VECTOR,71%,14,20
mws87_analyst_fkgl_qa,The FKGL score of sell side analysts in Q&A.,VECTOR,71%,6,6
mws87_analyst_forw_sent_qa,The Forward Sentiment Score of Sell Side Analysts in Q_A,VECTOR,57%,62,114
mws87_analyst_fre_qa,The Flesch Reading Ease score of the sell-side analysts in Q&A,VECTOR,71%,8,13
mws87_analyst_gfi_qa,The GFI score of sell side analysts in Q&A,VECTOR,71%,5,12
mws87_analyst_neg_logit_qa,The Negative Logit of Sell Side Analysts in Q_A,VECTOR,71%,59,110
mws87_analyst_neu_logit_qa,The Neutral Logit of Sell Side Analysts in Q&A,VECTOR,71%,32,74
mws87_analyst_pos_logit_qa,The Positive Logit of sell side analysts in Q&A.,VECTOR,71%,96,184
mws87_analyst_sent_score_qa,The sentiment score of sell side analysts in Q&A.,VECTOR,71%,39,61
mws87_analyst_smog_qa,The SMOG score of sell side analysts in Q&A,VECTOR,71%,8,12
mws87_analystattendence,number of Sell Side Analysts that attend the conference,VECTOR,70%,2,2
mws87_aq_erf,The FRE score in Q&A,VECTOR,72%,8,10
mws87_aq_erf_oec,The FRE score of CEO in Q_A,VECTOR,67%,11,11
mws87_aq_erf_ofc,The FRE score of CFO in Q&A.,VECTOR,63%,1,1
mws87_aq_ifg,The GFI score in Q_A,VECTOR,72%,2,2
mws87_aq_ifg_oec,The GFI score of CEO in Q&A.,VECTOR,67%,2,3
mws87_aq_ifg_ofc,The GFI score of CFO in Q&A.,VECTOR,63%,5,5
mws87_aq_ilc,The CLI score in Q&A.,VECTOR,72%,7,10
mws87_aq_ilc_oec,The CLI score of CEO in Q&A,VECTOR,67%,5,5
mws87_aq_ilc_ofc,The Coleman-Liau Index score of the CFO in Q&A,VECTOR,63%,3,5
mws87_aq_ira,The ARI score in Q&A,VECTOR,72%,3,3
mws87_aq_ira_oec,The ARI score of CEO in Q&A,VECTOR,67%,1,1
mws87_aq_ira_ofc,The ARI score of CFO in Q&A,VECTOR,63%,3,3
mws87_aq_lgkf,The FKGL score in Q&A,VECTOR,72%,2,2
mws87_aq_lgkf_oec,The FKGL score of CEO in Q_A.,VECTOR,67%,2,2
mws87_aq_lgkf_ofc,The FKGL score of CFO in Q_A.,VECTOR,63%,4,6
mws87_aq_scd,The DCS score in Q&A,VECTOR,72%,4,6
mws87_aq_scd_oec,The DCS score of CEO in Q&A.,VECTOR,67%,3,3
mws87_aq_scd_ofc,The DCS score of CFO in Q&A.,VECTOR,63%,2,2
mws87_ari_all,The ARI score in the whole conference call,VECTOR,73%,7,12
