Field,Description,Type,Coverage,Users,Alphas
max_primary_sentiment_score_transfer,Daily maximum of variant-1 sentiment scores for the stock-day,MATRIX,100%,2,2
max_secondary_sentiment_score_transfer,"Daily maximum of variant 2 sentiment across PR events; scale [-1, 1]",MATRIX,100%,3,4
max_sentiment_score_transfer,Daily maximum of base sentiment scores across PR events mapped to the stock,MATRIX,100%,1,1
mean_primary_sentiment_score_transfer,Daily mean of sentiment1 scores across PR events (may be weighted by article importance),MATRIX,100%,3,3
mean_secondary_sentiment_score_transfer,Daily mean of sentiment2 scores across PR events (may be weighted by article importance),MATRIX,100%,1,1
mean_sentiment_score_transfer,Daily mean of base sentiment scores across PR events (often weighted by article importance),MATRIX,100%,5,5
median_primary_sentiment_score_transfer,Daily median of sentiment1 scores across PR events,MATRIX,100%,3,3
median_secondary_sentiment_score_transfer,"Median of the TRNA-style sentiment2 scores from all RavenPack press-release events linked to the stock on that day (USA region, D1 delay)",MATRIX,100%,1,1
median_sentiment_score_transfer,Daily median of event-level sentiment scores for the stock-day,MATRIX,100%,1,1
min_primary_sentiment_score_transfer,"Daily minimum of sentiment1 scores across PR events mapped to the stock; range [-1, 1]",MATRIX,100%,1,1
min_secondary_sentiment_score_transfer,"Daily minimum of variant 2 sentiment across PR events; scale [-1, 1]",MATRIX,100%,1,1
min_sentiment_score_transfer,"Daily minimum of main sentiment across PR events; scale [-1, 1]",MATRIX,100%,2,2
mws84_sentiment,"Per-event main sentiment score for mapped PR headlines; TRNA-style scale [-1, 1]; D1 horizon",VECTOR,100%,22,57
news_item_count_transfer,"Total number of PR headlines mapped to the stock on that day (USA, D1)",MATRIX,100%,1,1
normalized_news_item_count_transfer_2,"Normalized daily news article count (unitless), scaled by 90-day rolling mean for cross-sectional comparability",MATRIX,100%,1,1
primary_sentiment_score_transfer,"Variant 1 sentiment score per PR headline at D1; range [-1, 1]",VECTOR,100%,2,2
secondary_sentiment_score_transfer,"Variant 2 sentiment score per PR headline at D1; range [-1, 1]",VECTOR,100%,2,2
skew_primary_sentiment_score_transfer,The skewness of the primary transferred sentiment score distribution for the period.,MATRIX,100%,1,1
skew_secondary_sentiment_score_transfer,"Skewness of the distribution of TRNA-style sentiment2 scores across all RavenPack press-release events linked to the stock on that day (USA region, D1 delay)",MATRIX,100%,1,1
skew_sentiment_score_transfer,Skewness of the distribution of event-level sentiment scores for the stock-day,MATRIX,100%,1,1
sum_primary_sentiment_score_transfer,The sum of all primary transferred sentiment scores for the period.,MATRIX,100%,1,1
sum_secondary_sentiment_score_transfer,Daily sum of variant-2 sentiment scores across all PR events for the stock-day,MATRIX,100%,0,0
sum_sentiment_score_transfer,"Sum of the main TRNA-style sentiment scores across all RavenPack press-release events linked to the stock on that day (USA region, D1 delay)",MATRIX,100%,1,1
