Field,Description,Type,Coverage,Users,Alphas
fnd14_03_aijd,"Flag indicating whether the company is part of the Dow Jones Industrial Average 30 Index (0=No, 1=Yes)",VECTOR,100%,45,68
fnd14_1_mtt_vqe_hsc_hsc_nhc_hsc_stl,"Trailing Twelve Months change in cash and cash equivalents, summed from the cash flow statement over the last four quarters, possibly fiscal year change if last quarter ends the fiscal year",VECTOR,100%,112,191
fnd14_1_pc_krm_sto_rhs_ltt_stl,Market capitalization of the company calculated at the end of the reported quarter,VECTOR,100%,53,86
fnd14_1_rtq_vqe_hsc_hsc_nhc_hsc_stl,Change in cash and cash equivalents as reported in the cash flow statement for the most recent fiscal quarter,VECTOR,88%,104,158
fnd14_1_sto_rhs_ltt_stl,Total number of shares outstanding for the company at the end of the reported quarter,VECTOR,100%,54,84
fnd14_1_td_sto_rhs_ltt_stl,Date and time when the number of shares outstanding was recorded for the company,VECTOR,100%,35,51
fnd14_1_vqe_hsc_hsc_slb_stl,"Total cash and cash equivalents on hand, as listed in the company’s balance sheet at the end of the latest reported quarter",VECTOR,100%,29,39
fnd14_2_mtt_vqe_hsc_hsc_nhc_hsc_stl,"Trailing Twelve Months (TTM) change in cash and cash equivalents, summed from the previous four quarters from the cash flow statement; if the quarter ends a fiscal year, this is also the fiscal year's change",VECTOR,93%,32,46
fnd14_2_pc_krm_sto_rhs_ltt_stl,Market capitalization at the end of the reported quarter,VECTOR,100%,17,22
fnd14_2_rtq_vqe_hsc_hsc_nhc_hsc_stl,"Change in cash and cash equivalents for the company during the reported quarter, from the cash flow statement",VECTOR,90%,21,26
fnd14_2_sto_rhs_ltt_stl,Number of outstanding shares at the recorded date,VECTOR,100%,39,60
fnd14_2_td_sto_rhs_ltt_stl,Date and time when the number of outstanding shares was recorded,VECTOR,100%,24,33
fnd14_2_vqe_hsc_hsc_slb_stl,Total cash and cash equivalents from the balance sheet as of the end of the reported quarter,VECTOR,96%,32,42
fnd14_acc_flr_prd_end_dt_nm,Date marking period end for which the accelerated filer source information was provided (typically fiscal year or quarter end),VECTOR,99%,24,36
fnd14_accel_filer_accounting_basis,"Indicates which basis of accounting the registrant has prepared the financial statements in the most recent periodic report (as disclosed in the document header). For which periodic report this data corresponds, please refer to the fields Accelerated Filer Source and Source Date. Note that only 20-F filers are required to disclose this in the document header.",VECTOR,100%,15,19
fnd14_accel_filer_form_fkey,Most recent filing analyzed which contained information regarding the registrant's accelerated filer status,VECTOR,100%,12,15
fnd14_accel_filer_is_shell_company,"Indicator of whether the registrant identified itself as a shell company (1=Yes, 2=Did not disclose, 0=No)",VECTOR,100%,120,157
fnd14_accel_filer_is_voluntary_filer,"Indicator of whether the registrant filed as a voluntary filer (1=Yes, 2=Did not disclose, 0=No)",VECTOR,100%,20,22
fnd14_bus_addr,Business address of registrant (complete),VECTOR,100%,23,25
fnd14_bus_city,Current business address information. Programmatically extracted and matched from the sec.gov's registrant header page,VECTOR,100%,27,40
fnd14_bus_county_name,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.",VECTOR,100%,32,42
fnd14_bus_phone,Business phone of registrant,VECTOR,100%,10,11
fnd14_bus_state,Current business address information. Programmatically extracted and matched from the sec.gov's registrant header page,VECTOR,100%,15,18
fnd14_bus_state_country,Business country region of registrant,VECTOR,100%,28,32
fnd14_bus_state_name,Current business address information. Translation of state code field,VECTOR,100%,18,18
fnd14_bus_state_region,Business state region of registrant,VECTOR,100%,24,29
