Field,Description,Type,Coverage,Users,Alphas
anl15_bps_gr_12_m_1m_chg,"Weighted one-month percent change in forward 12-month BPS forecasts using a constant sample, aggregated at the group level",MATRIX,100%,553,6568
anl15_bps_gr_12_m_3m_chg,"Weighted three-month percent change in 12-month forward earnings forecasts, aggregated at the group level",MATRIX,100%,210,517
anl15_bps_gr_12_m_6m_chg,"Weighted six-month percent change in 12-month forward earnings forecasts, using a constant sample, aggregated at the group level in AMR",MATRIX,100%,223,785
anl15_bps_gr_12_m_cos,The number of companies with a 12 month forward mean book value per share(BPS) estimation within GICS group grouping.,MATRIX,100%,224,531
anl15_bps_gr_12_m_cos_dn,Group-level number of companies whose 12-month forward mean BPS was lowered since last month,MATRIX,100%,203,1180
anl15_bps_gr_12_m_cos_up,Group-level number of companies with raised 12-month forward mean EPS since last month,MATRIX,100%,184,966
anl15_bps_gr_12_m_ests,The 12 month forward pro-rated total number of estimates within GICS group grouping.,MATRIX,100%,156,534
anl15_bps_gr_12_m_ests_dn,Group-level pro-rated number of 12-month forward BPS estimates lowered since last month,MATRIX,100%,196,640
anl15_bps_gr_12_m_ests_up,Group-level pro-rated number of 12-month forward estimates raised since last month,MATRIX,100%,186,718
anl15_bps_gr_12_m_gro,The weighted 12 month forward year over year growth of book value per share(BPS) estimation aggregated within GICS group grouping.,MATRIX,100%,267,2408
anl15_bps_gr_12_m_mean,The weighted average of 12 month forward book value per share(BPS) estimation aggregated within GICS group grouping.,MATRIX,100%,165,426
anl15_bps_gr_12_m_pe,Group-level weighted average Price/Earnings ratio based on 12-month forward earnings,MATRIX,100%,189,839
anl15_bps_gr_12_m_st_dev,"Standard deviation of 12-month forward earnings forecasts, aggregated at the group level in Europe",MATRIX,100%,131,266
anl15_bps_gr_12_m_total,The total of 12 month forward book value per share(BPS) estimation aggregated within GICS group grouping.,MATRIX,100%,178,769
anl15_bps_gr_12_m_tr_mean,The weighted average of 12 month trailing book value per share(BPS) aggregated within GICS group grouping.,MATRIX,100%,118,322
anl15_bps_gr_18_m_1m_chg,"Weighted one-month percent change in the 18-month forward earnings forecasts, using a constant sample, aggregated at the group level for the AMR region",MATRIX,100%,103,413
anl15_bps_gr_18_m_3m_chg,"Weighted three-month percent change in the 18-month forward earnings forecasts, using a constant sample, aggregated at the group level for the AMR region",MATRIX,100%,91,194
anl15_bps_gr_18_m_6m_chg,"Weighted six-month percent change in the 18-month forward earnings forecasts, using a constant sample, aggregated at the group level in AMR",MATRIX,100%,148,502
anl15_bps_gr_18_m_cos,The number of companies with a 18 month forward mean book value per share(BPS) estimation within GICS group grouping.,MATRIX,100%,108,268
anl15_bps_gr_18_m_cos_dn,The number of companies for which 18 month forward mean book value per share(BPS) estimation has been lowered from last month within GICS group grouping.,MATRIX,100%,141,917
anl15_bps_gr_18_m_cos_up,"Number of companies whose 18-month forward consensus mean earnings was raised since last month, aggregated at group level",MATRIX,100%,79,139
anl15_bps_gr_18_m_ests,"Number of 18-month forward BPS estimates, aggregated at the group level for the Americas",MATRIX,100%,93,316
anl15_bps_gr_18_m_ests_dn,"Number of estimates with negative revision over the trailing 18 months, aggregated at the group level for Asia",MATRIX,100%,108,503
anl15_bps_gr_18_m_ests_up,"Number of estimates with positive revision for the 18-month forward period, aggregated at the group level in AMR",MATRIX,100%,93,178
anl15_bps_gr_18_m_gro,The weighted 18 month forward year over year growth of book value per share(BPS) estimation aggregated within GICS group grouping.,MATRIX,100%,116,378
anl15_bps_gr_18_m_mean,"Weighted average of 18-month forward BPS consensus forecasts, aggregated at group level",MATRIX,100%,102,464
anl15_bps_gr_18_m_pe,The weighted average price/earnings ratio based on 18 month forward EPS estimation aggregated within GICS group grouping.,MATRIX,100%,113,275
anl15_bps_gr_18_m_st_dev,Group-level weighted average standard deviation of 18-month forward EPS forecasts,MATRIX,100%,86,296
anl15_bps_gr_18_m_total,The total of 18 month forward book value per share(BPS) estimation aggregated within GICS group grouping.,MATRIX,100%,97,348
anl15_bps_gr_cal_fy0_gro,"Group-level weighted year-over-year growth in earnings for calendarized Fiscal Year 0, percent change weighted by shares",MATRIX,100%,120,392
anl15_bps_gr_cal_fy0_pe,Weighted average price-to-earnings ratio for calendarized Fiscal Year 0 aggregated at the group level,MATRIX,100%,117,626
anl15_bps_gr_cal_fy0_total,The total of book value per share(BPS) estimation for the current calendarized fiscal year aggregated within GICS group grouping.,MATRIX,100%,86,160
anl15_bps_gr_cal_fy0_val,The weighted average of book value per share(BPS) estimation for the current calendarized fiscal year aggregated within GICS group grouping.,MATRIX,100%,105,225
anl15_bps_gr_cal_fy1_1m_chg,"Weighted one-month percent change in earnings forecasts for calendarized Fiscal Year 1, using a constant sample, aggregated at group level",MATRIX,100%,77,353
anl15_bps_gr_cal_fy1_3m_chg,Weighted three-month percent change in earnings forecasts for calendarized Fiscal Year 1 using a constant sample aggregated at group level,MATRIX,100%,56,316
anl15_bps_gr_cal_fy1_6m_chg,Six month percent change for calendarized Fiscal Year 1 aggregated at group level,MATRIX,100%,95,816
anl15_bps_gr_cal_fy1_cos,"Number of analyst estimates (coverage count) contributing to the FY1 BPS consensus at the group level, globally",MATRIX,100%,77,216
anl15_bps_gr_cal_fy1_ests,"Total number of estimates for calendarized Fiscal Year 1, aggregated at group level",MATRIX,100%,80,638
anl15_bps_gr_cal_fy1_gro,Group-level weighted year-over-year growth in earnings for calendarized Fiscal Year 1,MATRIX,100%,64,309
