Field,Description,Type,Coverage,Users,Alphas
mdl55_groupindustry_aat_stocks,"Number of stocks used to calculate the aggregate asset turnover (%) for the specific time period, industry, and indicator",MATRIX,92%,51,207
mdl55_groupindustry_abm_stocks,"Number of stocks used to calculate the Aggregate Book / Market Value (%) for the specific time period, industry and indicator",MATRIX,92%,33,83
mdl55_groupindustry_acr_stocks,"Number of stocks used to calculate the Aggregate Current Ratio for the specific time period, industry, and indicator",MATRIX,90%,16,26
mdl55_groupindustry_acs_stocks,"Number of stocks used to calculate the Aggregate CAPEX/Sales Ratio (%) for the specific time period, industry, and indicator",MATRIX,92%,22,42
mdl55_groupindustry_adc_stocks,"Number of stocks used to calculate the Aggregate Dividend Coverage (%) for the specific time period, industry, and indicator",MATRIX,92%,21,63
mdl55_groupindustry_adcx_stocks,"Number of stocks used to calculate the Aggregate Dividend Coverage excl. Nonpayers (%) for the specific time period, industry, and indicator",MATRIX,92%,23,38
mdl55_groupindustry_ade_20pctl,20th percentile value of Aggregate Debt/Equity Ratio (%) for the stock industry,MATRIX,54%,13,25
mdl55_groupindustry_ade_50pctl,50th percentile value of Aggregate Debt / Equity Ratio (%) for the stock industry,MATRIX,92%,21,57
mdl55_groupindustry_ade_80pctl,80th percentile value of Aggregate Debt/Equity Ratio (%) for the stock industry,MATRIX,92%,29,95
mdl55_groupindustry_ade_mcwa,Market Capitalization Weighted Average of Aggregate Debt / Equity Ratio (%) for all stocks within the industry,MATRIX,92%,18,58
mdl55_groupindustry_ade_stocks,"Number of stocks used to calculate the Aggregate Debt / Equity Ratio (%) for the specific time period, industry, and indicator",MATRIX,92%,23,46
mdl55_groupindustry_ady_50pctl,50th percentile value of Aggregate Dividend Yield (%) for the stock industry,MATRIX,38%,12,21
mdl55_groupindustry_ady_80pctl,80th percentile value of Aggregate Dividend Yield (%) for the stock industry,MATRIX,74%,13,28
mdl55_groupindustry_ady_mcwa,Market Capitalization Weighted Average of Aggregate Dividend Yield (%) for all stocks within the industry,MATRIX,92%,21,62
mdl55_groupindustry_ady_stocks,"Number of stocks used to calculate the Aggregate Dividend Yield (%) for the specific time period, industry, and indicator",MATRIX,92%,11,24
mdl55_groupindustry_adyx_20pctl,20th percentile value of Aggregate Dividend Yield excl Nonpayers (%) for the stock industry,MATRIX,92%,17,39
mdl55_groupindustry_adyx_50pctl,50th percentile value of Aggregate Dividend Yield excl Nonpayers (%) for the stock industry,MATRIX,92%,17,43
mdl55_groupindustry_adyx_80pctl,80th percentile value of Aggregate Dividend Yield excl Nonpayers (%) for the stock industry,MATRIX,92%,17,40
mdl55_groupindustry_adyx_mcwa,Market Capitalization Weighted Average of Aggregate Dividend Yield excl Nonpayers (%) for all stocks within the industry,MATRIX,92%,23,72
mdl55_groupindustry_adyx_stocks,"Number of stocks used to calculate the Aggregate Dividend Yield excl. Nonpayers (%) for the specific time period, industry, and indicator",MATRIX,92%,15,41
mdl55_groupindustry_aee_stocks,"Number of stocks used to calculate the aggregate EBITDA/enterprise value (%) for the specific time period, industry, and indicator",MATRIX,92%,11,26
mdl55_groupindustry_aey_stocks,"Number of stocks used to calculate the aggregate earnings yield (%) for the specific time period, industry, and indicator",MATRIX,92%,10,20
mdl55_groupindustry_afs_stocks,"Number of stocks used to calculate the aggregate free cash flow / sales ratio (%) for the specific time period, industry, and indicator",MATRIX,92%,8,19
mdl55_groupindustry_agm_stocks,"Number of stocks used to calculate the Aggregate Gross Margin (%) for the specific time period, industry and indicator",MATRIX,92%,19,81
mdl55_groupindustry_aom_stocks,"Number of stocks used to calculate the Aggregate Operating Margin (%) for the specific time period, industry and indicator",MATRIX,92%,9,39
mdl55_groupindustry_aroc_20pctl,20th percentile value of Aggregate Return on Capital (%) for the stock industry,MATRIX,92%,7,36
mdl55_groupindustry_aroc_50pctl,50th percentile value of Aggregate Return on Capital (%) for the stock industry,MATRIX,92%,9,41
mdl55_groupindustry_aroc_80pctl,80th percentile value of Aggregate Return on Capital (%) for the stock industry,MATRIX,92%,9,18
mdl55_groupindustry_aroc_mcwa,Market Capitalization Weighted Average of Aggregate Return on Capital (%) for all stocks within the industry,MATRIX,92%,17,52
mdl55_groupindustry_aroc_stocks,"Number of stocks used to calculate the Aggregate Return on Capital (%) for the specific time period, industry and indicator",MATRIX,92%,15,27
mdl55_groupindustry_aroe_20pctl,20th percentile value of Aggregate Return on Equity (%) for the stock industry,MATRIX,89%,11,19
mdl55_groupindustry_aroe_50pctl,50th percentile value of Aggregate Return on Equity (%) for the stock industry,MATRIX,91%,17,40
mdl55_groupindustry_aroe_80pctl,80th percentile value of Aggregate Return on Equity (%) for the stock industry,MATRIX,91%,16,43
mdl55_groupindustry_aroe_mcwa,Market Capitalization Weighted Average of Aggregate Return on Equity (%) for all stocks within the industry,MATRIX,92%,17,32
