Field,Description,Type,Coverage,Users,Alphas
snt23_2dts_gen_212,General sentiment score.,MATRIX,100%,4,9
snt23_2dts_sop_219,Sentiment daily time series value.,MATRIX,100%,2,2
snt23_2dts_tuen_214,Sentiment daily time series value.,MATRIX,100%,3,3
snt23_2neg_conf_low,Lower bound of the 95% confidence interval for the mean negative sentiment score for the stock on that date; may fall outside 0–1,MATRIX,100%,15,19
snt23_2neg_conf_low_223,Confidence level of sentiment.,MATRIX,100%,4,9
snt23_2neg_conf_up,Upper bound of the 95% confidence interval for the mean negative sentiment score for the stock on that date; may fall outside 0–1,MATRIX,100%,5,5
snt23_2neg_conf_up_231,Confidence level of sentiment.,MATRIX,100%,3,3
snt23_2neg_max,Maximum negative sentiment score across all stories for the stock on that date; unit: proportion 0–1,MATRIX,100%,9,9
snt23_2neg_max_227,Maximum negative sentiment value.,MATRIX,100%,4,4
snt23_2neg_mean,Average negative sentiment score across all stories for the stock on that date; unit: proportion 0–1,MATRIX,100%,9,10
snt23_2neg_mean_218,Average negative sentiment value.,MATRIX,100%,4,4
snt23_2neg_median,Median negative sentiment score across all stories for the stock on that date; unit: proportion 0–1,MATRIX,100%,9,11
snt23_2neg_median_220,Median negative sentiment value.,MATRIX,100%,2,3
snt23_2neg_min,Minimum negative sentiment score across all Inferess-linked news stories for the stock on that date (same-day aggregation); unit: proportion 0–1,MATRIX,100%,16,19
snt23_2neg_min_229,Minimum negative sentiment value.,MATRIX,100%,1,2
snt23_2neg_std,Standard deviation of negative sentiment scores across all stories for the stock on that date; unit: proportion 0–1,MATRIX,100%,16,19
snt23_2neut_conf_low,Lower bound of the 95% confidence interval for the mean neutral sentiment score for the stock on that date; may fall outside 0–1,MATRIX,100%,6,8
snt23_2neut_conf_low_217,Confidence level of sentiment.,MATRIX,100%,3,3
snt23_2neut_conf_up,Upper bound of the 95% confidence interval for the mean neutral sentiment score for the stock on that date; may fall outside 0–1,MATRIX,100%,10,12
snt23_2neut_conf_up_224,Confidence level of sentiment.,MATRIX,100%,4,14
snt23_2neut_max,Maximum neutral sentiment score across all stories for the stock on that date; unit: proportion 0–1,MATRIX,100%,10,11
snt23_2neut_max_226,Maximum neutral sentiment value.,MATRIX,100%,1,5
snt23_2neut_mean,Average neutral sentiment score across all stories for the stock on that date; unit: proportion 0–1,MATRIX,100%,2,2
snt23_2neut_mean_230,Average neutral sentiment value.,MATRIX,100%,2,2
snt23_2neut_median,Median neutral sentiment score across all stories for the stock on that date; unit: proportion 0–1,MATRIX,100%,1,1
snt23_2neut_median_213,Median neutral sentiment value.,MATRIX,100%,1,1
snt23_2neut_min,Minimum neutral sentiment score across all stories for the stock on that date; unit: proportion 0–1,MATRIX,100%,10,13
