Field,Description,Type,Coverage,Users,Alphas
mdl165_dl8ibesnuggetschiwumodel1_01v,"Layer-1 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,194,519
mdl165_dl8ibesnuggetschiwumodel1_02v,"Layer-1 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,87,256
mdl165_dl8ibesnuggetschiwumodel1_03v,"Layer-2 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,102,278
mdl165_dl8ibesnuggetschiwumodel1_04v,"Layer-2 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,88,279
mdl165_dl8ibesnuggetschiwumodel1_11v,"Layer-1 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,80,258
mdl165_dl8ibesnuggetschiwumodel1_12v,layer 1 feature derived from analyst data,MATRIX,100%,75,304
mdl165_dl8ibesnuggetschiwumodel1_13v,"Nonlinear latent embedding feature (layer 2) from D1-lagged, point-in-time IBES analyst data; non-interpretable scalar meta-feature",MATRIX,100%,116,526
mdl165_dl8ibesnuggetschiwumodel1_14v,"Nonlinear latent embedding feature (layer 2) from D1-lagged, point-in-time IBES analyst data; non-interpretable scalar meta-feature",MATRIX,100%,157,676
mdl165_dl8ibesnuggetschiwumodel1_1v,"Layer-1 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,62,161
mdl165_dl8ibesnuggetschiwumodel1_21v,"Layer-1 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,287,850
mdl165_dl8ibesnuggetschiwumodel1_22v,"Layer-1 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,58,278
mdl165_dl8ibesnuggetschiwumodel1_23v,"Nonlinear latent embedding feature (layer 2) from D1-lagged, point-in-time IBES analyst data; non-interpretable scalar meta-feature",MATRIX,100%,55,164
mdl165_dl8ibesnuggetschiwumodel1_24v,"Layer-2 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,47,92
mdl165_dl8ibesnuggetschiwumodel1_2v,"Nonlinear latent embedding feature (layer 1) from D1-lagged, point-in-time IBES analyst data; non-interpretable scalar meta-feature",MATRIX,100%,43,171
mdl165_dl8ibesnuggetschiwumodel1_31v,"Layer-1 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,43,83
mdl165_dl8ibesnuggetschiwumodel1_32v,"Layer-1 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,36,81
mdl165_dl8ibesnuggetschiwumodel1_33v,"Layer-2 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,55,137
mdl165_dl8ibesnuggetschiwumodel1_34v,"Nonlinear latent embedding feature (layer 2) from D1-lagged, point-in-time IBES analyst data; non-interpretable scalar meta-feature",MATRIX,100%,95,406
mdl165_dl8ibesnuggetschiwumodel1_3v,"Nonlinear latent embedding feature (layer 1) from D1-lagged, point-in-time IBES analyst data; non-interpretable scalar meta-feature",MATRIX,100%,53,102
mdl165_dl8ibesnuggetschiwumodel1_41v,"Layer-1 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,34,117
mdl165_dl8ibesnuggetschiwumodel1_42v,"Layer-1 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,107,477
mdl165_dl8ibesnuggetschiwumodel1_43v,"Layer-2 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,43,135
mdl165_dl8ibesnuggetschiwumodel1_44v,"Nonlinear latent embedding feature (layer 2) from D1-lagged, point-in-time IBES analyst data; non-interpretable scalar meta-feature",MATRIX,100%,45,67
mdl165_dl8ibesnuggetschiwumodel1_4v,"Layer-1 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,47,79
mdl165_dl8ibesnuggetschiwumodel1_51v,"Nonlinear latent embedding feature (layer 1) from D1-lagged, point-in-time IBES analyst data; non-interpretable scalar meta-feature",MATRIX,100%,54,356
mdl165_dl8ibesnuggetschiwumodel1_52v,"Nonlinear latent embedding feature (layer 2) from D1-lagged, point-in-time IBES analyst data; non-interpretable scalar meta-feature",MATRIX,100%,128,445
mdl165_dl8ibesnuggetschiwumodel1_53v,"Layer-2 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,53,165
mdl165_dl8ibesnuggetschiwumodel1_54v,"Nonlinear latent embedding feature (layer 2) from D1-lagged, point-in-time IBES analyst data; non-interpretable scalar meta-feature",MATRIX,100%,43,114
mdl165_dl8ibesnuggetschiwumodel1_5v,"Nonlinear latent embedding feature (layer 1) from D1-lagged, point-in-time IBES analyst data; non-interpretable scalar meta-feature",MATRIX,100%,34,53
mdl165_dl8ibesnuggetschiwumodel1_61v,"Layer-1 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,70,172
mdl165_dl8ibesnuggetschiwumodel1_62v,"Layer-2 deep-learning latent feature derived from embargoed IBES sell-side analyst data (D1-lagged, point-in-time)",MATRIX,100%,38,80
