Field,Description,Type,Coverage,Users,Alphas
annual_ebit_prediction_mean_abs_error,Mean absolute error of the annual EBIT prediction model,MATRIX,26%,0,0
annual_ebitda_prediction_mean_abs_error,"Mean Average Error of the model of Earnings before Interest,Tax and Depreciation",MATRIX,27%,0,0
annual_eibt_prediction_mean_abs_dev_actual,Mean absolute deviation of actual annual EIBT values.,MATRIX,25%,0,0
annual_eibt_prediction_mean_abs_error,Mean absolute error of annual EIBT model predictions.,MATRIX,25%,0,0
annual_net_income_prediction_mean_abs_error,Mean Average Error of the model of Net Income,MATRIX,25%,0,0
annual_otlo_prediction_mean_abs_dev_actual,Mean absolute deviation of actual annual OTLO values.,MATRIX,25%,0,0
annual_otlo_prediction_mean_abs_error,Mean absolute error of annual OTLO model predictions.,MATRIX,25%,0,0
annual_sbda_prediction_mean_abs_dev_actual,Mean absolute deviation of actual annual SBDA values.,MATRIX,25%,0,0
annual_sbda_prediction_mean_abs_error,Mean absolute error of annual SBDA model predictions.,MATRIX,25%,0,0
annual_sncc_prediction_mean_abs_dev_actual,Mean absolute deviation of actual annual SNCC values.,MATRIX,25%,0,0
annual_sncc_prediction_mean_abs_error,Mean absolute error of annual SNCC model predictions.,MATRIX,25%,0,0
annual_socf_prediction_mean_abs_dev_actual,Mean absolute deviation of actual annual SOCF values.,MATRIX,26%,0,0
annual_socf_prediction_mean_abs_error,Mean absolute error of annual SOCF model predictions.,MATRIX,26%,0,0
annual_sola_prediction_mean_abs_dev_actual,Mean absolute deviation of actual annual SOLA values.,MATRIX,26%,0,0
annual_sola_prediction_mean_abs_error,Mean absolute error of annual SOLA model predictions.,MATRIX,26%,0,0
compustat_liquidity_metric_one,1st liquidity measure of Predictive models,MATRIX,85%,3,3
compustat_liquidity_metric_three,3rd liquidity measure of Predictive models,MATRIX,68%,1,1
compustat_liquidity_metric_two,2nd liquidity measure of Predictive models,MATRIX,86%,0,0
mdl262_aacr_trkdpitdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Accounts Receivable,MATRIX,73%,13,38
mdl262_aacr_trkdpitdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Accounts Receivable,MATRIX,81%,12,27
mdl262_aacr_trkdpitdeltapredict_funda_mae,Mean Average Error of the model of Accounts Receivable,MATRIX,73%,7,11
mdl262_aacr_trkdpitdeltapredict_funda_predict,Predict value of Accounts Receivable,MATRIX,81%,10,10
mdl262_acae_a_profitability_profitability1,1st profitability field of Annual Cash&Equivalents,MATRIX,96%,18,23
mdl262_acae_a_profitability_profitability10,10th profitability field of Annual Cash&Equivalents,MATRIX,57%,5,12
mdl262_acae_a_profitability_profitability11,11th profitability field of Annual Cash&Equivalents,MATRIX,58%,13,25
mdl262_acae_a_profitability_profitability12,12th profitability field of Annual Cash&Equivalents,MATRIX,78%,11,17
mdl262_acae_a_profitability_profitability2,2nd profitability field of Annual Cash&Equivalents,MATRIX,96%,10,17
mdl262_acae_a_profitability_profitability3,3rd profitability field of Annual Cash&Equivalents,MATRIX,94%,7,12
mdl262_acae_a_profitability_profitability4,4th profitability field of Annual Cash&Equivalents,MATRIX,94%,4,7
mdl262_acae_a_profitability_profitability5,5th profitability field of Annual Cash&Equivalents,MATRIX,90%,23,37
mdl262_acae_a_profitability_profitability6,6th profitability field of Annual Cash&Equivalents,MATRIX,83%,5,7
mdl262_acae_a_profitability_profitability7,7th profitability field of Annual Cash&Equivalents,MATRIX,75%,2,2
