Field,Description,Type,Coverage,Users,Alphas
communications_industry_grouping_10_clusters,"Cluster label assignment for stocks within the Communications sector using Zura's statistical classification into 10 co-movement groups (statistical industry clusters); labels reflect dynamic, purely quantitative groupings, not traditional industry definitions",MATRIX,100%,0,0
communications_industry_grouping_20_clusters,"Cluster label assignment for stocks within the Communications sector using Zura's statistical classification into 20 co-movement groups (statistical industry clusters); labels reflect dynamic, purely quantitative groupings, not traditional industry definitions",MATRIX,100%,0,0
communications_industry_grouping_2_clusters,"Cluster label assignment for stocks within the Communications sector using Zura's statistical classification into 2 co-movement groups (statistical industry clusters); labels reflect dynamic, purely quantitative groupings, not traditional industry definitions",MATRIX,100%,1,1
communications_industry_grouping_50_clusters,"Cluster label assignment for stocks within the Communications sector using Zura's statistical classification into 50 co-movement groups (statistical industry clusters); labels reflect dynamic, purely quantitative groupings, not traditional industry definitions",MATRIX,100%,0,0
communications_industry_grouping_5_clusters,"Cluster label assignment for stocks within the Communications sector using Zura's statistical classification into 5 co-movement groups (statistical industry clusters); labels reflect dynamic, purely quantitative groupings, not traditional industry definitions",MATRIX,100%,1,1
communications_top3000_grouping_10_clusters,"Cluster assignment (1–10) for each stock in the top 3000 US Communications sector, based on statistical co-movement patterns for a given date; label indicates group membership, not economic meaning",MATRIX,100%,1,2
communications_top3000_grouping_20_clusters,"Cluster assignment (1–20) for each stock in the top 3000 US Communications sector, based on statistical co-movement patterns for a given date; label indicates group membership, not economic meaning",MATRIX,100%,0,0
communications_top3000_grouping_2_clusters,"Cluster assignment (1–2) for each stock in the top 3000 US Communications sector, based on statistical co-movement patterns for a given date; label indicates group membership, not economic meaning",MATRIX,100%,1,1
communications_top3000_grouping_50_clusters,"Cluster assignment (1–50) for each stock in the top 3000 US Communications sector, based on statistical co-movement patterns for a given date; label indicates group membership, not economic meaning",MATRIX,100%,0,0
communications_top3000_grouping_5_clusters,"Cluster assignment (1–5) for each stock in the top 3000 US Communications sector, based on statistical co-movement patterns for a given date; label indicates group membership, not economic meaning",MATRIX,100%,0,0
consumer_cyclical_industry_grouping_10_clusters,"Cluster assignment for each stock, identifying membership in one of 10 statistically-derived groupings within the Consumer Cyclical sector, based on historical stock return patterns (statistical industry classification, Zura method)",MATRIX,100%,0,0
consumer_cyclical_industry_grouping_20_clusters,"Cluster assignment for each stock, identifying membership in one of 20 statistically-derived groupings within the Consumer Cyclical sector, based on historical stock return patterns (statistical industry classification, Zura method)",MATRIX,100%,1,1
