Field,Description,Type,Coverage,Users,Alphas
mdl162_22_efcf,Predicting fcfe Field,MATRIX,91%,45,218
mdl162_22_ffcf,Predicting 252-day future FFCF,MATRIX,91%,23,114
mdl162_22_q_adbs,Predicting SBDA Field,MATRIX,91%,29,116
mdl162_22_q_cnin,Predicting fundamental field for 22 days,MATRIX,91%,29,170
mdl162_22_q_drpf,Predicting fprd Field,MATRIX,91%,18,61
mdl162_22_q_dtns,Predicting fundamental Field 22 days,MATRIX,91%,14,26
mdl162_22_q_eaca,Predicting fundamental Field 22 days,MATRIX,91%,11,33
mdl162_22_q_fltf,Predicting FTLF Field,MATRIX,91%,30,85
mdl162_22_q_ilti,Predicting fundamental Field 22 days,MATRIX,91%,16,30
mdl162_22_q_in,Predicting NI Field,MATRIX,89%,17,69
mdl162_22_q_ip,Predicted quarterly fundamental value 22 trading days forward,MATRIX,89%,47,167
mdl162_22_q_ndlf,Predicting fldn Field,MATRIX,91%,16,114
mdl162_22_q_oca,"Forecast of Accrued Other Current liabilities (Compustat ACO) 22 business days ahead, quarterly series",MATRIX,89%,18,32
mdl162_22_q_olto,Predicting fundamental Field 22 days,MATRIX,91%,23,169
mdl162_22_q_pa,Predicting fundamental Field 22 days,MATRIX,89%,18,146
mdl162_22_q_pdaio,Predicting fundamental Field 22 days,MATRIX,89%,24,49
mdl162_22_q_ta,Predicting fundamental Field 22 days,MATRIX,89%,22,84
mdl162_22_q_tcl,Predicting lct Field,MATRIX,89%,17,39
mdl162_22_q_xfspe,Predicting fundamental field for 22 days,MATRIX,89%,15,68
mdl162_252_a_adbs,Predicting SBDA Field,MATRIX,91%,20,25
mdl162_252_a_cnin,Predicting fundamental Field 252 days,MATRIX,91%,14,75
mdl162_252_a_drpf,Predicting fprd Field,MATRIX,91%,13,34
mdl162_252_a_dtns,Predicting fundamental Field 252 days,MATRIX,91%,13,43
mdl162_252_a_eaca,Predicting fundamental Field 252 days,MATRIX,91%,20,84
mdl162_252_a_fltf,Predicting FTLF Field,MATRIX,91%,24,136
mdl162_252_a_ilti,Predicting fundamental Field 252 days,MATRIX,91%,15,94
mdl162_252_a_in,Predicting NI Field,MATRIX,89%,10,67
mdl162_252_a_ip,Predicted annual fundamental value 252 trading days forward,MATRIX,89%,22,41
mdl162_252_a_ndlf,Predicting fldn Field,MATRIX,91%,8,16
mdl162_252_a_oca,Predicting ACO Field,MATRIX,89%,11,12
mdl162_252_a_olto,Predicting fundamental Field 252 days,MATRIX,91%,9,15
mdl162_252_a_pa,Predicting fundamental Field 252 days,MATRIX,89%,7,47
mdl162_252_a_pdaio,Predicting fundamental Field 252 days,MATRIX,89%,12,70
mdl162_252_a_ta,Predicting fundamental Field 252 days,MATRIX,89%,25,110
mdl162_252_a_tcl,Predicting lct Field,MATRIX,89%,8,10
mdl162_252_a_xfspe,Predicting fundamental field for 252 days,MATRIX,89%,16,37
mdl162_252_efcf,Predicting fcfe Field,MATRIX,91%,15,150
mdl162_252_ffcf,Predicting fundamental Field 22 days,MATRIX,91%,12,43
mdl162_621_a_adbs,Predicting SBDA Field,MATRIX,91%,18,99
mdl162_621_a_cnin,Predicting fundamental Field 126 days,MATRIX,91%,24,101
mdl162_621_a_drpf,Predicting fprd Field,MATRIX,91%,11,28
mdl162_621_a_dtns,Predicting fundamental field for 126 days,MATRIX,91%,21,83
mdl162_621_a_eaca,Predicting fundamental Field 126 days,MATRIX,91%,17,137
mdl162_621_a_fltf,Predicting FTLF Field,MATRIX,91%,21,91
mdl162_621_a_ilti,Predicting fundamental Field 126 days,MATRIX,91%,8,52
mdl162_621_a_in,Predicting NI Field,MATRIX,89%,17,71
mdl162_621_a_ip,Predicted annual fundamental value 126 trading days forward,MATRIX,89%,15,19
mdl162_621_a_ndlf,Predicting fldn Field,MATRIX,91%,11,15
mdl162_621_a_oca,Predicting ACO Field,MATRIX,89%,13,16
mdl162_621_a_olto,Predicting fundamental field for 126 days,MATRIX,91%,7,14
mdl162_621_a_pa,Predicting fundamental Field 126 days,MATRIX,89%,6,12
mdl162_621_a_pdaio,Predicting fundamental Field 126 days,MATRIX,89%,9,24
mdl162_621_a_ta,Predicting fundamental Field 126 days,MATRIX,89%,12,25
mdl162_621_a_tcl,Predicting lct Field,MATRIX,89%,6,6
mdl162_621_a_xfspe,Predicting fundamental Field 126 days,MATRIX,89%,19,104
mdl162_621_efcf,Predicting fcfe Field,MATRIX,91%,9,10
mdl162_621_ffcf,Predicting fundamental Field 126 days,MATRIX,91%,12,17
mdl162_66_efcf,Predicting fcfe Field,MATRIX,91%,16,29
mdl162_66_ffcf,Predicting fundamental Field 66 days,MATRIX,91%,17,37
mdl162_66_q_adbs,Predicting SBDA Field,MATRIX,91%,9,16
mdl162_66_q_cnin,Predicting fundamental Field 66 days,MATRIX,91%,24,142
mdl162_66_q_drpf,Predicting fprd Field,MATRIX,91%,24,157
mdl162_66_q_dtns,Predicting fundamental Field 66 days,MATRIX,91%,12,69
mdl162_66_q_eaca,Predicting fundamental Field 66 days,MATRIX,91%,9,25
mdl162_66_q_fltf,Predicting FTLF Field,MATRIX,91%,16,46
mdl162_66_q_ilti,Predicting fundamental Field 66 days,MATRIX,91%,7,18
mdl162_66_q_in,Predicting NI Field,MATRIX,89%,9,9
mdl162_66_q_ip,Predicted quarterly fundamental value 66 trading days forward,MATRIX,89%,13,28
mdl162_66_q_ndlf,Predicting fldn Field,MATRIX,91%,11,59
mdl162_66_q_oca,Predicting ACO Field,MATRIX,89%,8,15
mdl162_66_q_olto,Predicting fundamental Field for 66 days,MATRIX,91%,21,96
mdl162_66_q_pa,Predicting fundamental Field 66 days,MATRIX,89%,13,56
mdl162_66_q_pdaio,Predicting fundamental Field 66 days,MATRIX,89%,15,27
mdl162_66_q_ta,Predicting fundamental Field 66 days,MATRIX,89%,15,81
mdl162_66_q_tcl,Predicting lct Field,MATRIX,89%,21,28
mdl162_66_q_xfspe,Predicting fundamental Field 66 days,MATRIX,89%,14,38
mdl162_acae_a_126_error,Erroneous field,MATRIX,86%,12,46
mdl162_acae_a_252_error,Erroneous field,MATRIX,86%,5,8
