Field,Description,Type,Coverage,Users,Alphas
count_negative_bold_estimates_fy1,Count of negative bold FY1 earnings estimates,MATRIX,100%,6,6
count_negative_bold_estimates_quarter2,Count of analysts who issued negative bold (unusually large downward) earnings estimates for Fiscal Quarter 2,MATRIX,100%,3,5
count_negative_bold_estimates_quarter3,Count of negative bold (below-consensus) earnings estimates for Fiscal Quarter 3,MATRIX,100%,3,4
count_negative_bold_estimates_quarter4,Count of analysts who issued negative bold earnings estimates for Fiscal Quarter 4,MATRIX,100%,7,7
count_positive_bold_estimates_fy1,Count of positive bold FY1 earnings estimates,MATRIX,100%,1,2
count_positive_bold_estimates_fy2,Count of positive ‘bold’ (significantly higher than consensus) FY2 earnings estimates,MATRIX,100%,7,9
count_positive_bold_estimates_quarter2,Count of analysts who issued positive bold (unusually large upward) earnings estimates for Fiscal Quarter 2,MATRIX,100%,1,1
count_positive_bold_estimates_quarter3,number of positive rough estimates FQTR3 earnings,MATRIX,100%,3,5
count_positive_bold_estimates_quarter4,Count of positive bold (above-consensus) earnings estimates for Fiscal Quarter 4,MATRIX,100%,1,1
country_percentile_rank_float,Numeric percentile rank of the ARM score within the company’s country (float representation),MATRIX,100%,0,0
days_since_positive_bold_estimate_fy2,Number of days since the last positive ‘bold’ FY2 earnings estimate,MATRIX,26%,6,6
global_percentile_rank_float,Numeric percentile rank of the ARM score across the global universe (float representation),MATRIX,100%,4,4
is_parent_entity_flag,"Indicator whether the company is a parent/consolidated reporting entity in a corporate group (1=yes, 0=no)",MATRIX,100%,3,3
is_parent_entity_flag_v14,Indicator flag showing whether the company is a parent (consolidated) entity in a corporate group,MATRIX,100%,0,0
max_positive_bold_estimate_deviation_fy2,maximum positive bold estimate difference FYEAR2 earnings,MATRIX,26%,1,1
mdl26_5yr_hstrcl_grwth_rt,5year historical growth rate,MATRIX,74%,86,507
mdl26_60dy_srprs_lst_q_rnngs,60day surprise (actual value - predicted value) last QTR earnings,MATRIX,95%,257,1511
mdl26_60dy_srprs_lst_y_rnngs,60day surprise (actual value - predicted value) last YEAR earnings,MATRIX,96%,200,854
mdl26_7dy_bld_stmt_flg_fq1_rnngs,Flag indicating a bold FQ1 earnings estimate occurred within the past 7 days,MATRIX,31%,37,149
mdl26_7dy_bld_stmt_flg_fq2_rnngs,7day rough estimate flag FQTR2 earnings,MATRIX,32%,23,80
mdl26_7dy_bld_stmt_flg_fq3_rnngs,Flag indicating a bold earnings estimate occurred within the past 7 days for Fiscal Quarter 3,MATRIX,30%,17,33
mdl26_7dy_bld_stmt_flg_fq4_rnngs,Flag indicating a bold earnings estimate occurred within the past 7 days for Fiscal Quarter 4,MATRIX,30%,26,52
mdl26_7dy_bld_stmt_flg_fy2_rnngs,7day rough estimate flag FYEAR2 earnings,MATRIX,37%,91,217
mdl26_7dy_mn_chng_flg_fq1_rnngs,7day mean change flag FQTR1 earnings,MATRIX,79%,92,386
mdl26_7dy_mn_chng_flg_fq2_rnngs,7day mean change flag FQTR2 earnings,MATRIX,76%,50,123
mdl26_7dy_mn_chng_flg_fq3_rnngs,7day mean change flag FQTR3 earnings,MATRIX,74%,71,312
mdl26_7dy_mn_chng_flg_fq4_rnngs,7day mean change flag FQTR4 earnings,MATRIX,77%,44,57
mdl26_7dy_mn_chng_flg_fy1_rnngs,7day mean change flag FYEAR1 earnings,MATRIX,71%,69,208
mdl26_7dy_mn_chng_flg_fy2_rnngs,7day mean change flag FYEAR2 earnings,MATRIX,72%,44,160
mdl26_actual_last_q_earnings,Actual earnings reported for the most recent fiscal quarter,MATRIX,96%,134,812
mdl26_actual_last_q_ebitda,actual last QTR EBITDA,MATRIX,76%,1,1
mdl26_actual_last_q_revenue,Actual last quarter revenue,MATRIX,93%,2,3
mdl26_actual_last_y_earnings,Actual earnings reported for the most recent fiscal year,MATRIX,96%,88,283
mdl26_actual_last_y_ebitda,actual last YEAR EBITDA,MATRIX,79%,1,1
mdl26_actual_last_y_revenue,actual last YEAR revenue,MATRIX,94%,2,2
mdl26_arm_new_activity_flag,"Flag indicating newly detected analyst activity or revisions impacting ARM on this date; 1 = new activity present, 0 = none",MATRIX,100%,0,0
mdl26_arm_score_change_1,score change for days: 1,MATRIX,98%,5,21
mdl26_arm_score_change_3,score change for days: 3,MATRIX,98%,2,5
mdl26_arm_score_change_60,score change for days: 60,MATRIX,98%,1,1
mdl26_arm_score_change_7,score change for days: 7,MATRIX,98%,1,6
mdl26_arm_score_change_90,score change for days: 90,MATRIX,97%,1,2
mdl26_avrevsn_fq1_earnings_30,average revision FQTR1 earnings: 30 days,MATRIX,93%,121,436
mdl26_avrevsn_fq2_earnings_30,average revision FQTR2 earnings: 30 days,MATRIX,92%,34,81
mdl26_avrevsn_fq3_earnings_30,average revision FQTR3 earnings: 30 days,MATRIX,91%,54,183
mdl26_avrevsn_fq4_earnings_30,average revision FQTR4 earnings: 30 days,MATRIX,89%,65,175
mdl26_avrevsn_fy1_earnings_30,average revision FYEAR1 earnings: 30 days,MATRIX,96%,52,106
mdl26_avrevsn_fy2_earnings_30,average revision FYEAR2 earnings: 30 days,MATRIX,96%,38,105
mdl26_bld_stmt_flg_fq1_rnngs,Flag indicating whether the current fiscal quarter 1 earnings estimate is bold (significantly different from consensus),MATRIX,100%,30,125
mdl26_bld_stmt_flg_fq2_rnngs,Flag indicating that a bold earnings estimate event occurred for Fiscal Quarter 2,MATRIX,100%,21,71
mdl26_bld_stmt_flg_fq3_rnngs,rough estimate flag FQTR3 earnings,MATRIX,100%,24,90
mdl26_bld_stmt_flg_fq4_rnngs,Indicator flag showing whether there is currently a bold analyst estimate for FQ4 earnings,MATRIX,100%,24,85
mdl26_bld_stmt_flg_fy1_rnngs,Flag indicating the presence of a bold (significantly different from consensus) FY1 earnings estimate,MATRIX,100%,42,90
mdl26_bld_stmt_flg_fy2_rnngs,Flag indicating the presence of a ‘bold’ (significantly different from consensus) FY2 earnings estimate,MATRIX,100%,41,230
