Field,Description,Type,Coverage,Users,Alphas
anl11_1e,Aggregate score for Pollution Prevention & Environmental Remediation for the company,MATRIX,84%,98,178
anl11_1g,"Aggregate key performance indicator for board independence, diversity, and effectiveness",MATRIX,84%,62,134
anl11_1pme,Aggregate key performance indicator measuring company’s Compensation and Employee Satisfaction,MATRIX,84%,83,190
anl11_1tic,Aggregate key performance indicator for Community Engagement and Charitable Activities,MATRIX,83%,56,301
anl11_2_1e,Aggregate KPI for pollution prevention & environmental remediation,MATRIX,64%,1,6
anl11_2_1g,"Aggregate KPI for Board Independence, Diversity, & Effectiveness",MATRIX,70%,1,5
anl11_2_1pme,Aggregate KPI for Compensation & Employee Satisfaction,MATRIX,71%,3,10
anl11_2_1tic,Aggregate KPI for Community Engagement & Charitable Activities,MATRIX,68%,1,2
anl11_2_2e,Aggregate KPI for Anti-Pollution Policies & Environmental Transparency,MATRIX,62%,39,68
anl11_2_2g,Aggregate KPI for Management Standards & Ethics,MATRIX,73%,1,2
anl11_2_2pme,Aggregate KPI for employee diversity treatment & labor rights,MATRIX,73%,2,4
anl11_2_2tic,"Aggregate KPI for Human Rights Activism, Supply Chain, Labor & Human Rights Policies",MATRIX,72%,2,6
anl11_2_3e,Aggregate KPI for Energy & Resource Efficiency,MATRIX,69%,1,2
anl11_2_3g,"Aggregate KPI for Disclosure, Transparency, & Stakeholder Accountability",MATRIX,70%,1,3
anl11_2_3pme,"Aggregate KPI for Employee Continuing Education, Training, Work Conditions, Safety & Health",MATRIX,68%,1,1
anl11_2_3tic,Aggregate KPI for Business Model & Products,MATRIX,63%,1,1
anl11_2_e,"The E Score averages the E1, E2, and E3 scores.",MATRIX,70%,2,2
anl11_2_g,"The G Score averages the G1, G2, and G3 scores.",MATRIX,73%,2,7
anl11_2_gse,"The ESG Score averages the E, S, and G scores.",MATRIX,73%,2,2
anl11_2_pme,The EMP score averages the three EMP scores.,MATRIX,73%,29,51
anl11_2_region,Region of the world in which the company is headquartered,MATRIX,73%,47,143
anl11_2_tic,"The CIT Score averages the CIT1, CIT2, and CIT3 scores.",MATRIX,73%,3,5
anl11_2e,Aggregate score for Anti-Pollution Policies & Environmental Transparency for the company,MATRIX,83%,39,68
