Field,Description,Type,Coverage,Users,Alphas
accumulation_distribution_line_10d,"10-day Accumulation/Distribution Line; measures cumulative flow of volume into or out of a security based on price and volume over the past 10 trading days, z-score normalized",VECTOR,83%,7,7
accumulation_distribution_line_3d,"Accumulation/Distribution Line over a 3-day lookback, normalized",VECTOR,83%,3,3
accumulation_distribution_line_5d,"Accumulation/Distribution Line over a 5-day lookback, normalized",VECTOR,83%,2,2
aroon_oscillator_20d,"20-day Awesome Oscillator value, measuring the difference between 20-period and longer-period simple moving averages of the midpoint price to identify momentum shifts, normalized and clipped",VECTOR,83%,1,1
aroon_oscillator_3d,"Awesome Oscillator computed over a 3-day parameter; compares short-term and long-term SMAs of price midpoints to reflect momentum, z-score normalized",VECTOR,83%,2,2
aroon_oscillator_40d,"40-day Awesome Oscillator value, measuring the difference between 40-period and longer-period simple moving averages of the midpoint price to identify momentum shifts, normalized and clipped",VECTOR,83%,1,1
aroon_oscillator_5d,"Awesome Oscillator computed over a 5-day parameter; compares short-term and long-term SMAs of price midpoints to reflect momentum, z-score normalized",VECTOR,83%,0,0
average_directional_index_10d,"Z-score normalized Average Directional Movement Index (ADX) over a 10-day period, measuring trend strength",VECTOR,83%,0,0
average_directional_index_20d,"Z-score normalized Average Directional Movement Index (ADX) over a 20-day period, measuring trend strength",VECTOR,83%,1,1
average_directional_index_3d,"Average Directional Index (a technical indicator measuring trend strength), calculated over a 3-day window, z-score normalized",VECTOR,83%,2,2
average_true_range_3d,"Z-score normalized Average True Range (ATR) over a 3-day window, indicating short-term price volatility",VECTOR,83%,2,2
bollinger_band_value_20d,"Bollinger Bands metric (e.g., %B or bandwidth) over a 20-day window, normalized",VECTOR,83%,0,0
bollinger_band_value_3d,"Bollinger Bands metric (e.g., %B or bandwidth) over a 3-day window, normalized",VECTOR,83%,0,0
bollinger_band_value_5d,"Bollinger Bands metric (e.g., %B or bandwidth) over a 5-day window, normalized",VECTOR,83%,2,2
chaikin_money_flow_10d,"10-day Chaikin Money Flow; measures buying and selling pressure over the past 10 trading days using price and volume, z-score normalized",VECTOR,83%,1,1
chaikin_money_flow_20d,"20-day Chaikin Money Flow; measures buying and selling pressure over the past 20 trading days using price and volume, z-score normalized",VECTOR,83%,0,0
