Field,Description,Type,Coverage,Users,Alphas
anl14_actvalue_bvps_fp0,Book Value Per Share - recent last quarter,MATRIX,50%,172,552
anl14_actvalue_bvps_fy0,Book Value Per Share - Recent Last Year,MATRIX,50%,144,453
anl14_actvalue_capex_fp0,Capital Expenditures - Recent Last Quarter,MATRIX,50%,142,459
anl14_actvalue_capex_fy0,Capital Expenditures - recent last year,MATRIX,50%,112,406
anl14_actvalue_cfps_fp0,Cash Flow Per Share - recent last quarter,MATRIX,50%,88,183
anl14_actvalue_cfps_fy0,Cash Flow Per Share - recent last year,MATRIX,50%,94,453
anl14_actvalue_div_fp0,Dividend - recent last quarter,MATRIX,50%,66,96
anl14_actvalue_div_fy0,Dividend - recent last year,MATRIX,50%,66,102
anl14_actvalue_ebit_fp0,Earnings Before Interest & Taxes - recent last quarter,MATRIX,50%,252,1547
anl14_actvalue_ebit_fy0,Earnings before interest & taxes - recent last year,MATRIX,50%,108,395
anl14_actvalue_ebitda_fp0,"Earnings Before Interest, Taxes, Depreciation & Amortization - recent last quarter",MATRIX,50%,123,679
anl14_actvalue_ebitda_fy0,"Earnings Before Interest, Taxes, Depreciation & Amortization - recent last year",MATRIX,50%,91,467
anl14_actvalue_eps_fp0,Earnings per share - recent last quarter,MATRIX,50%,213,2003
anl14_actvalue_eps_fy0,Earnings Per Share - Recent Last Year,MATRIX,50%,140,374
anl14_actvalue_epsrep_fp0,Reported Earnings Per Share - recent last quarter,MATRIX,50%,178,1342
anl14_actvalue_epsrep_fy0,Reported Earnings Per Share - recent last year,MATRIX,50%,122,602
anl14_actvalue_nav_fy0,Net Asset Value - recent last year,MATRIX,50%,62,96
anl14_actvalue_ndebt_fp0,Net Debt - recent last quarter,MATRIX,50%,39,69
anl14_actvalue_ndebt_fy0,Net Debt - recent last year,MATRIX,50%,56,145
anl14_actvalue_ntp_fp0,Net Profit - recent last quarter,MATRIX,50%,272,3043
anl14_actvalue_ntp_fy0,Net Profit - recent last year,MATRIX,50%,94,364
anl14_actvalue_ntprep_fp0,Reported Net Profit - recent last quarter,MATRIX,50%,176,1107
anl14_actvalue_ntprep_fy0,Reported Net Profit - recent last year,MATRIX,50%,82,211
anl14_actvalue_ptp_fp0,Pretax profit - recent last quarter,MATRIX,50%,27,40
anl14_actvalue_ptp_fy0,Pretax Profit - Recent Last Year,MATRIX,50%,23,40
anl14_actvalue_ptprep_fp0,Reported pretax profit - recent last quarter,MATRIX,50%,19,31
anl14_actvalue_ptprep_fy0,Reported pretax profit - recent last year,MATRIX,50%,23,35
anl14_actvalue_revenue_fp0,Revenue - recent last quarter,MATRIX,50%,134,953
anl14_actvalue_revenue_fy0,Revenue - recent last year,MATRIX,50%,135,734
anl14_actvalue_roa_fy0,Returns on assets - recent last year,MATRIX,50%,50,89
anl14_actvalue_roe_fp0,Returns on equity - recent last quarter,MATRIX,50%,19,27
