Field,Description,Type,Coverage,Users,Alphas
anl82_delta_ebtq_q1_mada,Mean of absolute deviation of scaled actual values for Q1 ebitda,MATRIX,56%,16,20
anl82_delta_ebtq_q1_madp,Mean of absolute deviation of predicted values for Q1 ebitda,MATRIX,100%,26,43
anl82_delta_ebtq_q1_mae,Mean of absolute error of the model of a particular stock for Q1 ebitda,MATRIX,58%,2,14
anl82_delta_ebtq_q1_predict,Predicted value of Q1 ebitda,MATRIX,100%,38,76
anl82_delta_ebtq_q2_mada,Mean of absolute deviation of scaled actual values for Q2 ebitda,MATRIX,56%,2,2
anl82_delta_ebtq_q2_madp,Mean of absolute deviation of predicted values for Q2 ebitda,MATRIX,100%,10,14
anl82_delta_ebtq_q2_mae,Mean of absolute error of the model of a particular stock for Q2 ebitda,MATRIX,58%,2,3
anl82_delta_ebtq_q2_predict,Predicted value of Q2 ebitda,MATRIX,100%,8,16
anl82_delta_ebtq_q3_mada,Mean of absolute deviation of scaled actual values for Q3 ebitda,MATRIX,56%,2,3
anl82_delta_ebtq_q3_madp,Mean of absolute deviation of predicted values for Q3 ebitda,MATRIX,100%,5,5
anl82_delta_ebtq_q3_mae,Mean of absolute error of the model of a particular stock for Q3 ebitda,MATRIX,58%,9,11
anl82_delta_ebtq_q3_predict,Predicted value of Q3 ebitda,MATRIX,100%,9,27
anl82_delta_ebtq_q4_mada,Mean of absolute deviation of scaled actual values for Q4 ebitda,MATRIX,56%,3,6
anl82_delta_ebtq_q4_madp,Mean of absolute deviation of predicted values for Q4 ebitda,MATRIX,100%,7,11
anl82_delta_ebtq_q4_mae,Mean of absolute error of the model of a particular stock for Q4 ebitda,MATRIX,58%,7,39
anl82_delta_ebtq_q4_predict,Predicted value of Q4 ebitda,MATRIX,100%,9,12
anl82_delta_ebty_y1_mada,Mean of absolute deviation of scaled actual values for annual ebitda (delay 0),MATRIX,49%,5,6
anl82_delta_ebty_y1_madp,Mean absolute deviation of the model’s predicted values for next fiscal year (Y1) annual EBITDA at delay 0,MATRIX,100%,8,9
anl82_delta_ebty_y1_mae,Mean absolute error of the model’s predictions for next fiscal year (Y1) annual EBITDA at delay 0,MATRIX,51%,1,2
anl82_delta_ebty_y1_predict,Predicted value for next fiscal year (Y1) annual EBITDA at delay 0,MATRIX,100%,25,38
anl82_delta_epsq_q1_mada,Mean of absolute deviation of scaled actual values for Q1 eps,MATRIX,72%,6,7
anl82_delta_epsq_q1_madp,Mean of absolute deviation of predicted values for Q1 eps,MATRIX,100%,3,3
anl82_delta_epsq_q1_mae,Mean of absolute error of the model of a particular stock for Q1 eps,MATRIX,74%,3,4
anl82_delta_epsq_q1_predict,Predicted value of Q1 EPS,MATRIX,100%,31,45
anl82_delta_epsq_q2_mada,Mean of absolute deviation of scaled actual values for Q2 eps,MATRIX,72%,5,9
anl82_delta_epsq_q2_madp,Mean of absolute deviation of predicted values for Q2 eps,MATRIX,100%,7,7
anl82_delta_epsq_q2_mae,Mean of absolute error of the model of a particular stock for Q2 eps,MATRIX,74%,6,7
anl82_delta_epsq_q2_predict,Predicted value of Q2 EPS,MATRIX,100%,13,19
anl82_delta_epsq_q3_mada,Mean of absolute deviation of scaled actual values for Q3 eps,MATRIX,72%,4,11
anl82_delta_epsq_q3_madp,Mean of absolute deviation of predicted values for Q3 eps,MATRIX,100%,3,4
anl82_delta_epsq_q3_mae,Mean of absolute error of the model of a particular stock for Q3 eps,MATRIX,74%,1,2
anl82_delta_epsq_q3_predict,Predicted value of Q3 EPS,MATRIX,100%,2,2
anl82_delta_epsq_q4_mada,Mean of absolute deviation of scaled actual values for Q4 eps,MATRIX,72%,2,3
anl82_delta_epsq_q4_madp,Mean of absolute deviation of predicted values for Q4 eps,MATRIX,100%,6,6
anl82_delta_epsq_q4_mae,Mean of absolute error of the model of a particular stock for Q4 eps,MATRIX,74%,2,3
anl82_delta_epsq_q4_predict,Predicted value of Q4 EPS,MATRIX,100%,9,26
anl82_delta_epsy_y1_mada,Mean absolute deviation of scaled actual annual EPS values,MATRIX,52%,2,3
anl82_delta_epsy_y1_madp,Mean absolute deviation of predicted annual EPS values,MATRIX,100%,3,14
anl82_delta_epsy_y1_mae,Mean absolute error of the model for annual EPS for the specific stock,MATRIX,56%,4,7
anl82_delta_epsy_y1_predict,"Predicted value of annual EPS (point-in-time, D1-lagged)",MATRIX,100%,10,12
anl82_delta_gpsq_q1_mada,Mean of absolute deviation of scaled actual values for Q1 eps(gaap) (delay 0),MATRIX,65%,4,5
anl82_delta_gpsq_q1_madp,Mean of absolute deviation of predicted values for Q1 eps(gaap) (delay 0),MATRIX,100%,4,16
anl82_delta_gpsq_q1_mae,Mean absolute error of the model for Q1 EPS (GAAP) at delay 0 for this stock,MATRIX,67%,1,2
anl82_delta_gpsq_q1_predict,Predicted value of Q1 EPS (GAAP) at delay 0 for this stock,MATRIX,100%,23,35
anl82_delta_gpsq_q2_mada,Mean of absolute deviation of scaled actual values for Q2 eps(gaap) (delay 0),MATRIX,65%,1,2
anl82_delta_gpsq_q2_madp,Mean of absolute deviation of predicted values for Q2 eps(gaap) (delay 0),MATRIX,100%,2,4
