Field,Description,Type,Coverage,Users,Alphas
analyst_recommendation_change_score_2,Analyst Recommendations & Changes score representing a change in recommendation by an analyst firm,MATRIX,100%,5,5
composite_story_sentiment_score_2,Composite Sentiment Score (0–100) combining multiple sentiment analysis techniques for the story,MATRIX,100%,5,5
corporate_action_report_sentiment_score,Sentiment score from the BCA classifier specializing in reports on corporate action announcements,MATRIX,100%,1,1
earnings_evaluation_sentiment_score,Earnings Evaluations classifier sentiment score for earnings evaluation stories,MATRIX,100%,1,1
earnings_release_sentiment_score,Sentiment score from the BER classifier specializing in earnings releases,MATRIX,100%,6,13
editorial_commentary_sentiment_score_2,Sentiment score from the BMQ classifier specializing in short commentary and editorials on global equity markets,MATRIX,100%,2,2
entity_record_count_per_story,Total number of entity records RavenPack publishes for a given news story,MATRIX,100%,1,1
entity_relevance_score_2,A score between 0 and 100 indicating how strongly related the entity is to the news story; 100 means the entity plays a key role and is highly relevant,MATRIX,100%,2,2
event_novelty_score,Event Novelty Score (0–100) indicating how new a story is within a 24-hour window in a specific package,MATRIX,100%,2,2
event_sentiment_score_2,"Event Sentiment Score (0–100) measuring entity sentiment based on proxies; higher values are more positive, below 50 negative",MATRIX,100%,1,1
global_equities_sentiment_score,Sentiment score from the PEQ classifier specializing in detecting positive/negative phrases in global equities articles,MATRIX,100%,1,1
global_event_novelty_score,Global Event Novelty Score (0–100) indicating novelty across all providers within a 24-hour window,MATRIX,100%,2,2
global_novelty_elapsed_milliseconds,Global event novelty elapsed time in milliseconds between the first story and the current story across all providers,MATRIX,100%,3,3
global_novelty_similarity_gap_days,"Number of days since a similar story was detected across all RavenPack editions (Dow Jones, Web, PR)",MATRIX,100%,4,4
merger_acquisition_sentiment_score_4,"Sentiment score from the BAM classifier specializing in venture, company, mergers and acquisitions news",MATRIX,100%,3,3
multi_classifier_equity_sentiment_score,"Multi Classifier for Equities sentiment score derived from BMQ, BEE, BCA, and ANL_CHG, applied to the most relevant companies in a story",MATRIX,100%,2,2
mws50_acb,Score representing sentiment according to the corporate actions classifier,VECTOR,91%,9,13
mws50_acb_2,A sentiment score from the BCA classifier specialized in reports on corporate action announcements,VECTOR,100%,0,0
mws50_aes,"Score from 0 to 100 measuring the ratio of positive to total non-neutral events over a rolling 91-day window within the package, based on ESS>50 as positive and ESS<50 as negative",VECTOR,91%,5,5
mws50_aes_2,0–100 ratio of positive events (ESS>50) to total non-neutral events over a rolling 91-day window within the package,VECTOR,100%,0,0
mws50_bam,Score representing sentiment according to the mergers and acquisitions classifier,VECTOR,91%,5,10
mws50_bam_2,"A sentiment score from the BAM classifier specialized in mergers, acquisitions, and takeovers for equities news stories",VECTOR,100%,0,0
mws50_bee,Earnings evaluations sentiment score from the BEE classifier,VECTOR,91%,4,7
mws50_bee_2,Sentiment score from the BEE classifier focused on earnings evaluations,VECTOR,100%,0,0
mws50_ber,Earnings releases sentiment score from the BER classifier specialized in earnings release news,VECTOR,91%,3,3
mws50_ber_2,A sentiment score from the BER classifier specialized in earnings releases,VECTOR,100%,0,0
mws50_category,"A unique tag to label, identify, and recognize a particular type and property of an entity-specific news event",VECTOR,91%,4,4
mws50_country_code,"Two-character ISO-3166 country code associated with the entity (companies by incorporation, currencies by central bank; commodities may be XX)",VECTOR,91%,9,9
mws50_country_code_2,Two-letter ISO-3166 country code associated with the entity (companies by incorporation; currencies by central bank; commodities use XX),VECTOR,100%,1,2
mws50_ens,Event Novelty Score (0–100) indicating how new the story is within a 24-hour window for this package,VECTOR,91%,5,13
mws50_ens_2,Event Novelty Score between 0 and 100 indicating how new a story is within a 24-hour window in the package,VECTOR,100%,1,1
mws50_ens_elapsed,Milliseconds elapsed between the first story and the current story within the event novelty chain for this package (first story = 0),VECTOR,91%,3,5
