Field,Description,Type,Coverage,Users,Alphas
mdl136_qes_etf_us_flow_gross,"Daily total dollar value (notional amount) of all ETF-driven stock flows, summing the absolute values of both inflows (ETF creations) and outflows (ETF redemptions)",MATRIX,86%,24,61
mdl136_qes_etf_us_flow_gross_1m,"The total dollar amount of cumulative ETF creation and redemption flows (in both directions, summed absolutely) for the stock over the past month",MATRIX,86%,13,30
mdl136_qes_etf_us_flow_gross_1m_fast_d1,"The total dollar amount of cumulative ETF creation and redemption flows (in both directions, summed absolutely) for the stock over the past month",MATRIX,83%,1,2
mdl136_qes_etf_us_flow_gross_1w,Total notional dollar amount of gross ETF-driven stock flows (sum of inflow and outflow absolute values) over the trailing week (7 calendar days),MATRIX,86%,10,21
mdl136_qes_etf_us_flow_gross_1w_fast_d1,Total notional dollar amount of gross ETF-driven stock flows (sum of inflow and outflow absolute values) over the trailing week (7 calendar days),MATRIX,83%,0,0
mdl136_qes_etf_us_flow_gross_fast_d1,"Daily total dollar value (notional amount) of all ETF-driven stock flows, summing the absolute values of both inflows (ETF creations) and outflows (ETF redemptions)",MATRIX,83%,1,1
mdl136_qes_etf_us_flow_gross_pctvol,Total dollar value of ETF-driven stock flows (inflows plus outflows) as a percent of the stock's daily volume,MATRIX,86%,27,43
mdl136_qes_etf_us_flow_gross_pctvol_1m,"Total dollar value of ETF-related gross stock flows (sum of inflows and outflows) over the past month, as a percentage of total stock trading volume in that month",MATRIX,86%,27,56
mdl136_qes_etf_us_flow_gross_pctvol_1m_fast_d1,"Total dollar value of ETF-related gross stock flows (sum of inflows and outflows) over the past month, as a percentage of total stock trading volume in that month",MATRIX,83%,2,2
mdl136_qes_etf_us_flow_gross_pctvol_1w,"Total dollar value of ETF-related gross stock flows (sum of inflows and outflows) over the past week, as a percentage of total stock trading volume in that week",MATRIX,86%,26,63
mdl136_qes_etf_us_flow_gross_pctvol_1w_fast_d1,"Total dollar value of ETF-related gross stock flows (sum of inflows and outflows) over the past week, as a percentage of total stock trading volume in that week",MATRIX,83%,5,5
mdl136_qes_etf_us_flow_gross_pctvol_fast_d1,Total dollar value of ETF-driven stock flows (inflows plus outflows) as a percent of the stock's daily volume,MATRIX,83%,0,0
mdl136_qes_etf_us_flow_in,Dollar value of daily stock inflows from ETF creations (ETF buy activity),MATRIX,86%,26,61
mdl136_qes_etf_us_flow_in_1m,Aggregate dollar value of stock inflows from ETF creations over the past month,MATRIX,86%,8,16
mdl136_qes_etf_us_flow_in_1m_fast_d1,Aggregate dollar value of stock inflows from ETF creations over the past month,MATRIX,83%,0,0
mdl136_qes_etf_us_flow_in_1w,Total dollar amount of ETF-driven inflows from creation baskets over the past week (trailing 7 days),MATRIX,86%,10,24
mdl136_qes_etf_us_flow_in_1w_fast_d1,Total dollar amount of ETF-driven inflows from creation baskets over the past week (trailing 7 days),MATRIX,83%,2,2
mdl136_qes_etf_us_flow_in_fast_d1,Dollar value of daily stock inflows from ETF creations (ETF buy activity),MATRIX,83%,0,0
mdl136_qes_etf_us_flow_in_pctvol,"Daily total notional value of ETF-driven stock inflows (via ETF creations) divided by the daily trading volume of the stock, expressed as a percentage",MATRIX,86%,25,97
mdl136_qes_etf_us_flow_in_pctvol_1m,"Monthly total notional value of ETF-driven stock inflows (via ETF creations) divided by the total stock trading volume over the same month, expressed as a percentage",MATRIX,86%,25,83
mdl136_qes_etf_us_flow_in_pctvol_1m_fast_d1,"Monthly total notional value of ETF-driven stock inflows (via ETF creations) divided by the total stock trading volume over the same month, expressed as a percentage",MATRIX,83%,1,1
mdl136_qes_etf_us_flow_in_pctvol_1w,weekly total notional of stock inflows from ETF creation relative to stock volume,MATRIX,86%,23,44
mdl136_qes_etf_us_flow_in_pctvol_1w_fast_d1,weekly total notional of stock inflows from ETF creation relative to stock volume,MATRIX,83%,0,0
mdl136_qes_etf_us_flow_in_pctvol_fast_d1,"Daily total notional value of ETF-driven stock inflows (via ETF creations) divided by the daily trading volume of the stock, expressed as a percentage",MATRIX,83%,1,1
mdl136_qes_etf_us_flow_net,"Daily total net notional value of ETF-driven stock flows, calculated as inflows minus outflows",MATRIX,86%,13,19
mdl136_qes_etf_us_flow_net_1m,Aggregate net ETF stock flows (inflows minus outflows) over the past month,MATRIX,86%,6,19
mdl136_qes_etf_us_flow_net_1m_fast_d1,Aggregate net ETF stock flows (inflows minus outflows) over the past month,MATRIX,83%,0,0
mdl136_qes_etf_us_flow_net_1w,Aggregate net ETF stock flows (inflows minus outflows) over the past week,MATRIX,86%,10,19
mdl136_qes_etf_us_flow_net_1w_fast_d1,Aggregate net ETF stock flows (inflows minus outflows) over the past week,MATRIX,83%,0,0
mdl136_qes_etf_us_flow_net_fast_d1,"Daily total net notional value of ETF-driven stock flows, calculated as inflows minus outflows",MATRIX,83%,0,0
mdl136_qes_etf_us_flow_net_pctvol,Daily net ETF stock flows (inflows minus outflows) as a percentage of daily stock trading volume,MATRIX,86%,14,27
mdl136_qes_etf_us_flow_net_pctvol_1m,"Monthly total net notional value of ETF-driven stock flows (inflows minus outflows), divided by the total stock trading volume over that month, expressed as a percentage",MATRIX,86%,25,117
