Field,Description,Type,Coverage,Users,Alphas
analyst_recommendation_sentiment,"Score (-1, 0, or 1) representing analyst’s change in recommendation: downgrade (–1), neutral (0), upgrade (+1); valid only when an analyst ratings event is detected",VECTOR,100%,2,2
corporate_action_announcement_sentiment,"Sentiment score (-1, 0, +1) indicating negative, neutral, or positive market view on corporate action news, trained by expert consensus on headlines",VECTOR,100%,1,1
creditworthiness_sentiment_score_2,Score (-1.00 to 1.00) measuring how the event affects the creditworthiness of the entity,VECTOR,100%,1,1
days_since_duplicate_title,"Decimal number (up to 5 places) representing how many days since a document with a similar title/headline appeared, ranging 0–365",VECTOR,100%,1,2
days_since_similar_event,"Number of days (granular, up to 5 decimals) since a document from the same provider with a similar event was detected (range 0-365)",VECTOR,100%,0,0
document_byte_size,The number of bytes representing the size of the original raw document associated with the event,VECTOR,100%,0,0
document_paragraph_total_2,Number of paragraphs detected in the document as parsed by RavenPack’s text processing system,VECTOR,100%,1,2
document_sentiment_confidence_score,Score (0.00 to 1.00) quantifying confidence in the DOCUMENT_SENTIMENT calculation,VECTOR,100%,0,0
document_version_number,Version number indicating the revision of the document record.,VECTOR,15%,0,0
document_word_token_count_2,Number of words (tokens) in the document as counted by RavenPack’s text lexer,VECTOR,100%,1,1
earnings_headline_tone_score,"Sentiment score (–1, 0, 1) specifically for earnings-related headlines; negative, neutral, positive, based on RavenPack’s Traditional Methodology",VECTOR,100%,0,0
earnings_release_headline_sentiment,"News sentiment score (-1, 0, 1) for document headlines about earnings releases",VECTOR,100%,0,0
editorial_commentary_sentiment,"Sentiment score (–1, 0, 1) based on headlines providing commentary/editorials on equity markets; negative, neutral, positive respectively",VECTOR,100%,1,1
entity_document_relevance_score_2,"Integer score (0-100) indicating how strongly the entity is related to the document; higher scores mean more central mentions, lower scores mean passive mentions",VECTOR,100%,1,1
entity_hierarchy_depth,"Positive integer denoting an entity's level in the organizational hierarchy (1=top level, 2=child, 3=grandchild, etc.)",VECTOR,100%,0,0
entity_mention_proximity_score,"Integer distance (0, 1, 2, ...) denoting how directly the entity was detected; 0=direct, 1=indirect via one unit, 2=indirect via two units, etc.",VECTOR,100%,0,0
entity_record_total_count,The total number of entity records published by RavenPack for a given document,VECTOR,100%,1,1
