Field,Description,Type,Coverage,Users,Alphas
pv87_2_affops_af_matrix_all_chngratio_number,count number of all change ratio of Adjusted Funds from Operations per Share (AFFOPS) *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,100%,21,45
pv87_2_affops_af_matrix_all_number,count number of estimates (once for one analyst) of Adjusted Funds from Operations per Share (AFFOPS),MATRIX,100%,13,14
pv87_2_affops_af_matrix_p1_b_chngratio_number,count number of all change ratio of Adjusted Funds from Operations per Share (AFFOPS) *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,100%,8,35
pv87_2_affops_af_matrix_p1_b_number,count number of estimates (once for one analyst) of Adjusted Funds from Operations per Share (AFFOPS),MATRIX,100%,8,8
pv87_2_affops_af_matrix_p1_chngratio_number,count number of all change ratio of Adjusted Funds from Operations per Share (AFFOPS) *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,100%,10,22
pv87_2_affops_af_matrix_p1_number,count number of estimates (once for one analyst) of Adjusted Funds from Operations per Share (AFFOPS),MATRIX,100%,10,55
pv87_2_affops_qf_matrix_all_chngratio_number,count number of all change ratio of Adjusted Funds from Operations per Share (AFFOPS) *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,100%,4,5
pv87_2_affops_qf_matrix_all_number,count number of estimates (once for one analyst) of Adjusted Funds from Operations per Share (AFFOPS),MATRIX,100%,9,29
pv87_2_affops_qf_matrix_p1_b_chngratio_number,count number of all change ratio of Adjusted Funds from Operations per Share (AFFOPS) *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,100%,6,6
pv87_2_affops_qf_matrix_p1_b_number,count number of estimates (once for one analyst) of Adjusted Funds from Operations per Share (AFFOPS),MATRIX,100%,5,5
pv87_2_affops_qf_matrix_p1_chngratio_number,count number of all change ratio of Adjusted Funds from Operations per Share (AFFOPS) *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,100%,2,2
pv87_2_affops_qf_matrix_p1_number,count number of estimates (once for one analyst) of Adjusted Funds from Operations per Share (AFFOPS),MATRIX,100%,3,4
pv87_2_bps_af_matrix_all_chngratio_high,highest value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,90%,49,287
pv87_2_bps_af_matrix_all_chngratio_low,lowest value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,90%,10,15
pv87_2_bps_af_matrix_all_chngratio_mean,mean value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,90%,5,8
pv87_2_bps_af_matrix_all_chngratio_median,median value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,90%,7,10
pv87_2_bps_af_matrix_all_chngratio_number,count number of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,100%,18,269
pv87_2_bps_af_matrix_all_chngratio_std,std value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,86%,7,10
pv87_2_bps_af_matrix_all_dts,std value of all analysts estimates  of Book Value Per Share,MATRIX,86%,4,4
pv87_2_bps_af_matrix_all_high,highest value of all analysts estimates  of Book Value Per Share,MATRIX,90%,8,11
pv87_2_bps_af_matrix_all_low,lowest value of all analysts estimates  of Book Value Per Share,MATRIX,90%,1,1
pv87_2_bps_af_matrix_all_mean,mean value of all analysts estimates of Book Value Per Share,MATRIX,90%,2,9
pv87_2_bps_af_matrix_all_median,median value of all analysts estimates  of Book Value Per Share,MATRIX,90%,5,6
pv87_2_bps_af_matrix_all_number,count number of estimates (once for one analyst) of Book Value Per Share,MATRIX,100%,13,324
pv87_2_bps_af_matrix_p1_b_chngratio_high,highest value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,90%,28,176
pv87_2_bps_af_matrix_p1_b_chngratio_low,lowest value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,90%,2,2
pv87_2_bps_af_matrix_p1_b_chngratio_mean,mean value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,90%,4,4
pv87_2_bps_af_matrix_p1_b_chngratio_median,median value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,90%,3,4
pv87_2_bps_af_matrix_p1_b_chngratio_number,count number of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,100%,6,7
pv87_2_bps_af_matrix_p1_b_chngratio_std,std value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,67%,4,4
pv87_2_bps_af_matrix_p1_b_dts,std value of all analysts estimates  of Book Value Per Share,MATRIX,67%,4,4
pv87_2_bps_af_matrix_p1_b_high,highest value of all analysts estimates  of Book Value Per Share,MATRIX,90%,21,24
pv87_2_bps_af_matrix_p1_b_low,lowest value of all analysts estimates  of Book Value Per Share,MATRIX,90%,1,1
pv87_2_bps_af_matrix_p1_b_mean,mean value of all analysts estimates of Book Value Per Share,MATRIX,90%,1,1
pv87_2_bps_af_matrix_p1_b_median,median value of all analysts estimates  of Book Value Per Share,MATRIX,90%,2,2
pv87_2_bps_af_matrix_p1_b_number,count number of estimates (once for one analyst) of Book Value Per Share,MATRIX,100%,9,10
pv87_2_bps_af_matrix_p1_chngratio_high,highest value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,90%,37,202
pv87_2_bps_af_matrix_p1_chngratio_low,lowest value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,90%,1,1
pv87_2_bps_af_matrix_p1_chngratio_mean,mean value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,90%,4,4
pv87_2_bps_af_matrix_p1_chngratio_median,median value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,90%,11,93
pv87_2_bps_af_matrix_p1_chngratio_number,count number of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,100%,15,208
pv87_2_bps_af_matrix_p1_chngratio_std,std value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,73%,4,4
pv87_2_bps_af_matrix_p1_dts,std value of all analysts estimates  of Book Value Per Share,MATRIX,73%,5,13
pv87_2_bps_af_matrix_p1_high,highest value of all analysts estimates  of Book Value Per Share,MATRIX,90%,28,47
pv87_2_bps_af_matrix_p1_low,lowest value of all analysts estimates  of Book Value Per Share,MATRIX,90%,2,2
pv87_2_bps_af_matrix_p1_mean,mean value of all analysts estimates of Book Value Per Share,MATRIX,90%,2,2
pv87_2_bps_af_matrix_p1_median,median value of all analysts estimates  of Book Value Per Share,MATRIX,90%,1,1
pv87_2_bps_af_matrix_p1_number,count number of estimates (once for one analyst) of Book Value Per Share,MATRIX,100%,6,13
pv87_2_bps_qf_matrix_all_chngratio_high,highest value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,72%,29,174
pv87_2_bps_qf_matrix_all_chngratio_low,lowest value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,72%,17,21
pv87_2_bps_qf_matrix_all_chngratio_mean,mean value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,72%,1,1
pv87_2_bps_qf_matrix_all_chngratio_median,median value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,72%,1,1
pv87_2_bps_qf_matrix_all_chngratio_number,count number of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,100%,4,4
pv87_2_bps_qf_matrix_all_chngratio_std,std value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,64%,4,6
pv87_2_bps_qf_matrix_all_dts,std value of all analysts estimates  of Book Value Per Share,MATRIX,64%,2,2
pv87_2_bps_qf_matrix_all_high,highest value of all analysts estimates  of Book Value Per Share,MATRIX,72%,1,1
pv87_2_bps_qf_matrix_all_low,lowest value of all analysts estimates  of Book Value Per Share,MATRIX,72%,2,2
pv87_2_bps_qf_matrix_all_mean,mean value of all analysts estimates of Book Value Per Share,MATRIX,72%,3,3
pv87_2_bps_qf_matrix_all_median,median value of all analysts estimates  of Book Value Per Share,MATRIX,72%,1,1
pv87_2_bps_qf_matrix_all_number,count number of estimates (once for one analyst) of Book Value Per Share,MATRIX,100%,4,4
pv87_2_bps_qf_matrix_p1_b_chngratio_high,highest value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,72%,27,153
pv87_2_bps_qf_matrix_p1_b_chngratio_low,lowest value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,72%,3,3
pv87_2_bps_qf_matrix_p1_b_chngratio_mean,mean value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,72%,1,1
pv87_2_bps_qf_matrix_p1_b_chngratio_median,median value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,72%,3,3
pv87_2_bps_qf_matrix_p1_b_chngratio_number,count number of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,100%,4,4
pv87_2_bps_qf_matrix_p1_b_chngratio_std,std value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,36%,1,1
pv87_2_bps_qf_matrix_p1_b_dts,std value of all analysts estimates  of Book Value Per Share,MATRIX,36%,2,2
pv87_2_bps_qf_matrix_p1_b_high,highest value of all analysts estimates  of Book Value Per Share,MATRIX,72%,6,6
pv87_2_bps_qf_matrix_p1_b_low,lowest value of all analysts estimates  of Book Value Per Share,MATRIX,72%,3,3
pv87_2_bps_qf_matrix_p1_b_mean,mean value of all analysts estimates of Book Value Per Share,MATRIX,72%,2,2
pv87_2_bps_qf_matrix_p1_b_median,median value of all analysts estimates  of Book Value Per Share,MATRIX,72%,1,1
pv87_2_bps_qf_matrix_p1_b_number,count number of estimates (once for one analyst) of Book Value Per Share,MATRIX,100%,6,15
pv87_2_bps_qf_matrix_p1_chngratio_high,highest value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,72%,22,133
pv87_2_bps_qf_matrix_p1_chngratio_low,lowest value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,72%,1,1
pv87_2_bps_qf_matrix_p1_chngratio_mean,mean value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,72%,1,1
pv87_2_bps_qf_matrix_p1_chngratio_median,median value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,72%,2,2
pv87_2_bps_qf_matrix_p1_chngratio_number,count number of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,100%,8,14
pv87_2_bps_qf_matrix_p1_chngratio_std,std value of all change ratio of Book Value Per Share *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,44%,1,1
pv87_2_bps_qf_matrix_p1_dts,std value of all analysts estimates  of Book Value Per Share,MATRIX,44%,1,1
pv87_2_bps_qf_matrix_p1_high,highest value of all analysts estimates  of Book Value Per Share,MATRIX,72%,1,1
pv87_2_bps_qf_matrix_p1_low,lowest value of all analysts estimates  of Book Value Per Share,MATRIX,72%,3,3
pv87_2_bps_qf_matrix_p1_mean,mean value of all analysts estimates of Book Value Per Share,MATRIX,72%,1,1
pv87_2_bps_qf_matrix_p1_median,median value of all analysts estimates  of Book Value Per Share,MATRIX,72%,1,1
pv87_2_bps_qf_matrix_p1_number,count number of estimates (once for one analyst) of Book Value Per Share,MATRIX,100%,10,41
pv87_2_capex_af_matrix_all_chngratio_high,highest value of all change ratio of Capital Expenditure *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,82%,6,17
pv87_2_capex_af_matrix_all_chngratio_low,lowest value of all change ratio of Capital Expenditure *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,82%,1,1
pv87_2_capex_af_matrix_all_chngratio_mean,mean value of all change ratio of Capital Expenditure *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,82%,2,2
pv87_2_capex_af_matrix_all_chngratio_median,median value of all change ratio of Capital Expenditure *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,82%,3,3
pv87_2_capex_af_matrix_all_chngratio_number,count number of all change ratio of Capital Expenditure *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,100%,3,8
pv87_2_capex_af_matrix_all_chngratio_std,std value of all change ratio of Capital Expenditure *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,80%,3,3
pv87_2_capex_af_matrix_all_dts,std value of all analysts estimates  of Capital Expenditure,MATRIX,80%,1,1
pv87_2_capex_af_matrix_all_high,highest value of all analysts estimates  of Capital Expenditure,MATRIX,82%,2,2
pv87_2_capex_af_matrix_all_low,lowest value of all analysts estimates  of Capital Expenditure,MATRIX,82%,3,3
pv87_2_capex_af_matrix_all_mean,mean value of all analysts estimates of Capital Expenditure,MATRIX,82%,3,3
pv87_2_capex_af_matrix_all_median,median value of all analysts estimates  of Capital Expenditure,MATRIX,82%,3,3
pv87_2_capex_af_matrix_all_number,count number of estimates (once for one analyst) of Capital Expenditure,MATRIX,100%,9,206
pv87_2_capex_af_matrix_p1_b_chngratio_high,highest value of all change ratio of Capital Expenditure *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,82%,27,229
pv87_2_capex_af_matrix_p1_b_chngratio_low,lowest value of all change ratio of Capital Expenditure *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,82%,3,3
pv87_2_capex_af_matrix_p1_b_chngratio_mean,mean value of all change ratio of Capital Expenditure *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,82%,2,2
pv87_2_capex_af_matrix_p1_b_chngratio_median,median value of all change ratio of Capital Expenditure *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,82%,8,8
pv87_2_capex_af_matrix_p1_b_chngratio_number,count number of all change ratio of Capital Expenditure *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,100%,3,5
pv87_2_capex_af_matrix_p1_b_chngratio_std,std value of all change ratio of Capital Expenditure *change ratio = ((current value - previous value) / (fabs (current value)/2 + fabs (previous value)/2)),MATRIX,67%,1,1
pv87_2_capex_af_matrix_p1_b_dts,std value of all analysts estimates  of Capital Expenditure,MATRIX,67%,3,4
